MNXID	bigg	other
MNXR100409	R_GPAR	GUANPRIBOSYLTRAN-RXN
MNXR100409	GUAPRT	GUANPRIBOSYLTRAN-RXN
MNXR100409	R_GUAPRT	GUANPRIBOSYLTRAN-RXN
MNXR100410	GPDDA1	3.1.4.2-RXN
MNXR100410	R_GPDDA1	3.1.4.2-RXN
MNXR100410	GPDDA1pp	3.1.4.2-RXN
MNXR100410	R_GPDDA1pp	3.1.4.2-RXN
MNXR100411	GPDDA2	RXN-14160
MNXR100411	R_GPDDA2	RXN-14160
MNXR100411	GPDDA2pp	RXN-14160
MNXR100411	R_GPDDA2pp	RXN-14160
MNXR100412	GPDDA3	RXN-14136
MNXR100412	R_GPDDA3	RXN-14136
MNXR100412	GPDDA3pp	RXN-14136
MNXR100412	R_GPDDA3pp	RXN-14136
MNXR100413	GPDDA4	RXN-14073
MNXR100413	R_GPDDA4	RXN-14073
MNXR100413	GPDDA4pp	RXN-14073
MNXR100413	R_GPDDA4pp	RXN-14073
MNXR100414	GPDDA5	3.1.4.44-RXN
MNXR100414	R_GPDDA5	3.1.4.44-RXN
MNXR100414	GPDDA5pp	3.1.4.44-RXN
MNXR100414	R_GPDDA5pp	3.1.4.44-RXN
MNXR100429	GRGT	2.4.1.67-RXN
MNXR100429	R_GRGT	2.4.1.67-RXN
MNXR100432	GSNK	GUANOSINEKIN-RXN
MNXR100432	R_GSNK	GUANOSINEKIN-RXN
MNXR100432	GSNKm	GUANOSINEKIN-RXN
MNXR100432	R_GSNKm	GUANOSINEKIN-RXN
MNXR100437	GSPMDA	GSPAMID-RXN
MNXR100437	R_GSPMDA	GSPAMID-RXN
MNXR100438	GSPMDS	GSPSYN-RXN
MNXR100438	R_GSPMDS	GSPSYN-RXN
MNXR100441	GTHAMPOR	1.8.4.9-RXN
MNXR100441	R_GTHAMPOR	1.8.4.9-RXN
MNXR100441	GTHAMPORh	1.8.4.9-RXN
MNXR100441	R_GTHAMPORh	1.8.4.9-RXN
MNXR100441	GTHAMPORm	1.8.4.9-RXN
MNXR100441	R_GTHAMPORm	1.8.4.9-RXN
MNXR100445	GTHPDSOR	PRODISULFREDUCT-RXN
MNXR100445	R_GTHPDSOR	PRODISULFREDUCT-RXN
MNXR100446	GTHPe	GLUTATHIONE-PEROXIDASE-RXN
MNXR100446	R_GTHPe	GLUTATHIONE-PEROXIDASE-RXN
MNXR100446	GTHPe_1	GLUTATHIONE-PEROXIDASE-RXN
MNXR100446	R_GTHPe_1	GLUTATHIONE-PEROXIDASE-RXN
MNXR100446	GTHPi	GLUTATHIONE-PEROXIDASE-RXN
MNXR100446	R_GTHPi	GLUTATHIONE-PEROXIDASE-RXN
MNXR100446	GTHPm	GLUTATHIONE-PEROXIDASE-RXN
MNXR100446	R_GTHPm	GLUTATHIONE-PEROXIDASE-RXN
MNXR100447	GTHRDabc2pp	RXN0-21
MNXR100447	R_GTHRDabc2pp	RXN0-21
MNXR100447	GTHRDt	RXN0-21
MNXR100447	R_GTHRDt	RXN0-21
MNXR100447	r1530	RXN0-21
MNXR100447	R_r1530	RXN0-21
MNXR100448	GTHRDabcpp	RXN0-11
MNXR100448	R_GTHRDabcpp	RXN0-11
MNXR100448	GTHRDabcv	RXN0-11
MNXR100448	R_GTHRDabcv	RXN0-11
MNXR100450	GTHS	GLUTATHIONE-SYN-RXN
MNXR100450	R_GTHS	GLUTATHIONE-SYN-RXN
MNXR100450	GTHS_1	GLUTATHIONE-SYN-RXN
MNXR100450	R_GTHS_1	GLUTATHIONE-SYN-RXN
MNXR100453	GTPCI	GTP-CYCLOHYDRO-I-RXN
MNXR100453	R_GTPCI	GTP-CYCLOHYDRO-I-RXN
MNXR100453	GTPCI_1	GTP-CYCLOHYDRO-I-RXN
MNXR100453	R_GTPCI_1	GTP-CYCLOHYDRO-I-RXN
MNXR100453	GTPCI_2	GTP-CYCLOHYDRO-I-RXN
MNXR100453	R_GTPCI_2	GTP-CYCLOHYDRO-I-RXN
MNXR100453	GTPCIn	GTP-CYCLOHYDRO-I-RXN
MNXR100453	R_GTPCIn	GTP-CYCLOHYDRO-I-RXN
MNXR100455	GTPCII2	GTP-CYCLOHYDRO-II-RXN
MNXR100455	R_GTPCII2	GTP-CYCLOHYDRO-II-RXN
MNXR100457	GTPDPK	GTPPYPHOSKIN-RXN
MNXR100457	R_GTPDPK	GTPPYPHOSKIN-RXN
MNXR100457	GTPDPK_1	GTPPYPHOSKIN-RXN
MNXR100457	R_GTPDPK_1	GTPPYPHOSKIN-RXN
MNXR100458	GTPH1	RXN-14201
MNXR100458	R_GTPH1	RXN-14201
MNXR100460	GTPOPm	RXN-14117
MNXR100460	R_GTPOPm	RXN-14117
MNXR100460	PYK3	RXN-14117
MNXR100460	R_PYK3	RXN-14117
MNXR100463	GUAC	GUANYLCYC-RXN
MNXR100463	R_GUAC	GUANYLCYC-RXN
MNXR100463	GUACYC	GUANYLCYC-RXN
MNXR100463	R_GUACYC	GUANYLCYC-RXN
MNXR100463	GUACn	GUANYLCYC-RXN
MNXR100463	R_GUACn	GUANYLCYC-RXN
MNXR100464	GUAD	GUANINE-DEAMINASE-RXN
MNXR100464	R_GUAD	GUANINE-DEAMINASE-RXN
MNXR100464	GUAD_1	GUANINE-DEAMINASE-RXN
MNXR100464	R_GUAD_1	GUANINE-DEAMINASE-RXN
MNXR100465	EX_gua_e	TRANS-RXN0-578
MNXR100465	R_EX_gua_e	TRANS-RXN0-578
MNXR100465	GUAt	TRANS-RXN0-578
MNXR100465	R_GUAt	TRANS-RXN0-578
MNXR100465	GUAtex	TRANS-RXN0-578
MNXR100465	R_GUAtex	TRANS-RXN0-578
MNXR100465	GUAtm	TRANS-RXN0-578
MNXR100465	R_GUAtm	TRANS-RXN0-578
MNXR100465	GUAtpp	TRANS-RXN0-578
MNXR100465	R_GUAtpp	TRANS-RXN0-578
MNXR100467	GUDBUTNAH	GUANIDINOBUTYRASE-RXN
MNXR100467	R_GUDBUTNAH	GUANIDINOBUTYRASE-RXN
MNXR100471	GULN3D	L-GULONATE-3-DEHYDROGENASE-RXN
MNXR100471	R_GULN3D	L-GULONATE-3-DEHYDROGENASE-RXN
MNXR100481	H2ASE_syn	1.12.1.3-RXN
MNXR100481	R_H2ASE_syn	1.12.1.3-RXN
MNXR100482	HCO3E	CARBODEHYDRAT-RXN
MNXR100482	HCO3E	RXN0-5224
MNXR100482	R_HCO3E	CARBODEHYDRAT-RXN
MNXR100482	R_HCO3E	RXN0-5224
MNXR100482	HCO3E_1	CARBODEHYDRAT-RXN
MNXR100482	HCO3E_1	RXN0-5224
MNXR100482	R_HCO3E_1	CARBODEHYDRAT-RXN
MNXR100482	R_HCO3E_1	RXN0-5224
MNXR100482	HCO3Ee	CARBODEHYDRAT-RXN
MNXR100482	HCO3Ee	RXN0-5224
MNXR100482	R_HCO3Ee	CARBODEHYDRAT-RXN
MNXR100482	R_HCO3Ee	RXN0-5224
MNXR100482	HCO3Ehi	CARBODEHYDRAT-RXN
MNXR100482	HCO3Ehi	RXN0-5224
MNXR100482	R_HCO3Ehi	CARBODEHYDRAT-RXN
MNXR100482	R_HCO3Ehi	RXN0-5224
MNXR100482	HCO3Em	CARBODEHYDRAT-RXN
MNXR100482	HCO3Em	RXN0-5224
MNXR100482	R_HCO3Em	CARBODEHYDRAT-RXN
MNXR100482	R_HCO3Em	RXN0-5224
MNXR100482	HCO3Em_1	CARBODEHYDRAT-RXN
MNXR100482	HCO3Em_1	RXN0-5224
MNXR100482	R_HCO3Em_1	CARBODEHYDRAT-RXN
MNXR100482	R_HCO3Em_1	RXN0-5224
MNXR100482	HCO3En	CARBODEHYDRAT-RXN
MNXR100482	HCO3En	RXN0-5224
MNXR100482	R_HCO3En	CARBODEHYDRAT-RXN
MNXR100482	R_HCO3En	RXN0-5224
MNXR100494	EX_h2s_e	TRANS-RXN-310
MNXR100494	R_EX_h2s_e	TRANS-RXN-310
MNXR100494	H2St	TRANS-RXN-310
MNXR100494	R_H2St	TRANS-RXN-310
MNXR100494	H2St1	TRANS-RXN-310
MNXR100494	R_H2St1	TRANS-RXN-310
MNXR100494	H2St1pp	TRANS-RXN-310
MNXR100494	R_H2St1pp	TRANS-RXN-310
MNXR100494	H2Stex	TRANS-RXN-310
MNXR100494	R_H2Stex	TRANS-RXN-310
MNXR100505	H4MPTGL_atp	RXN-11103
MNXR100505	R_H4MPTGL_atp	RXN-11103
MNXR100541	HACD1	RXN-11662
MNXR100541	R_HACD1	RXN-11662
MNXR100541	HACD1_1	RXN-11662
MNXR100541	R_HACD1_1	RXN-11662
MNXR100541	HACD1_2	RXN-11662
MNXR100541	R_HACD1_2	RXN-11662
MNXR100541	HACD1i	RXN-11662
MNXR100541	R_HACD1i	RXN-11662
MNXR100541	HACD1m	RXN-11662
MNXR100541	R_HACD1m	RXN-11662
MNXR100541	HACD1x	RXN-11662
MNXR100541	R_HACD1x	RXN-11662
MNXR100541	HBCOm	RXN-11662
MNXR100541	R_HBCOm	RXN-11662
MNXR100543	HACD2	RXN-12570
MNXR100543	R_HACD2	RXN-12570
MNXR100543	HACD2_1	RXN-12570
MNXR100543	R_HACD2_1	RXN-12570
MNXR100543	HACD2i	RXN-12570
MNXR100543	R_HACD2i	RXN-12570
MNXR100543	HACD2m	RXN-12570
MNXR100543	R_HACD2m	RXN-12570
MNXR100545	HACD4	RXN-12490
MNXR100545	R_HACD4	RXN-12490
MNXR100545	HACD4_1	RXN-12490
MNXR100545	R_HACD4_1	RXN-12490
MNXR100545	HACD4i	RXN-12490
MNXR100545	R_HACD4i	RXN-12490
MNXR100545	HACD4m	RXN-12490
MNXR100545	R_HACD4m	RXN-12490
MNXR100545	HACD4p	RXN-12490
MNXR100545	R_HACD4p	RXN-12490
MNXR100547	HACD6	RXN-12507
MNXR100547	R_HACD6	RXN-12507
MNXR100547	HACD6_1	RXN-12507
MNXR100547	R_HACD6_1	RXN-12507
MNXR100547	HACD6i	RXN-12507
MNXR100547	R_HACD6i	RXN-12507
MNXR100547	HACD6m	RXN-12507
MNXR100547	R_HACD6m	RXN-12507
MNXR100547	HACD6p	RXN-12507
MNXR100547	R_HACD6p	RXN-12507
MNXR100548	HACD7	RXN-14271
MNXR100548	R_HACD7	RXN-14271
MNXR100548	HACD7_1	RXN-14271
MNXR100548	R_HACD7_1	RXN-14271
MNXR100548	HACD7i	RXN-14271
MNXR100548	R_HACD7i	RXN-14271
MNXR100548	HACD7m	RXN-14271
MNXR100548	R_HACD7m	RXN-14271
MNXR100548	HACD7p	RXN-14271
MNXR100548	R_HACD7p	RXN-14271
MNXR100550	HACD9	1.1.1.178-RXN
MNXR100550	R_HACD9	1.1.1.178-RXN
MNXR100550	HACD9m	1.1.1.178-RXN
MNXR100550	R_HACD9m	1.1.1.178-RXN
MNXR100551	HACDp	OHACYL-COA-DEHYDROG-RXN
MNXR100551	HACDp	RXN-16133
MNXR100551	R_HACDp	OHACYL-COA-DEHYDROG-RXN
MNXR100551	R_HACDp	RXN-16133
MNXR100552	HACNHm	HOMOACONITATE-HYDRATASE-RXN
MNXR100552	R_HACNHm	HOMOACONITATE-HYDRATASE-RXN
MNXR100555	HADPCOADH3	RXN0-2044
MNXR100555	R_HADPCOADH3	RXN0-2044
MNXR100556	HAMR	HYDROXYLAMINE-REDUCTASE-NADH-RXN
MNXR100556	R_HAMR	HYDROXYLAMINE-REDUCTASE-NADH-RXN
MNXR100565	HBCO_nadp	3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN
MNXR100565	R_HBCO_nadp	3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN
MNXR100565	HBCO_nadp_m	3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN
MNXR100565	R_HBCO_nadp_m	3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN
MNXR100566	HBZOPT	4OHBENZOATE-OCTAPRENYLTRANSFER-RXN
MNXR100566	R_HBZOPT	4OHBENZOATE-OCTAPRENYLTRANSFER-RXN
MNXR100569	HBZOPT6m	RXN-9003
MNXR100569	R_HBZOPT6m	RXN-9003
MNXR100570	HCINNMt2r	TRANS-RXN0-457
MNXR100570	R_HCINNMt2r	TRANS-RXN0-457
MNXR100570	HCINNMt2rpp	TRANS-RXN0-457
MNXR100570	R_HCINNMt2rpp	TRANS-RXN0-457
MNXR100577	HCYSMT	HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
MNXR100577	R_HCYSMT	HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
MNXR100578	HCYSMT2	MMUM-RXN
MNXR100578	R_HCYSMT2	MMUM-RXN
MNXR100581	HDC	HISTIDINE-DECARBOXYLASE-RXN
MNXR100581	R_HDC	HISTIDINE-DECARBOXYLASE-RXN
MNXR100581	HISDC	HISTIDINE-DECARBOXYLASE-RXN
MNXR100581	R_HISDC	HISTIDINE-DECARBOXYLASE-RXN
MNXR100587	HDH	RXN-8001
MNXR100587	R_HDH	RXN-8001
MNXR100587	HDHh	RXN-8001
MNXR100587	R_HDHh	RXN-8001
MNXR100587	HISTD	RXN-8001
MNXR100587	R_HISTD	RXN-8001
MNXR100604	HEPT2	RXN0-5061
MNXR100604	R_HEPT2	RXN0-5061
MNXR100611	HETZK	THIAZOLSYN3-RXN
MNXR100611	R_HETZK	THIAZOLSYN3-RXN
MNXR100612	HEX1	GLUCOKIN-RXN
MNXR100612	R_HEX1	GLUCOKIN-RXN
MNXR100613	HEX10	GLUCOSAMINE-KINASE-RXN
MNXR100613	R_HEX10	GLUCOSAMINE-KINASE-RXN
MNXR100626	HGDm	RXN-14103
MNXR100626	R_HGDm	RXN-14103
MNXR100628	HGNTOR	HOMOGENTISATE-12-DIOXYGENASE-RXN
MNXR100628	R_HGNTOR	HOMOGENTISATE-12-DIOXYGENASE-RXN
MNXR100629	HGPHT	RXN-2541
MNXR100629	R_HGPHT	RXN-2541
MNXR100629	HPT	RXN-2541
MNXR100629	R_HPT	RXN-2541
MNXR100639	HISDr	HISTIDINE-AMMONIA-LYASE-RXN
MNXR100639	R_HISDr	HISTIDINE-AMMONIA-LYASE-RXN
MNXR100639	HISNH4L	HISTIDINE-AMMONIA-LYASE-RXN
MNXR100639	R_HISNH4L	HISTIDINE-AMMONIA-LYASE-RXN
MNXR100642	HISTP	HISTIDPHOS-RXN
MNXR100642	R_HISTP	HISTIDPHOS-RXN
MNXR100642	HP	HISTIDPHOS-RXN
MNXR100642	R_HP	HISTIDPHOS-RXN
MNXR100642	HPh	HISTIDPHOS-RXN
MNXR100642	R_HPh	HISTIDPHOS-RXN
MNXR100644	HISabc	ABC-14-RXN
MNXR100644	R_HISabc	ABC-14-RXN
MNXR100644	HISabcpp	ABC-14-RXN
MNXR100644	R_HISabcpp	ABC-14-RXN
MNXR100652	HIUH	3.5.2.17-RXN
MNXR100652	R_HIUH	3.5.2.17-RXN
MNXR100652	HURH	3.5.2.17-RXN
MNXR100652	R_HURH	3.5.2.17-RXN
MNXR100656	HKYNH	3-HYDROXY-KYNURENINASE-RXN
MNXR100656	R_HKYNH	3-HYDROXY-KYNURENINASE-RXN
MNXR100657	HKt	3.6.3.10-RXN
MNXR100657	HKt	3.6.3.12-RXN
MNXR100657	HKt	TRANS-RXN-2
MNXR100657	R_HKt	3.6.3.10-RXN
MNXR100657	R_HKt	3.6.3.12-RXN
MNXR100657	R_HKt	TRANS-RXN-2
MNXR100657	HKtpp	3.6.3.10-RXN
MNXR100657	HKtpp	3.6.3.12-RXN
MNXR100657	HKtpp	TRANS-RXN-2
MNXR100657	R_HKtpp	3.6.3.10-RXN
MNXR100657	R_HKtpp	3.6.3.12-RXN
MNXR100657	R_HKtpp	TRANS-RXN-2
MNXR100657	Kabc	3.6.3.10-RXN
MNXR100657	Kabc	3.6.3.12-RXN
MNXR100657	Kabc	TRANS-RXN-2
MNXR100657	R_Kabc	3.6.3.10-RXN
MNXR100657	R_Kabc	3.6.3.12-RXN
MNXR100657	R_Kabc	TRANS-RXN-2
MNXR100657	Kabcpp	3.6.3.10-RXN
MNXR100657	Kabcpp	3.6.3.12-RXN
MNXR100657	Kabcpp	TRANS-RXN-2
MNXR100657	R_Kabcpp	3.6.3.10-RXN
MNXR100657	R_Kabcpp	3.6.3.12-RXN
MNXR100657	R_Kabcpp	TRANS-RXN-2
MNXR100658	HMBS	OHMETHYLBILANESYN-RXN
MNXR100658	R_HMBS	OHMETHYLBILANESYN-RXN
MNXR100658	PPBNGD	OHMETHYLBILANESYN-RXN
MNXR100658	R_PPBNGD	OHMETHYLBILANESYN-RXN
MNXR100663	HMNO	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
MNXR100663	R_HMNO	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
MNXR100674	HOCCD	HADTHAUERA-RXN
MNXR100674	R_HOCCD	HADTHAUERA-RXN
MNXR100676	HOMt2pp	TRANS-RXN-242
MNXR100676	R_HOMt2pp	TRANS-RXN-242
MNXR100682	HOXPRm	RXN0-5289
MNXR100682	R_HOXPRm	RXN0-5289
MNXR100682	HOXPRx	RXN0-5289
MNXR100682	R_HOXPRx	RXN0-5289
MNXR100682	TRSARr	RXN0-5289
MNXR100682	R_TRSARr	RXN0-5289
MNXR100691	HPHL	RXN-6383
MNXR100691	R_HPHL	RXN-6383
MNXR100691	HPHLm	RXN-6383
MNXR100691	R_HPHLm	RXN-6383
MNXR100691	PRPNCOAHYDm	RXN-6383
MNXR100691	R_PRPNCOAHYDm	RXN-6383
MNXR100691	PRPNCOAHYDx	RXN-6383
MNXR100691	R_PRPNCOAHYDx	RXN-6383
MNXR100692	HPI	RXN0-305
MNXR100692	R_HPI	RXN0-305
MNXR100692	HPYRI	RXN0-305
MNXR100692	R_HPYRI	RXN0-305
MNXR100694	HPPK2	H2PTERIDINEPYROPHOSPHOKIN-RXN
MNXR100694	R_HPPK2	H2PTERIDINEPYROPHOSPHOKIN-RXN
MNXR100695	HPPPNDO	1.13.11.16-RXN
MNXR100695	R_HPPPNDO	1.13.11.16-RXN
MNXR100695	HPPPNDO_1	1.13.11.16-RXN
MNXR100695	R_HPPPNDO_1	1.13.11.16-RXN
MNXR100696	HPPPNt2r	TRANS-RXN-61
MNXR100696	R_HPPPNt2r	TRANS-RXN-61
MNXR100696	HPPPNt2rpp	TRANS-RXN-61
MNXR100696	R_HPPPNt2rpp	TRANS-RXN-61
MNXR100700	HPYRDC	HYDROXYPYRUVATE-DECARBOXYLASE-RXN
MNXR100700	R_HPYRDC	HYDROXYPYRUVATE-DECARBOXYLASE-RXN
MNXR100700	HPYRDCm	HYDROXYPYRUVATE-DECARBOXYLASE-RXN
MNXR100700	R_HPYRDCm	HYDROXYPYRUVATE-DECARBOXYLASE-RXN
MNXR100733	HSDA	HOMOSERDEAM-RXN
MNXR100733	R_HSDA	HOMOSERDEAM-RXN
MNXR100736	HSERTA	HOMOSERINE-O-ACETYLTRANSFERASE-RXN
MNXR100736	R_HSERTA	HOMOSERINE-O-ACETYLTRANSFERASE-RXN
MNXR100737	HSK	HOMOSERKIN-RXN
MNXR100737	R_HSK	HOMOSERKIN-RXN
MNXR100737	HSK_1	HOMOSERKIN-RXN
MNXR100737	R_HSK_1	HOMOSERKIN-RXN
MNXR100740	HSPMS	2.5.1.44-RXN
MNXR100740	R_HSPMS	2.5.1.44-RXN
MNXR100741	HSST	HOMSUCTRAN-RXN
MNXR100741	R_HSST	HOMSUCTRAN-RXN
MNXR100747	HXAND	RXN-7682
MNXR100747	R_HXAND	RXN-7682
MNXR100749	EX_hxan_e	TRANS-RXN0-562
MNXR100749	EX_hxan_e	TRANS-RXN0-579
MNXR100749	R_EX_hxan_e	TRANS-RXN0-562
MNXR100749	R_EX_hxan_e	TRANS-RXN0-579
MNXR100749	HXANtl	TRANS-RXN0-562
MNXR100749	HXANtl	TRANS-RXN0-579
MNXR100749	R_HXANtl	TRANS-RXN0-562
MNXR100749	R_HXANtl	TRANS-RXN0-579
MNXR100749	HXANtx	TRANS-RXN0-562
MNXR100749	HXANtx	TRANS-RXN0-579
MNXR100749	R_HXANtx	TRANS-RXN0-562
MNXR100749	R_HXANtx	TRANS-RXN0-579
MNXR100749	HYXNt	TRANS-RXN0-562
MNXR100749	HYXNt	TRANS-RXN0-579
MNXR100749	R_HYXNt	TRANS-RXN0-562
MNXR100749	R_HYXNt	TRANS-RXN0-579
MNXR100749	HYXNtex	TRANS-RXN0-562
MNXR100749	HYXNtex	TRANS-RXN0-579
MNXR100749	R_HYXNtex	TRANS-RXN0-562
MNXR100749	R_HYXNtex	TRANS-RXN0-579
MNXR100749	HYXNtpp	TRANS-RXN0-562
MNXR100749	HYXNtpp	TRANS-RXN0-579
MNXR100749	R_HYXNtpp	TRANS-RXN0-562
MNXR100749	R_HYXNtpp	TRANS-RXN0-579
MNXR100752	HXPRT	HYPOXANPRIBOSYLTRAN-RXN
MNXR100752	R_HXPRT	HYPOXANPRIBOSYLTRAN-RXN
MNXR100757	HYDA	HYDROG-RXN
MNXR100757	R_HYDA	HYDROG-RXN
MNXR100757	HYDAh	HYDROG-RXN
MNXR100757	R_HYDAh	HYDROG-RXN
MNXR100757	HYDAm	HYDROG-RXN
MNXR100757	R_HYDAm	HYDROG-RXN
MNXR100762	HYNE	RXN-7594
MNXR100762	R_HYNE	RXN-7594
MNXR100763	HYPOE	RXN-14046
MNXR100763	R_HYPOE	RXN-14046
MNXR100765	EX_h_e	RXN-14452
MNXR100765	R_EX_h_e	RXN-14452
MNXR100765	Ht	RXN-14452
MNXR100765	R_Ht	RXN-14452
MNXR100765	Ht_1	RXN-14452
MNXR100765	R_Ht_1	RXN-14452
MNXR100765	Htex	RXN-14452
MNXR100765	R_Htex	RXN-14452
MNXR100765	Htg	RXN-14452
MNXR100765	R_Htg	RXN-14452
MNXR100765	Htm	RXN-14452
MNXR100765	R_Htm	RXN-14452
MNXR100765	Htm_cho	RXN-14452
MNXR100765	R_Htm_cho	RXN-14452
MNXR100765	Htr	RXN-14452
MNXR100765	R_Htr	RXN-14452
MNXR100765	Hts	RXN-14452
MNXR100765	R_Hts	RXN-14452
MNXR100765	Htu	RXN-14452
MNXR100765	R_Htu	RXN-14452
MNXR100765	Htx	RXN-14452
MNXR100765	R_Htx	RXN-14452
MNXR100773	IAGT	2.4.1.123-RXN
MNXR100773	R_IAGT	2.4.1.123-RXN
MNXR100777	IBTMr	ISOBUTYRYL-COA-MUTASE-RXN
MNXR100777	R_IBTMr	ISOBUTYRYL-COA-MUTASE-RXN
MNXR100783	ICH	IMPCYCLOHYDROLASE-RXN
MNXR100783	R_ICH	IMPCYCLOHYDROLASE-RXN
MNXR100783	IMPC	IMPCYCLOHYDROLASE-RXN
MNXR100783	R_IMPC	IMPCYCLOHYDROLASE-RXN
MNXR100784	ICHORS	ISOCHORSYN-RXN
MNXR100784	R_ICHORS	ISOCHORSYN-RXN
MNXR100785	ICHORT	ISOCHORMAT-RXN
MNXR100785	R_ICHORT	ISOCHORMAT-RXN
MNXR100796	IDIh	IPPISOM-RXN
MNXR100796	R_IDIh	IPPISOM-RXN
MNXR100796	IPDDI	IPPISOM-RXN
MNXR100796	R_IPDDI	IPPISOM-RXN
MNXR100796	IPDDIx	IPPISOM-RXN
MNXR100796	R_IPDDIx	IPPISOM-RXN
MNXR100801	IDOND	RXN-12107
MNXR100801	R_IDOND	RXN-12107
MNXR100802	IDOND2	L-IDONATE-2-DEHYDROGENASE-RXN
MNXR100802	R_IDOND2	L-IDONATE-2-DEHYDROGENASE-RXN
MNXR100803	IDONt2r	TRANS-RXN-181A
MNXR100803	R_IDONt2r	TRANS-RXN-181A
MNXR100803	IDONt2rpp	TRANS-RXN-181A
MNXR100803	R_IDONt2rpp	TRANS-RXN-181A
MNXR100807	IDPA	RXN-14003
MNXR100807	R_IDPA	RXN-14003
MNXR100807	NDP10ex	RXN-14003
MNXR100807	R_NDP10ex	RXN-14003
MNXR100808	IDPh	INORGPYROPHOSPHAT-RXN
MNXR100808	R_IDPh	INORGPYROPHOSPHAT-RXN
MNXR100808	IDPm	INORGPYROPHOSPHAT-RXN
MNXR100808	R_IDPm	INORGPYROPHOSPHAT-RXN
MNXR100808	PPA	INORGPYROPHOSPHAT-RXN
MNXR100808	R_PPA	INORGPYROPHOSPHAT-RXN
MNXR100808	PPA_1	INORGPYROPHOSPHAT-RXN
MNXR100808	R_PPA_1	INORGPYROPHOSPHAT-RXN
MNXR100808	PPA_1pp	INORGPYROPHOSPHAT-RXN
MNXR100808	R_PPA_1pp	INORGPYROPHOSPHAT-RXN
MNXR100808	PPAer	INORGPYROPHOSPHAT-RXN
MNXR100808	R_PPAer	INORGPYROPHOSPHAT-RXN
MNXR100808	PPAm	INORGPYROPHOSPHAT-RXN
MNXR100808	R_PPAm	INORGPYROPHOSPHAT-RXN
MNXR100808	PPAn	INORGPYROPHOSPHAT-RXN
MNXR100808	R_PPAn	INORGPYROPHOSPHAT-RXN
MNXR100808	r0009	INORGPYROPHOSPHAT-RXN
MNXR100808	R_r0009	INORGPYROPHOSPHAT-RXN
MNXR100811	IG3PS	GLUTAMIDOTRANS-RXN
MNXR100811	R_IG3PS	GLUTAMIDOTRANS-RXN
MNXR100811	IG3PS_1	GLUTAMIDOTRANS-RXN
MNXR100811	R_IG3PS_1	GLUTAMIDOTRANS-RXN
MNXR100811	IMGPSh	GLUTAMIDOTRANS-RXN
MNXR100811	R_IMGPSh	GLUTAMIDOTRANS-RXN
MNXR100813	IGPDH	IMIDPHOSDEHYD-RXN
MNXR100813	R_IGPDH	IMIDPHOSDEHYD-RXN
MNXR100813	IGPDH_1	IMIDPHOSDEHYD-RXN
MNXR100813	R_IGPDH_1	IMIDPHOSDEHYD-RXN
MNXR100813	IGPDh	IMIDPHOSDEHYD-RXN
MNXR100813	R_IGPDh	IMIDPHOSDEHYD-RXN
MNXR100814	IGPS	IGPSYN-RXN
MNXR100814	R_IGPS	IGPSYN-RXN
MNXR100814	IGPS_1	IGPSYN-RXN
MNXR100814	R_IGPS_1	IGPSYN-RXN
MNXR100821	ILEabc	ABC-15-RXN
MNXR100821	R_ILEabc	ABC-15-RXN
MNXR100821	ILEabcpp	ABC-15-RXN
MNXR100821	R_ILEabcpp	ABC-15-RXN
MNXR100823	ILEt4	TRANS-RXN-126
MNXR100823	R_ILEt4	TRANS-RXN-126
MNXR100825	ILEt6	TRANS-RXN-281
MNXR100825	R_ILEt6	TRANS-RXN-281
MNXR100826	IMDHT	3-ISOPROPYLMALISOM-RXN
MNXR100826	R_IMDHT	3-ISOPROPYLMALISOM-RXN
MNXR100826	IPPMIb	3-ISOPROPYLMALISOM-RXN
MNXR100826	R_IPPMIb	3-ISOPROPYLMALISOM-RXN
MNXR100827	IMDHT_3c2hmp	RXN-8991
MNXR100827	R_IMDHT_3c2hmp	RXN-8991
MNXR100827	IPPMIa	RXN-8991
MNXR100827	R_IPPMIa	RXN-8991
MNXR100830	IMPD	IMP-DEHYDROG-RXN
MNXR100830	R_IMPD	IMP-DEHYDROG-RXN
MNXR100830	IMPDm	IMP-DEHYDROG-RXN
MNXR100830	R_IMPDm	IMP-DEHYDROG-RXN
MNXR100831	EX_imp_e	TRANS-RXN0-566
MNXR100831	R_EX_imp_e	TRANS-RXN0-566
MNXR100831	IMPtex	TRANS-RXN0-566
MNXR100831	R_IMPtex	TRANS-RXN0-566
MNXR100831	IMPth	TRANS-RXN0-566
MNXR100831	R_IMPth	TRANS-RXN0-566
MNXR100835	INDOLEt2pp	TRANS-RXN-142
MNXR100835	R_INDOLEt2pp	TRANS-RXN-142
MNXR100835	INDOLEt2r	TRANS-RXN-142
MNXR100835	R_INDOLEt2r	TRANS-RXN-142
MNXR100835	INDOLEt2rpp	TRANS-RXN-142
