id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	direction	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	is_copy_of	gapseq.status
rxn32050	rxn1006_m	-	(1) cpd00176[0] <=> (1) cpd00020[0] + (1) cpd00448[0]	-1:cpd00176:0:0:"2-keto-3-deoxygluconate";1:cpd00020:0:0:"Pyruvate";1:cpd00448:0:0:"D-Glyceraldehyde"	0	(1) cpd00176[0] <=> (1) cpd00020[0] + (1) cpd00448[0]	(1) 2-keto-3-deoxygluconate[0] <=> (1) Pyruvate[0] + (1) D-Glyceraldehyde[0]	=	=					0.75	0.29	cpd00020;cpd00176;cpd00448	OK	1	rxn15750;rxn32049		rxn15750	approved
rxn32051	rxn886_v	-	(1) cpd00001[0] + (1) cpd03200[0] <=> (1) cpd00709[0] + (1) cpd03198[0]	-1:cpd00001:0:0:"H2O";-1:cpd03200:0:0:"Manninotriose";1:cpd00709:0:0:"beta D-Galactose";1:cpd03198:0:0:"Melibiose"	0	(1) cpd00001[0] + (1) cpd03200[0] => (1) cpd00709[0] + (1) cpd03198[0]	(1) H2O[0] + (1) Manninotriose[0] => (1) beta D-Galactose[0] + (1) Melibiose[0]	>	>					-3.11	0.69	cpd00001;cpd00709;cpd03198;cpd03200	OK	0				not.assessed
rxn32052	rxn387_p	5-methyltetrahydrofolate--homocysteine S-methyltransferase	(1) cpd00135[0] + (1) cpd00345[0] <=> (1) cpd00060[0] + (1) cpd00087[0]	-1:cpd00135:0:0:"Homocysteine";-1:cpd00345:0:0:"5-Methyltetrahydrofolate";1:cpd00060:0:0:"L-Methionine";1:cpd00087:0:0:"Tetrahydrofolate"	0	(1) cpd00135[0] + (1) cpd00345[0] => (1) cpd00060[0] + (1) cpd00087[0]	(1) Homocysteine[0] + (1) 5-Methyltetrahydrofolate[0] => (1) L-Methionine[0] + (1) Tetrahydrofolate[0]	>	=					-6.41	1.27	cpd00060;cpd00087;cpd00135;cpd00345	OK	1	rxn00693;rxn35345		rxn00693	corrected
rxn32053	rxn428_p	L-aspartate oxidase	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00041[0] <=> (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd00032[0]	-1:cpd00001:0:0:"H2O";-1:cpd00007:0:0:"O2";-1:cpd00041:0:0:"L-Aspartate";1:cpd00013:0:0:"NH3";1:cpd00025:0:0:"H2O2";1:cpd00032:0:0:"Oxaloacetate"	0	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00041[0] => (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd00032[0]	(1) H2O[0] + (1) O2[0] + (1) L-Aspartate[0] => (1) NH3[0] + (1) H2O2[0] + (1) Oxaloacetate[0]	>	>					-23.02	1.06	cpd00001;cpd00007;cpd00013;cpd00025;cpd00032;cpd00041	OK	1	rxn00262		rxn00262	approved
rxn32054	rxn755_c	trans-4-Hydroxy-L-proline:NADP+ 5-oxidoreductase	(1) cpd00005[0] + (1) cpd02625[0] <=> (1) cpd00006[0] + (1) cpd29317[0]	-1:cpd00005:0:0:"NADPH";-2:cpd00067:0:0:"H+";-1:cpd02625:0:0:"3-Hydroxy-L-1-pyrroline-5-carboxylate";1:cpd00006:0:0:"NADP";1:cpd29317:0:0:"4-hydroxyproline"	0	(1) cpd00005[0] + (2) cpd00067[0] + (1) cpd02625[0] <= (1) cpd00006[0] + (1) cpd29317[0]	(1) NADPH[0] + (2) H+[0] + (1) 3-Hydroxy-L-1-pyrroline-5-carboxylate[0] <= (1) NADP[0] + (1) 4-hydroxyproline[0]	<	<					112.9	1.32	cpd00005;cpd00006;cpd00067;cpd02625;cpd29317	OK	0				not.assessed
rxn32055	rxn1135_p	RXN-3523	(2) cpd00766[0] <=> (1) cpd00059[0] + (1) cpd00335[0]	-2:cpd00067:0:0:"H+";-2:cpd00766:0:0:"Ascorbate radical";1:cpd00059:0:0:"L-Ascorbate";1:cpd00335:0:0:"Dehydroascorbate"	0	(2) cpd00067[0] + (2) cpd00766[0] => (1) cpd00059[0] + (1) cpd00335[0]	(2) H+[0] + (2) Ascorbate radical[0] => (1) L-Ascorbate[0] + (1) Dehydroascorbate[0]	>	>					-21.89	1.39	cpd00059;cpd00067;cpd00335;cpd00766	OK	1	rxn02280;rxn32056	HB	rxn02280	approved
rxn32056	rxn1135_m	RXN-3523	(2) cpd00766[0] <=> (1) cpd00059[0] + (1) cpd00335[0]	-2:cpd00067:0:0:"H+";-2:cpd00766:0:0:"Ascorbate radical";1:cpd00059:0:0:"L-Ascorbate";1:cpd00335:0:0:"Dehydroascorbate"	0	(2) cpd00067[0] + (2) cpd00766[0] => (1) cpd00059[0] + (1) cpd00335[0]	(2) H+[0] + (2) Ascorbate radical[0] => (1) L-Ascorbate[0] + (1) Dehydroascorbate[0]	>	>					-21.89	1.39	cpd00059;cpd00067;cpd00335;cpd00766	OK	1	rxn02280;rxn32055	HB	rxn02280	approved
rxn32057	TR_met745_c_p	-	(1) cpd07097[0] <=> (1) cpd07097[1]	-1:cpd07097:0:0:"Daidzein";1:cpd07097:1:0:"Daidzein"	1	(1) cpd07097[0] <=> (1) cpd07097[1]	(1) Daidzein[0] <=> (1) Daidzein[1]	=	=					0	2	cpd07097	OK	0				not.assessed
rxn32058	rxn585_r	UTP:ammonia ligase (ADP-forming)	(1) cpd00002[0] + (1) cpd00013[0] + (1) cpd00062[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00052[0]	-1:cpd00002:0:0:"ATP";-1:cpd00013:0:0:"NH3";-1:cpd00062:0:0:"UTP";1:cpd00008:0:0:"ADP";1:cpd00009:0:0:"Phosphate";1:cpd00052:0:0:"CTP";2:cpd00067:0:0:"H+"	0	(1) cpd00002[0] + (1) cpd00013[0] + (1) cpd00062[0] => (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00052[0] + (2) cpd00067[0]	(1) ATP[0] + (1) NH3[0] + (1) UTP[0] => (1) ADP[0] + (1) Phosphate[0] + (1) CTP[0] + (2) H+[0]	>	=					-1.67	1.46	cpd00002;cpd00008;cpd00009;cpd00013;cpd00052;cpd00062;cpd00067	OK	1	rxn00410;rxn32019		rxn00410	corrected
rxn32059	TR_met623_c_m	-	(1) cpd14528[0] <=> (1) cpd14528[1]	-1:cpd14528:0:0:"3-Dehydroteasterone";1:cpd14528:1:0:"3-Dehydroteasterone"	1	(1) cpd14528[0] <=> (1) cpd14528[1]	(1) 3-Dehydroteasterone[0] <=> (1) 3-Dehydroteasterone[1]	=	=					0	2	cpd14528	OK	0				not.assessed
rxn32060	rxn817_p	(S)-2-Acetolactate pyruvate-lyase (carboxylating)	(1) cpd00020[0] + (1) cpd03049[0] <=> (1) cpd00056[0] + (1) cpd19047[0]	-1:cpd00020:0:0:"Pyruvate";-1:cpd03049:0:0:"2-Hydroxyethyl-ThPP";1:cpd00056:0:0:"TPP";1:cpd19047:0:0:"(S)-2-Acetolactate"	0	(1) cpd00020[0] + (1) cpd03049[0] <=> (1) cpd00056[0] + (1) cpd19047[0]	(1) Pyruvate[0] + (1) 2-Hydroxyethyl-ThPP[0] <=> (1) TPP[0] + (1) (S)-2-Acetolactate[0]	=	=					-3.66	0.6	cpd00020;cpd00056;cpd03049;cpd19047	OK	1	rxn15491;rxn34626		rxn15491	approved
rxn32061	TR_met645_c_m	-	(1) cpd25024[0] <=> (1) cpd25024[1]	-1:cpd25024:0:0:"1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol";1:cpd25024:1:0:"1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol"	1	(1) cpd25024[0] <=> (1) cpd25024[1]	(1) 1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol[0] <=> (1) 1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol[1]	=	=					0	2	cpd25024	OK	0	rxn32063			not.assessed
rxn32062	rxn682_p	dATP:D-glucosamine 6-phosphotransferase	(1) cpd00115[0] + (1) cpd00276[0] <=> (1) cpd00177[0] + (1) cpd00288[0]	-1:cpd00115:0:0:"dATP";-1:cpd00276:0:0:"GLUM";1:cpd00067:0:0:"H+";1:cpd00177:0:0:"dADP";1:cpd00288:0:0:"D-Glucosamine phosphate"	0	(1) cpd00115[0] + (1) cpd00276[0] => (1) cpd00067[0] + (1) cpd00177[0] + (1) cpd00288[0]	(1) dATP[0] + (1) GLUM[0] => (1) H+[0] + (1) dADP[0] + (1) D-Glucosamine phosphate[0]	>	>					-14.03	0.24	cpd00067;cpd00115;cpd00177;cpd00276;cpd00288	OK	1	rxn01443;rxn32065		rxn01443	approved
rxn32063	TR_met645_c_r	-	(1) cpd25024[0] <=> (1) cpd25024[1]	-1:cpd25024:0:0:"1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol";1:cpd25024:1:0:"1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol"	1	(1) cpd25024[0] <=> (1) cpd25024[1]	(1) 1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol[0] <=> (1) 1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol[1]	=	=					0	2	cpd25024	OK	1	rxn32061		rxn32061	not.assessed
rxn32064	RXN-6383.x	RXN-6383.x	(1) cpd03375[0] <=> (1) cpd00001[0] + (1) cpd00663[0]	-1:cpd03375:0:0:"3-Hydroxypropanoyl-CoA";1:cpd00001:0:0:"H2O";1:cpd00663:0:0:"Acrylyl-CoA"	0	(1) cpd03375[0] <=> (1) cpd00001[0] + (1) cpd00663[0]	(1) 3-Hydroxypropanoyl-CoA[0] <=> (1) H2O[0] + (1) Acrylyl-CoA[0]	=	=					-0.31	0.71	cpd00001;cpd00663;cpd03375	OK	1	rxn02181;rxn28323		rxn02181	approved
rxn32065	rxn682_m	dATP:D-glucosamine 6-phosphotransferase	(1) cpd00115[0] + (1) cpd00276[0] <=> (1) cpd00177[0] + (1) cpd00288[0]	-1:cpd00115:0:0:"dATP";-1:cpd00276:0:0:"GLUM";1:cpd00067:0:0:"H+";1:cpd00177:0:0:"dADP";1:cpd00288:0:0:"D-Glucosamine phosphate"	0	(1) cpd00115[0] + (1) cpd00276[0] => (1) cpd00067[0] + (1) cpd00177[0] + (1) cpd00288[0]	(1) dATP[0] + (1) GLUM[0] => (1) H+[0] + (1) dADP[0] + (1) D-Glucosamine phosphate[0]	>	>					-14.03	0.24	cpd00067;cpd00115;cpd00177;cpd00276;cpd00288	OK	1	rxn01443;rxn32062		rxn01443	approved
rxn32066	rxn892_x	acetyl-phosphate:sulfite S-acetyltransferase (acyl-phosphate	(1) cpd00009[0] + (1) cpd00460[0] <=> (1) cpd00081[0] + (1) cpd00196[0]	-1:cpd00009:0:0:"Phosphate";-1:cpd00460:0:0:"Sulfoacetaldehyde";1:cpd00081:0:0:"Sulfite";1:cpd00196:0:0:"Acetylphosphate"	0	(1) cpd00009[0] + (1) cpd00460[0] => (1) cpd00081[0] + (1) cpd00196[0]	(1) Phosphate[0] + (1) Sulfoacetaldehyde[0] => (1) Sulfite[0] + (1) Acetylphosphate[0]	>	>					-13.29	1.07	cpd00009;cpd00081;cpd00196;cpd00460	OK	1	rxn03923;rxn32070;rxn32073		rxn03923	approved
rxn32067	TR_met454_c_v_met1068_v_c	-	(1) cpd00599[0] <=> (1) cpd00599[1]	-1:cpd00067:1:0:"H+";-1:cpd00599:0:0:"SALC";1:cpd00067:0:0:"H+";1:cpd00599:1:0:"SALC"	1	(1) cpd00067[1] + (1) cpd00599[0] <=> (1) cpd00067[0] + (1) cpd00599[1]	(1) H+[1] + (1) SALC[0] <=> (1) H+[0] + (1) SALC[1]	=	=					0	2	cpd00067;cpd00599	OK	0				not.assessed
rxn32068	rxn1158_p	RXN-4314	(1) cpd00001[0] + (1) cpd16331[0] <=> (1) cpd00009[0] + (1) cpd15136[0]	-1:cpd00001:0:0:"H2O";-1:cpd16331:0:0:"trans-Zeatin riboside monophosphate";1:cpd00009:0:0:"Phosphate";1:cpd00067:0:0:"H+";1:cpd15136:0:0:"trans-Zeatin riboside"	0	(1) cpd00001[0] + (1) cpd16331[0] <=> (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd15136[0]	(1) H2O[0] + (1) trans-Zeatin riboside monophosphate[0] <=> (1) Phosphate[0] + (1) H+[0] + (1) trans-Zeatin riboside[0]	=	=					7.21	0.74	cpd00001;cpd00009;cpd00067;cpd15136;cpd16331	OK	1	rxn11696	HB	rxn11696	approved
rxn32069	rxn1124_g	UTP:1-Phospho-alpha-D-galacturonate uridylyltransferase	(1) cpd00012[0] + (1) cpd00472[0] <=> (1) cpd00062[0] + (1) cpd02497[0]	-1:cpd00012:0:0:"PPi";-1:cpd00472:0:0:"UDPgalacturonate";1:cpd00062:0:0:"UTP";1:cpd02497:0:0:"D-Galacturonate 1-phosphate"	0	(1) cpd00012[0] + (1) cpd00472[0] <= (1) cpd00062[0] + (1) cpd02497[0]	(1) PPi[0] + (1) UDPgalacturonate[0] <= (1) UTP[0] + (1) D-Galacturonate 1-phosphate[0]	<	=					-1.07	0.75	cpd00012;cpd00062;cpd00472;cpd02497	OK	1	rxn01909;rxn32071;rxn32072;rxn32078		rxn01909	corrected
rxn32070	rxn892_p	acetyl-phosphate:sulfite S-acetyltransferase (acyl-phosphate	(1) cpd00009[0] + (1) cpd00460[0] <=> (1) cpd00081[0] + (1) cpd00196[0]	-1:cpd00009:0:0:"Phosphate";-1:cpd00460:0:0:"Sulfoacetaldehyde";1:cpd00081:0:0:"Sulfite";1:cpd00196:0:0:"Acetylphosphate"	0	(1) cpd00009[0] + (1) cpd00460[0] => (1) cpd00081[0] + (1) cpd00196[0]	(1) Phosphate[0] + (1) Sulfoacetaldehyde[0] => (1) Sulfite[0] + (1) Acetylphosphate[0]	>	>					-13.29	1.07	cpd00009;cpd00081;cpd00196;cpd00460	OK	1	rxn03923;rxn32066;rxn32073		rxn03923	approved
rxn32071	rxn1124_m	UTP:1-Phospho-alpha-D-galacturonate uridylyltransferase	(1) cpd00012[0] + (1) cpd00472[0] <=> (1) cpd00062[0] + (1) cpd02497[0]	-1:cpd00012:0:0:"PPi";-1:cpd00472:0:0:"UDPgalacturonate";1:cpd00062:0:0:"UTP";1:cpd02497:0:0:"D-Galacturonate 1-phosphate"	0	(1) cpd00012[0] + (1) cpd00472[0] <= (1) cpd00062[0] + (1) cpd02497[0]	(1) PPi[0] + (1) UDPgalacturonate[0] <= (1) UTP[0] + (1) D-Galacturonate 1-phosphate[0]	<	=					-1.07	0.75	cpd00012;cpd00062;cpd00472;cpd02497	OK	1	rxn01909;rxn32069;rxn32072;rxn32078		rxn01909	corrected
rxn32072	rxn1124_p	UTP:1-Phospho-alpha-D-galacturonate uridylyltransferase	(1) cpd00012[0] + (1) cpd00472[0] <=> (1) cpd00062[0] + (1) cpd02497[0]	-1:cpd00012:0:0:"PPi";-1:cpd00472:0:0:"UDPgalacturonate";1:cpd00062:0:0:"UTP";1:cpd02497:0:0:"D-Galacturonate 1-phosphate"	0	(1) cpd00012[0] + (1) cpd00472[0] <= (1) cpd00062[0] + (1) cpd02497[0]	(1) PPi[0] + (1) UDPgalacturonate[0] <= (1) UTP[0] + (1) D-Galacturonate 1-phosphate[0]	<	=					-1.07	0.75	cpd00012;cpd00062;cpd00472;cpd02497	OK	1	rxn01909;rxn32069;rxn32071;rxn32078		rxn01909	corrected
rxn32073	rxn892_m	acetyl-phosphate:sulfite S-acetyltransferase (acyl-phosphate	(1) cpd00009[0] + (1) cpd00460[0] <=> (1) cpd00081[0] + (1) cpd00196[0]	-1:cpd00009:0:0:"Phosphate";-1:cpd00460:0:0:"Sulfoacetaldehyde";1:cpd00081:0:0:"Sulfite";1:cpd00196:0:0:"Acetylphosphate"	0	(1) cpd00009[0] + (1) cpd00460[0] => (1) cpd00081[0] + (1) cpd00196[0]	(1) Phosphate[0] + (1) Sulfoacetaldehyde[0] => (1) Sulfite[0] + (1) Acetylphosphate[0]	>	>					-13.29	1.07	cpd00009;cpd00081;cpd00196;cpd00460	OK	1	rxn03923;rxn32066;rxn32070		rxn03923	approved
rxn32074	rxn1041_p	Retinol dehydrogenase	(1) cpd00003[0] + (1) cpd00365[0] <=> (1) cpd00004[0] + (1) cpd00304[0]	-1:cpd00003:0:0:"NAD";-1:cpd00365:0:0:"Retinol";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd00304:0:0:"Retinal"	0	(1) cpd00003[0] + (1) cpd00365[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00304[0]	(1) NAD[0] + (1) Retinol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Retinal[0]	=	=					3.67	1.1	cpd00003;cpd00004;cpd00067;cpd00304;cpd00365	OK	1	rxn01530;rxn20774		rxn01530	approved
rxn32075	TR_met621_c_m	-	(1) cpd14535[0] <=> (1) cpd14535[1]	-1:cpd14535:0:0:"6-Deoxoteasterone";1:cpd14535:1:0:"6-Deoxoteasterone"	1	(1) cpd14535[0] <=> (1) cpd14535[1]	(1) 6-Deoxoteasterone[0] <=> (1) 6-Deoxoteasterone[1]	=	=					0	2	cpd14535	OK	0				not.assessed
rxn32076	rxn420_p	3-deoxy-manno-octulosonate-8-phosphatase	(1) cpd00001[0] + (1) cpd02730[0] <=> (1) cpd00009[0] + (1) cpd00875[0]	-1:cpd00001:0:0:"H2O";-1:cpd02730:0:0:"3-Deoxy-D-manno-octulosonate8-phosphate";1:cpd00009:0:0:"Phosphate";1:cpd00875:0:0:"KDO"	0	(1) cpd00001[0] + (1) cpd02730[0] => (1) cpd00009[0] + (1) cpd00875[0]	(1) H2O[0] + (1) 3-Deoxy-D-manno-octulosonate8-phosphate[0] => (1) Phosphate[0] + (1) KDO[0]	>	=					7.21	0.74	cpd00001;cpd00009;cpd00875;cpd02730	OK	1	rxn02404		rxn02404	corrected
rxn32077	TR_met458_c_r	-	(1) cpd02597[0] <=> (1) cpd02597[1]	-1:cpd02597:0:0:"cis-2-Methylaconitate";1:cpd02597:1:0:"cis-2-Methylaconitate"	1	(1) cpd02597[0] <=> (1) cpd02597[1]	(1) cis-2-Methylaconitate[0] <=> (1) cis-2-Methylaconitate[1]	=	=					0	2	cpd02597	OK	0				not.assessed
rxn32078	rxn1124_v	UTP:1-Phospho-alpha-D-galacturonate uridylyltransferase	(1) cpd00012[0] + (1) cpd00472[0] <=> (1) cpd00062[0] + (1) cpd02497[0]	-1:cpd00012:0:0:"PPi";-1:cpd00472:0:0:"UDPgalacturonate";1:cpd00062:0:0:"UTP";1:cpd02497:0:0:"D-Galacturonate 1-phosphate"	0	(1) cpd00012[0] + (1) cpd00472[0] <= (1) cpd00062[0] + (1) cpd02497[0]	(1) PPi[0] + (1) UDPgalacturonate[0] <= (1) UTP[0] + (1) D-Galacturonate 1-phosphate[0]	<	=					-1.07	0.75	cpd00012;cpd00062;cpd00472;cpd02497	OK	1	rxn01909;rxn32069;rxn32071;rxn32072		rxn01909	corrected
rxn32079	rxn725_v	sn-Glycero-3-phosphocholine cholinephosphohydrolase	(1) cpd00001[0] + (1) cpd00507[0] <=> (1) cpd00100[0] + (1) cpd00457[0]	-1:cpd00001:0:0:"H2O";-1:cpd00507:0:0:"Glycerophosphocholine";1:cpd00067:0:0:"H+";1:cpd00100:0:0:"Glycerol";1:cpd00457:0:0:"Phosphocholine"	0	(1) cpd00001[0] + (1) cpd00507[0] => (1) cpd00067[0] + (1) cpd00100[0] + (1) cpd00457[0]	(1) H2O[0] + (1) Glycerophosphocholine[0] => (1) H+[0] + (1) Glycerol[0] + (1) Phosphocholine[0]	>	>					-14.34	0.69	cpd00001;cpd00067;cpd00100;cpd00457;cpd00507	OK	1	rxn01886		rxn01886	approved
rxn32080	TR_met220_c_v	-	(1) cpd02103[0] <=> (1) cpd02103[1]	-1:cpd02103:0:0:"N2-Succinyl-L-arginine";1:cpd02103:1:0:"N2-Succinyl-L-arginine"	1	(1) cpd02103[0] <=> (1) cpd02103[1]	(1) N2-Succinyl-L-arginine[0] <=> (1) N2-Succinyl-L-arginine[1]	=	=					0	2	cpd02103	OK	0				not.assessed
rxn32081	TR_met876_c_p	-	(1) cpd03124[0] <=> (1) cpd03124[1]	-1:cpd03124:0:0:"Hexanoyl-CoA";1:cpd03124:1:0:"Hexanoyl-CoA"	1	(1) cpd03124[0] <=> (1) cpd03124[1]	(1) Hexanoyl-CoA[0] <=> (1) Hexanoyl-CoA[1]	=	=					0	2	cpd03124	OK	1	rxn31605		rxn31605	not.assessed
rxn32082	TR_met851_c_m	-	(1) cpd11912[0] <=> (1) cpd11912[1]	-1:cpd11912:0:0:"tRNA-Glu";1:cpd11912:1:0:"tRNA-Glu"	1	(1) cpd11912[0] <=> (1) cpd11912[1]	(1) tRNA-Glu[0] <=> (1) tRNA-Glu[1]	=	=					0	2	cpd11912	OK	0	rxn32083			not.assessed
rxn32083	TR_met851_c_p	-	(1) cpd11912[0] <=> (1) cpd11912[1]	-1:cpd11912:0:0:"tRNA-Glu";1:cpd11912:1:0:"tRNA-Glu"	1	(1) cpd11912[0] <=> (1) cpd11912[1]	(1) tRNA-Glu[0] <=> (1) tRNA-Glu[1]	=	=					0	2	cpd11912	OK	1	rxn32082		rxn32082	not.assessed
rxn32084	rxn123_p	6-phytase	(1) cpd00001[0] + (1) cpd00885[0] <=> (1) cpd00009[0] + (1) cpd02788[0]	-1:cpd00001:0:0:"H2O";-1:cpd00885:0:0:"Phytate";1:cpd00009:0:0:"Phosphate";1:cpd00067:0:0:"H+";1:cpd02788:0:0:"Inositol 1,2,3,5,6-pentakisphosphate"	0	(1) cpd00001[0] + (1) cpd00885[0] => (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd02788[0]	(1) H2O[0] + (1) Phytate[0] => (1) Phosphate[0] + (1) H+[0] + (1) Inositol 1,2,3,5,6-pentakisphosphate[0]	>	=					7.21	0.74	cpd00001;cpd00009;cpd00067;cpd00885;cpd02788	OK	1	rxn02418;rxn21239;rxn21240	HB	rxn02418	corrected
rxn32085	TR_met837_c_p	-	(1) cpd00900[0] <=> (1) cpd00900[1]	-1:cpd00900:0:0:"GDP-4-dehydro-D-rhamnose";1:cpd00900:1:0:"GDP-4-dehydro-D-rhamnose"	1	(1) cpd00900[0] <=> (1) cpd00900[1]	(1) GDP-4-dehydro-D-rhamnose[0] <=> (1) GDP-4-dehydro-D-rhamnose[1]	=	=					0	2	cpd00900	OK	1	rxn29903;rxn38775		rxn29903	not.assessed
rxn32086	rxn833_p	trans-Dec-2-enoyl-CoA reductase	(1) cpd00006[0] + (1) cpd03128[0] <=> (1) cpd00005[0] + (1) cpd03129[0]	-1:cpd00006:0:0:"NADP";-1:cpd03128:0:0:"Decanoyl-CoA";1:cpd00005:0:0:"NADPH";1:cpd00067:0:0:"H+";1:cpd03129:0:0:"(2E)-Decenoyl-CoA"	0	(1) cpd00006[0] + (1) cpd03128[0] <= (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd03129[0]	(1) NADP[0] + (1) Decanoyl-CoA[0] <= (1) NADPH[0] + (1) H+[0] + (1) (2E)-Decenoyl-CoA[0]	<	<					16.55	1.19	cpd00005;cpd00006;cpd00067;cpd03128;cpd03129	OK	1	rxn03252;rxn32093		rxn03252	approved
rxn32087	TR_met465_c_r	-	(1) cpd00565[0] <=> (1) cpd00565[1]	-1:cpd00565:0:0:"Coniferin";1:cpd00565:1:0:"Coniferin"	1	(1) cpd00565[0] <=> (1) cpd00565[1]	(1) Coniferin[0] <=> (1) Coniferin[1]	=	=					0	2	cpd00565	OK	0				not.assessed
rxn32088	rxn1248_v	RXN-7253	(1) cpd00001[0] + (1) cpd24655[0] <=> (1) cpd00009[0] + (1) cpd00121[0]	-1:cpd00001:0:0:"H2O";-1:cpd24655:0:0:"1D-myo-inositol (2) monophosphate";1:cpd00009:0:0:"Phosphate";1:cpd00121:0:0:"L-Inositol"	0	(1) cpd00001[0] + (1) cpd24655[0] <=> (1) cpd00009[0] + (1) cpd00121[0]	(1) H2O[0] + (1) 1D-myo-inositol (2) monophosphate[0] <=> (1) Phosphate[0] + (1) L-Inositol[0]	=	=					7.21	0.74	cpd00001;cpd00009;cpd00121;cpd24655	OK	1	rxn21255;rxn37700		rxn21255	not.assessed
rxn32089	TR_met643_c_p	-	(1) cpd05170[0] <=> (1) cpd05170[1]	-1:cpd05170:0:0:"Verbascose";1:cpd05170:1:0:"Verbascose"	1	(1) cpd05170[0] <=> (1) cpd05170[1]	(1) Verbascose[0] <=> (1) Verbascose[1]	=	=					0	2	cpd05170	OK	1	rxn29425;rxn32092;rxn32094		rxn29425	not.assessed
rxn32090	rxn1469_c	-	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd01188[0] <=> (1) cpd00006[0] + (1) cpd00047[0] + (1) cpd08302[0]	-1:cpd00005:0:0:"NADPH";-1:cpd00007:0:0:"O2";-1:cpd01188:0:0:"Lanosterol";1:cpd00006:0:0:"NADP";1:cpd00047:0:0:"Formate";4:cpd00067:0:0:"H+";1:cpd08302:0:0:"4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol"	0	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd01188[0] => (1) cpd00006[0] + (1) cpd00047[0] + (4) cpd00067[0] + (1) cpd08302[0]	(1) NADPH[0] + (1) O2[0] + (1) Lanosterol[0] => (1) NADP[0] + (1) Formate[0] + (4) H+[0] + (1) 4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[0]	>	>					-106.51	3.49	cpd00005;cpd00006;cpd00007;cpd00047;cpd00067;cpd01188;cpd08302	CI:4	0				not.assessed
rxn32091	rxn621_p	(2R,3S)-3-methylmalate:NAD+ oxidoreductase	(1) cpd00004[0] + (1) cpd00011[0] + (1) cpd00094[0] <=> (1) cpd00003[0] + (1) cpd03593[0]	-1:cpd00004:0:0:"NADH";-1:cpd00011:0:0:"CO2";-1:cpd00094:0:0:"2-Oxobutyrate";1:cpd00003:0:0:"NAD";1:cpd03593:0:0:"D-erythro-3-Methylmalate"	0	(1) cpd00004[0] + (1) cpd00011[0] + (1) cpd00094[0] <= (1) cpd00003[0] + (1) cpd03593[0]	(1) NADH[0] + (1) CO2[0] + (1) 2-Oxobutyrate[0] <= (1) NAD[0] + (1) D-erythro-3-Methylmalate[0]	<	<					-3.13	1.24	cpd00003;cpd00004;cpd00011;cpd00094;cpd03593	OK	1	rxn00735		rxn00735	approved
rxn32092	TR_met643_c_v	-	(1) cpd05170[0] <=> (1) cpd05170[1]	-1:cpd05170:0:0:"Verbascose";1:cpd05170:1:0:"Verbascose"	1	(1) cpd05170[0] <=> (1) cpd05170[1]	(1) Verbascose[0] <=> (1) Verbascose[1]	=	=					0	2	cpd05170	OK	1	rxn29425;rxn32089;rxn32094		rxn29425	not.assessed
