MNX_ID	seed	other
MNXR107032	rxn01096	1.13.11.14-RXN
MNXR107034	rxn01099	3-PHOSPHOGLYCERATE-PHOSPHATASE-RXN
MNXR107036	rxn01105	PHOSPHOGLYCERATE-KINASE-GTP-RXN
MNXR107037	rxn01107	GLUCONOLACT-RXN
MNXR107037	rxn12197	GLUCONOLACT-RXN
MNXR107037	rxn13836	GLUCONOLACT-RXN
MNXR107040	rxn01110	GLUCOSE-OXIDASE-RXN
MNXR107044	rxn01118	DIISOPROPYL-FLUOROPHOSPHATASE-RXN
MNXR107047	rxn01121	GLUCONATE-DEHYDRATASE-RXN
MNXR107048	rxn01124	1.1.1.127-RXN
MNXR107049	rxn01125	RXN-13040
MNXR107050	rxn01126	4.3.1.21-RXN
MNXR107051	rxn01131	ACETONE-CYANHYDRIN-LYASE-RXN
MNXR107052	rxn01136	OXALATE-COA-TRANSFERASE-RXN
MNXR107053	rxn01140	N-CARBAMOYLSARCOSINE-AMIDASE-RXN
MNXR107054	rxn01141	DIMETHYLGLYCINE-OXIDASE-RXN
MNXR107056	rxn01142	CREATINASE-RXN
MNXR107057	rxn01144	ADP--THYMIDINE-KINASE-RXN
MNXR107058	rxn01147	AMP--THYMIDINE-KINASE-RXN
MNXR107059	rxn06018	NUCLEOTIDASE-RXN
MNXR107063	rxn01153	D-GLUTAMINASE-RXN
MNXR107064	rxn01154	PYRDAMPTRANS-RXN
MNXR107065	rxn01155	3.5.1.82-RXN
MNXR107067	rxn01157	D-GLUTAMATE-CYCLASE-RXN
MNXR107068	rxn01158	N-METHYLALANINE-DEHYDROGENASE-RXN
MNXR107069	rxn01159	GLUTAMATE--METHYLAMINE-LIGASE-RXN
MNXR107070	rxn01160	2.1.1.21-RXN
MNXR107071	rxn01161	N-METHYL-2-OXOGLUTARAMATE-HYDROLASE-RXN
MNXR107073	rxn01162	METHYLGUANIDINASE-RXN
MNXR107074	rxn01163	RXN-16678
MNXR107075	rxn01164	ARACHIDONATE-15-LIPOXYGENASE-RXN
MNXR107077	rxn01166	ARACHIDONATE-5-LIPOXYGENASE-RXN
MNXR107078	rxn01167	ARACHIDONATE-12-LIPOXYGENASE-RXN
MNXR107079	rxn01168	ARACHIDONATE--COA-LIGASE-RXN
MNXR107085	rxn01175	3-ACI-NITROPROPANOATE-OXIDASE-RXN
MNXR107086	rxn01177	MALONATE-SEMIALDEHYDE-DEHYDRATASE-RXN
MNXR107087	rxn01179	NARINGENIN-CHALCONE-SYNTHASE-RXN
MNXR107088	rxn01180	RXN-87
MNXR107091	rxn01185	2.7.7.51-RXN
MNXR107092	rxn01186	LYSINE-N-ACETYLTRANSFERASE-RXN
MNXR107093	rxn01187	PHOSPHOKETOLASE-RXN
MNXR107096	rxn01189	3-HYDROXYBENZOATE-4-MONOOXYGENASE-RXN
MNXR107099	rxn01193	PROTOCATECHUATE-45-DIOXYGENASE-RXN
MNXR107100	rxn01194	1.3.1.53-RXN
MNXR107101	rxn01195	34-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN
MNXR107102	rxn01196	45-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN
MNXR107103	rxn01197	4-SULFOBENZOATE-34-DIOXYGENASE-RXN
MNXR107105	rxn01200	1TRANSKETO-RXN
MNXR107106	rxn01205	3.5.1.29-RXN
MNXR107109	rxn01212	TRYPTOPHAN-DIMETHYLALLYLTRANSFERASE-RXN
MNXR107110	rxn01214	DIMETHYLALLYLCISTRANSFERASE-RXN
MNXR107111	rxn01215	GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN
MNXR107112	rxn01216	BISPHOSPHOGLYCERATE-MUTASE-RXN
MNXR107116	rxn01230	HYPOTAURINE-DEHYDROGENASE-RXN
MNXR107117	rxn01232	TAUROPINE-DEHYDROGENASE-RXN
MNXR107118	rxn01233	RXN-2301
MNXR107122	rxn01236	BUTYRATE-KINASE-RXN
MNXR107123	rxn01237	2-ENOATE-REDUCTASE-RXN
MNXR107133	rxn01246	FATTY-ACID-PEROXIDASE-RXN
MNXR107135	rxn06033	RXN-9549
MNXR107136	rxn01248	PYRIDOXAL-4-DEHYDROGENASE-RXN
MNXR107137	rxn11559	PYRIDOXAL-OXIDASE-RXN
MNXR107138	rxn01253	2.6.1.30-RXN
MNXR107139	rxn01254	PYROXALTRANSAM-RXN
MNXR107141	rxn01261	RXN-7637
MNXR107142	rxn01262	NICOTINATE-N-METHYLTRANSFERASE-RXN
MNXR107143	rxn01263	NICOTINATE-GLUCOSYLTRANSFERASE-RXN
MNXR107146	rxn01270	PREPHENATE-ASP-TRANSAMINE-RXN
MNXR107147	rxn01271	RIBOFLAVINASE-RXN
MNXR107148	rxn01276	RXN0-7101
MNXR107149	rxn01279	RXN-14204
MNXR107149	rxn14117	RXN-14204
MNXR107152	rxn01282	PHOSPHOGLYCERATE-PHOSPHATASE-RXN
MNXR107158	rxn01291	RXN-8772
MNXR107160	rxn01292	ARABISOM-RXN
MNXR107162	rxn01294	BENZOYLFORMATE-DECARBOXYLASE-RXN
MNXR107163	rxn01295	PHENYLSERINE-ALDOLASE-RXN
MNXR107164	rxn01296	MANDELONITRILE-LYASE-RXN
MNXR107165	rxn06038	RXN-13279
MNXR107166	rxn06039	3-OXOACID-COA-TRANSFERASE-RXN
MNXR107167	rxn01305	GLYCOLALDREDUCT-RXN
MNXR107168	rxn01306	4.1.2.28-RXN
MNXR107169	rxn01307	4.1.2.18-RXN
MNXR107172	rxn01313	RXN-7909
MNXR107178	rxn06044	PHOSPHASERSYN-RXN
MNXR107179	rxn06045	PHOSPHAGLYPSYN-RXN
MNXR107182	rxn01318	2.3.1.44-RXN
MNXR107183	rxn01319	2.3.1.45-RXN
MNXR107184	rxn01320	RXN-7864
MNXR107185	rxn01321	SIALATE-O-ACETYLESTERASE-RXN
MNXR107186	rxn01323	1.1.1.253-RXN
MNXR107189	rxn01327	1.14.16.3-RXN
MNXR107190	rxn01328	MANNOSE-6-PHOSPHATE-6-REDUCTASE-RXN
MNXR107196	rxn14099	RXN-16513
MNXR107197	rxn01336	TESTOSTERONE-17-BETA-DEHYDROGENASE-RXN
MNXR107199	rxn01338	1.1.1.64-RXN
MNXR107202	rxn01344	SEDOHEPTULOKINASE-RXN
MNXR107203	rxn01349	HYDROGEN-SULFIDE-S-ACETYLTRANSFERASE-RXN
MNXR107204	rxn01350	METHANETHIOL-OXIDASE-RXN
MNXR107205	rxn06056	AMINEOXID-RXN
MNXR107205	rxn06056	RXN-9597
MNXR107207	rxn01356	AMINOBENZOATE-DECARBOXYLASE-RXN
MNXR107209	rxn06058	ARYL-ACYLAMIDASE-RXN
MNXR107210	rxn01359	OROTATE-REDUCTASE-NADPH-RXN
MNXR107212	rxn01369	1.14.11.3-RXN
MNXR107213	rxn01371	CREATINE-KINASE-RXN
MNXR107214	rxn01372	PHOSPHOAMIDASE-RXN
MNXR107215	rxn01373	GUANIDINOACETATE-N-METHYLTRANSFERASE-RXN
MNXR107216	rxn01374	CREATININASE-RXN
MNXR107217	rxn01375	RXN-10763
MNXR107218	rxn01376	RXN-8732
MNXR107218	rxn14078	RXN-8732
MNXR107220	rxn01379	AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN
MNXR107221	rxn01381	CERAMIDE-CHOLINEPHOSPHOTRANSFERASE-RXN
MNXR107225	rxn01399	2.4.1.160-RXN
MNXR107227	rxn01401	RXN-10747
MNXR107229	rxn01405	2.5.1.45-RXN
MNXR107230	rxn01407	1.1.1.254-RXN
MNXR107231	rxn01408	CARNITINAMIDASE-RXN
MNXR107232	rxn01409	CARNITINE-O-PALMITOYLTRANSFERASE-RXN
MNXR107234	rxn01411	RXN3DJ-11417
MNXR107235	rxn01413	2.4.1.23-RXN
MNXR107236	rxn01414	2.7.8.10-RXN
MNXR107237	rxn01415	3.12.1.1-RXN
MNXR107238	rxn01417	2-OXOADIPATE-REDUCTASE-RXN
MNXR107239	rxn01419	RXN-7970
MNXR107243	rxn01426	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN
MNXR107244	rxn01428	2.3.1.138-RXN
MNXR107245	rxn01429	RXN-2622
MNXR107248	rxn01435	2.6.1.7-RXN
MNXR107249	rxn01436	2.6.1.63-RXN
MNXR107251	rxn01441	N-SULFOGLUCOSAMINE-SULFOHYDROLASE-RXN
MNXR107253	rxn01447	INDOLELACTATE-DEHYDROGENASE-RXN
MNXR107256	rxn01453	RXN-5901
MNXR107257	rxn01454	HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN
MNXR107258	rxn01455	GALACTURONOKINASE-RXN
MNXR107264	rxn06065	2.4.1.58-RXN
MNXR107265	rxn06066	2.4.1.73-RXN
MNXR107267	rxn06068	2.4.1.44-RXN
MNXR107272	rxn01467	4.2.3.10-RXN
MNXR107273	rxn01468	4.2.3.11-RXN
MNXR107274	rxn01469	GERANYL-DIPHOSPHATE-CYCLASE-RXN
MNXR107274	rxn01469	RXN-13002
MNXR107276	rxn01471	RXN-5110
MNXR107277	rxn01472	RXN-5108
MNXR107279	rxn01473	4.2.3.16-RXN
MNXR107279	rxn01473	4.2.3.20-RXN
MNXR107279	rxn04136	4.2.3.16-RXN
MNXR107279	rxn04136	4.2.3.20-RXN
MNXR107294	rxn01488	CASBENE-SYNTHASE-RXN
MNXR107295	rxn01490	5.5.1.13-RXN
MNXR107298	rxn01494	RXN-8460
MNXR107298	rxn14235	RXN-8460
MNXR107300	rxn01496	2.6.1.49-RXN
MNXR107302	rxn01499	RXN66-221
MNXR107303	rxn01500	HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN
MNXR107304	rxn01501	1.1.1.34-RXN
MNXR107305	rxn01502	HYDROXYMETHYLGLUTARYL-COA-HYDROLASE-RXN
MNXR107306	rxn01503	2.8.3.13-RXN
MNXR107307	rxn01504	METHYLGLUTACONYL-COA-HYDRATASE-RXN
MNXR107313	rxn01525	STEROL-GLUCOSYLTRANSFERASE-RXN
MNXR107314	rxn06098	2.3.1.43-RXN
MNXR107315	rxn06099	STEROL-ESTERASE-RXN
MNXR107318	rxn01528	ZEATIN-O-BETA-D-XYLOSYLTRANSFERASE-RXN
MNXR107322	rxn14032	HEPARITIN-SULFOTRANSFERASE-RXN
MNXR107323	rxn01531	RXN-13681
MNXR107328	rxn01536	THIAMIN-OXIDASE-RXN
MNXR107329	rxn01540	XYLITOL-KINASE-RXN
MNXR107331	rxn06105	BARBITURASE-RXN
MNXR107332	rxn01543	R127-RXN
MNXR107333	rxn01546	CARNOSINE-N-METHYLTRANSFERASE-RXN
MNXR107335	rxn01556	QUERCETIN-3-O-METHYLTRANSFERASE-RXN
MNXR107337	rxn01558	FLAVONOL-3-SULFOTRANSFERASE-RXN
MNXR107338	rxn01559	RXN-527
MNXR107343	rxn01560	MANNITOL-1-PHOSPHATASE-RXN
MNXR107350	rxn01566	--MENTHOL-DEHYDROGENASE-RXN
MNXR107351	rxn01567	--MENTHOL-MONOOXYGENASE-RXN
MNXR107352	rxn01568	2.4.1.127-RXN
MNXR107355	rxn01569	3.5.1.83-RXN
MNXR107363	rxn06123	3.5.1.77-RXN
MNXR107364	rxn06124	D-AMINO-ACID-N-ACETYLTRANSFERASE-RXN
MNXR107366	rxn01570	RXN-1106
MNXR107368	rxn01573	ILEDEAMINE-RXN
MNXR107369	rxn01577	2.6.1.32-RXN
MNXR107370	rxn01580	L-PIPECOLATE-OXIDASE-RXN
MNXR107374	rxn01583	PROGESTERONE-5-ALPHA-REDUCTASE-RXN
MNXR107376	rxn01585	RXN-7817
MNXR107382	rxn01586	RXN-9722
MNXR107384	rxn01588	RXN-9726
MNXR107385	rxn01589	RXN-1124
MNXR107386	rxn01590	RXN-10919
MNXR107388	rxn01593	STREPTOMYCIN-6-KINASE-RXN
MNXR107389	rxn01594	STREPTOMYCIN-3-ADENYLYLTRANSFERASE-RXN
MNXR107390	rxn01595	STREPTOMYCIN-3-KINASE-RXN
MNXR107391	rxn01596	STREPTOMYCIN-6-PHOSPHATASE-RXN
MNXR107392	rxn01597	CYCLOHEXANOL-DEHYDROGENASE-RXN
MNXR107393	rxn01598	CYCLOHEXANONE-MONOOXYGENASE-RXN
MNXR107394	rxn01599	4.1.3.35-RXN
MNXR107395	rxn01600	CYCLOHEXYLAMINE-OXIDASE-RXN
MNXR107402	rxn01605	ACONITATE-DECARBOXYLASE-RXN
MNXR107403	rxn01608	MEVALDATE-REDUCTASE-RXN
MNXR107404	rxn01609	MEVALDATE-REDUCTASE-NADPH-RXN
MNXR107407	rxn06145	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN
MNXR107409	rxn01611	TRANS-CINNAMATE-4-MONOOXYGENASE-RXN
MNXR107410	rxn01612	TRANS-CINNAMATE-2-MONOOXYGENASE-RXN
MNXR107410	rxn04970	TRANS-CINNAMATE-2-MONOOXYGENASE-RXN
MNXR107411	rxn01613	RXN-2001
MNXR107412	rxn01614	CINNAMATE-GLUCOSYLTRANSFERASE-RXN
MNXR107415	rxn01619	RXN0-5433
MNXR107417	rxn01622	PROSTAGLANDIN-E-SYNTHASE-RXN
MNXR107418	rxn01623	PROSTAGLANDIN-D-SYNTHASE-RXN
MNXR107419	rxn01624	PROSTAGLANDIN-I-SYNTHASE-RXN
MNXR107420	rxn01625	THROMBOXANE-A-SYNTHASE-RXN
MNXR107421	rxn01628	AMINOLEVULINATE-AMINOTRANSFERASE-RXN
MNXR107422	rxn01632	AMVAL-RXN
MNXR107423	rxn06147	SECONDARY-ALCOHOL-OXIDASE-RXN
MNXR107423	rxn14369	SECONDARY-ALCOHOL-OXIDASE-RXN
MNXR107424	rxn01633	4.2.1.43-RXN
MNXR107425	rxn01634	4.2.1.41-RXN
MNXR107426	rxn01635	3.5.4.22-RXN
MNXR107428	rxn01638	CARBOXYMETHYLHYDANTOINASE-RXN
MNXR107430	rxn01645	2.6.1.46-RXN
MNXR107432	rxn01655	FARNESYL-DIPHOSPHATE-KINASE-RXN
MNXR107433	rxn01656	PENTALENENE-SYNTHASE-RXN
MNXR107434	rxn01657	TRICHODIENE-SYNTHASE-RXN
MNXR107435	rxn01658	ARISTOLOCHENE-SYNTHASE-RXN
MNXR107437	rxn01661	4.6.1.11-RXN
MNXR107438	rxn01664	RXN-8173
MNXR107439	rxn01665	ISOCITRATE-EPIMERASE-RXN
MNXR107440	rxn01666	NUCLEOSIDE-TRIPHOSPHATASE-RXN
MNXR107442	rxn01668	DEOXYCYTIDINE-KINASE-RXN
MNXR107443	rxn01676	2.7.7.32-RXN
MNXR107447	rxn06154	HALOACETATE-DEHALOGENASE-RXN
MNXR107448	rxn06155	HALOALKANE-DEHALOGENASE-RXN
MNXR107449	rxn01680	INDOLE-23-DIOXYGENASE-RXN
MNXR107452	rxn01685	ACETOINDEHYDROG-RXN
MNXR107454	rxn01687	2.2.1.4-RXN
MNXR107457	rxn01690	ESTRONE-SULFOTRANSFERASE-RXN
MNXR107461	rxn01698	URETHANASE-RXN
MNXR107468	rxn06160	RETINOL-O-FATTY-ACYLTRANSFERASE-RXN
MNXR107469	rxn01702	3.1.1.64-RXN
MNXR107469	rxn01702	RETINYL-PALMITATE-ESTERASE-RXN
MNXR107471	rxn01707	ECDYSONE-OXIDASE-RXN
MNXR107473	rxn01708	ECDYSONE-O-ACYLTRANSFERASE-RXN
MNXR107475	rxn01711	PYRAZOLYLALANINE-SYNTHASE-RXN
MNXR107476	rxn01712	RXN-3422
MNXR107477	rxn01713	SINAPATE-1-GLUCOSYLTRANSFERASE-RXN
MNXR107478	rxn01714	SINAPINE-ESTERASE-RXN
MNXR107480	rxn01718	TYRAMINE-N-FERULOYLTRANSFERASE-RXN
MNXR107484	rxn01724	BILIRUBIN-OXIDASE-RXN
MNXR107485	rxn01725	CARNITINE-3-DEHYDROGENASE-RXN
MNXR107486	rxn01728	CARNITINE-DECARBOXYLASE-RXN
MNXR107488	rxn01734	RXN-8987
MNXR107491	rxn01743	2.3.1.133-RXN
MNXR107492	rxn01744	QUESTIN-MONOOXYGENASE-RXN
MNXR107494	rxn01745	MALEATE-HYDRATASE-RXN
MNXR107497	rxn01747	ALLANTOATE-DEIMINASE-RXN
MNXR107499	rxn01751	RXN-12246
MNXR107500	rxn01752	XYLONO-14-LACTONASE-RXN
MNXR107501	rxn01753	XYLONATE-DEHYDRATASE-RXN
MNXR107502	rxn01754	ERYTHRITOL-KINASE-RXN
MNXR107506	rxn01762	RXN-12149
MNXR107507	rxn01764	1.1.1.13-RXN
MNXR107508	rxn01765	RXN-7652
MNXR107509	rxn01767	NARINGENIN-3-DIOXYGENASE-RXN
MNXR107510	rxn01768	RXN-7686
MNXR107511	rxn01769	APIGNAR-RXN
MNXR107512	rxn01770	RXN-7481
MNXR107513	rxn01771	1.14.13.58-RXN
MNXR107514	rxn01772	1.2.1.58-RXN
MNXR107516	rxn01773	GLYCINE-N-BENZOYLTRANSFERASE-RXN
MNXR107517	rxn01774	ANTHRANILATE-N-BENZOYLTRANSFERASE-RXN
MNXR107520	rxn01779	D-ARGINASE-RXN
MNXR107523	rxn01780	ORNMUTST-RXN
MNXR107524	rxn01781	HEXADECANOL-DEHYDROGENASE-RXN
MNXR107525	rxn01782	2-HEXADECENAL-REDUCTASE-RXN
MNXR107525	rxn14226	2-HEXADECENAL-REDUCTASE-RXN
MNXR107527	rxn01784	SULFINOALANINE-DECARBOXYLASE-RXN
MNXR107528	rxn01785	CYSTEAMINE-DIOXYGENASE-RXN
MNXR107529	rxn01786	--LIMONENE-6-MONOOXYGENASE-RXN
MNXR107529	rxn01786	RXN-10746
MNXR107529	rxn04135	--LIMONENE-6-MONOOXYGENASE-RXN
MNXR107529	rxn04135	RXN-10746
MNXR107530	rxn01787	--LIMONENE-3-MONOOXYGENASE-RXN
MNXR107531	rxn01789	PANTOATE-4-DEHYDROGENASE-RXN
MNXR107532	rxn01792	PANTOTHENASE-RXN
MNXR107536	rxn01797	D-TRYPTOPHAN-N-ACETYLTRANSFERASE-RXN
MNXR107537	rxn01798	D-TRYPTOPHAN-N-MALONYLTRANSFERASE-RXN
MNXR107538	rxn01801	1.14.11.10-RXN
MNXR107540	rxn01803	GENTISATE-DECARBOXYLASE-RXN
MNXR107542	rxn01805	ITACONYL-COA-HYDRATASE-RXN
MNXR107549	rxn01813	TRIMETAPHOSPHATASE-RXN
MNXR107550	rxn01814	PINOSYLVIN-SYNTHASE-RXN
MNXR107551	rxn01815	CINNAMOYL-COA-REDUCTASE-RXN
MNXR107553	rxn01817	NN-DIMETHYLFORMAMIDASE-RXN
MNXR107555	rxn01818	TRIMETHYLAMINE-OXIDE-ALDOLASE-RXN
MNXR107556	rxn01819	DIMETHYLARGININASE-RXN
MNXR107563	rxn01828	L-ARABINONATE-DEHYDRATASE-RXN
MNXR107564	rxn01830	L-ARABINONOLACTONASE-RXN
MNXR107565	rxn01837	RXN66-241
MNXR107566	rxn01844	SPHINGOMYELIN-PHOSPHODIESTERASE-RXN
MNXR107567	rxn01845	SPHINGOMYELIN-PHOSPHODIESTERASE-D-RXN
MNXR107569	rxn01848	TARTRATE-EPIMERASE-RXN
MNXR107570	rxn01849	TRANS-EPOXYSUCCINATE-HYDROLASE-RXN
MNXR107571	rxn01850	+-NEOMENTHOL-DEHYDROGENASE-RXN
MNXR107573	rxn01853	N-BENZYLOXYCARBONYLGLYCINE-HYDROLASE-RXN
MNXR107574	rxn01854	3.5.1.64-RXN
MNXR107575	rxn01855	CYCLOPENTANOL-DEHYDROGENASE-RXN
MNXR107576	rxn01856	CYCLOPENTANONE-MONOOXYGENASE-RXN
MNXR107577	rxn01860	PRUNASIN-BETA-GLUCOSIDASE-RXN
MNXR107578	rxn01861	TMAOREDUCT-RXN
MNXR107582	rxn01865	SERINE-PHOSPHOETHANOLAMINE-SYNTHASE-RXN
MNXR107583	rxn01866	CYCLAMATE-SULFOHYDROLASE-RXN
MNXR107587	rxn01874	THIOETHER-S-METHYLTRANSFERASE-RXN
MNXR107589	rxn01876	DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN
MNXR107590	rxn01877	GUANIDOACETATE-KINASE-RXN
MNXR107591	rxn01878	GLUTAMINE-N-PHENYLACETYLTRANSFERASE-RXN
MNXR107592	rxn01880	1.1.1.141-RXN
MNXR107593	rxn01881	PROSTAGLANDIN-E2-9-REDUCTASE-RXN
MNXR107595	rxn06181	2.7.10.1-RXN
MNXR107596	rxn06182	PROTEIN-TYROSINE-PHOSPHATASE-RXN
MNXR107599	rxn01884	3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN
MNXR107601	rxn01886	3.1.4.38-RXN
MNXR107603	rxn01887	RXN-2602
MNXR107604	rxn01888	2.4.1.111-RXN
MNXR107605	rxn01889	CONIFERIN-BETA-GLUCOSIDASE-RXN
MNXR107607	rxn01890	N-ACYLNEURAMINATE-9-PHOSPHATASE-RXN
MNXR107608	rxn01891	3.1.4.40-RXN
MNXR107611	rxn06188	4.5.1.4-RXN
MNXR107613	rxn01900	CHOLESTENONE-5-BETA-REDUCTASE-RXN
MNXR107614	rxn01901	CHOLESTENONE-5-ALPHA-REDUCTASE-RXN
MNXR107616	rxn01904	STYRENE-OXIDE-ISOMERASE-RXN
MNXR107617	rxn06190	GALACTOACETYLTRAN-RXN
MNXR107620	rxn01906	3-SULFINOALANINE-AMINOTRANSFERASE-RXN
MNXR107622	rxn06193	PROTEIN-ARGININE-DEIMINASE-RXN
MNXR107632	rxn01907	2.8.2.26-RXN
MNXR107633	rxn01908	2.8.2.27-RXN
MNXR107634	rxn01909	RXN-3
MNXR107639	rxn01914	STEROID-DELTA-ISOMERASE-RXN
MNXR107640	rxn06205	URATE-RIBONUCLEOTIDE-PHOSPHORYLASE-RXN
MNXR107643	rxn06207	N-ACYLMANNOSAMINE-1-DEHYDROGENASE-RXN
MNXR107644	rxn06208	N-ACYLGLUCOSAMINE-2-EPIMERASE-RXN
MNXR107652	rxn01928	3-HYDROXYANTHRANILATE-OXIDASE-RXN
MNXR107653	rxn01929	2.1.1.97-RXN
MNXR107657	rxn01933	HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN
MNXR107658	rxn01934	4-HYDROXYMANDELATE-OXIDASE-RXN
MNXR107660	rxn01935	HYDROXYMANDELONITRILE-LYASE-RXN
MNXR107662	rxn01939	1.1.1.191-RXN
MNXR107662	rxn01939	RXN-10717
MNXR107663	rxn11964	INDOLE-3-ACETALDEHYDE-OXIDASE-RXN
MNXR107664	rxn06215	FATTY-ACYL-ETHYL-ESTER-SYNTHASE-RXN
MNXR107666	rxn01942	1.1.1.188-RXN
MNXR107667	rxn06216	ENOYL-COA-HYDRAT-RXN
MNXR107668	rxn06217	3.1.1.--RXN
MNXR107670	rxn06219	RXN-16648
MNXR107671	rxn06220	2.4.1.46-RXN
MNXR107673	rxn06222	2.3.1.73-RXN
MNXR107676	rxn01948	RXN3DJ-170
MNXR107683	rxn01956	4-METHYLENEGLUTAMATE--AMMONIA-LIGASE-RXN
MNXR107684	rxn01957	4-METHYLENEGLUTAMINASE-RXN
MNXR107686	rxn01959	D-ARABINONOLACTONASE-RXN
MNXR107687	rxn11561	1.1.3.37-RXN
MNXR107692	rxn11562	RXN-7875
MNXR107693	rxn11563	1.14.15.6-RXN
MNXR107696	rxn01966	ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN
MNXR107698	rxn01969	3.1.3.54-RXN
MNXR107700	rxn01979	HOMOGLUTATHIONE-SYNTHASE-RXN
MNXR107701	rxn01980	1.6.4.9-RXN
MNXR107702	rxn01982	RXN-16225
MNXR107704	rxn01983	LYSOPHOSPHOLIPASE-RXN
MNXR107705	rxn01988	DEOXYNUCLEOTIDE-3-PHOSPHATASE-RXN
MNXR107705	rxn14283	DEOXYNUCLEOTIDE-3-PHOSPHATASE-RXN
MNXR107706	rxn01991	DIAMINOPIMELATE-DEHYDROGENASE-RXN
MNXR107711	rxn01994	RXN-15423
MNXR107712	rxn06236	1.1.1.212-RXN
MNXR107713	rxn06237	3-OXOACYL-ACP-REDUCT-RXN
MNXR107714	rxn06238	2.3.1.41-RXN
MNXR107718	rxn01999	2.6.1.33-RXN
MNXR107719	rxn02002	1.1.1.134-RXN
MNXR107721	rxn02006	2.6.1.50-RXN
MNXR107722	rxn02011	UDP-NACMURALGLDAPLIG-RXN
MNXR107725	rxn06244	2.4.1.151-RXN
MNXR107726	rxn02012	7-ALPHA-HYDROXYSTEROID-DEH-RXN
MNXR107727	rxn02013	1.1.1.176-RXN
MNXR107728	rxn02014	CHOLATE--COA-LIGASE-RXN
MNXR107729	rxn02015	RXN-17385
MNXR107732	rxn02018	1.1.1.196-RXN
MNXR107738	rxn02021	MERCURY-II-REDUCTASE-RXN
MNXR107739	rxn06248	AMINE-N-METHYLTRANSFERASE-RXN
MNXR107741	rxn02022	IODIDE-PEROXIDASE-RXN
MNXR107743	rxn02023	OLEATE-HYDRATASE-RXN
MNXR107744	rxn06251	3.1.2.14-RXN
MNXR107747	rxn02026	3.1.4.13-RXN
MNXR107759	rxn02031	ORCINOL-2-MONOOXYGENASE-RXN
MNXR107760	rxn02032	ORSELLINATE-DECARBOXYLASE-RXN
MNXR107761	rxn02033	TROPINE-DEHYDROGENASE-RXN
MNXR107761	rxn02033	TROPINONE-REDUCTASE-RXN
MNXR107761	rxn04565	TROPINE-DEHYDROGENASE-RXN
MNXR107761	rxn04565	TROPINONE-REDUCTASE-RXN
MNXR107764	rxn02035	RXN-12085
MNXR107765	rxn02036	CORTISOL-O-ACETYLTRANSFERASE-RXN
MNXR107767	rxn02037	CORTISOL-SULFOTRANSFERASE-RXN
MNXR107771	rxn02041	L-3-CYANOALANINE-SYNTHASE-RXN
MNXR107771	rxn02516	L-3-CYANOALANINE-SYNTHASE-RXN
MNXR107773	rxn02042	HEXOKINASE-RXN
MNXR107777	rxn02045	D-LYSINE-56-AMINOMUTASE-RXN
MNXR107779	rxn02050	RXN-11761
MNXR107780	rxn02051	MACROCIN-O-METHYLTRANSFERASE-RXN
MNXR107781	rxn02052	DEMETHYLMACROCIN-O-METHYLTRANSFERASE-RXN
MNXR107784	rxn02054	PYRIDINE-N-METHYLTRANSFERASE-RXN
MNXR107785	rxn02055	THIAMIN-PYRIDINYLASE-RXN
MNXR107787	rxn02058	SORBITOL-6-PHOSPHATASE-RXN
MNXR107791	rxn02064	RXN-12337
MNXR107793	rxn02065	1.1.3.38-RXN
MNXR107794	rxn02066	OCTANOL-DEHYDROGENASE-RXN
MNXR107796	rxn02067	TETRAHYDROBERBERINE-OXIDASE-RXN
MNXR107797	rxn02068	2.1.1.69-RXN
MNXR107799	rxn06270	CALDESMON-PHOSPHATASE-RXN
MNXR107805	rxn02069	CORTISONE-ALPHA-REDUCTASE-RXN
MNXR107806	rxn02070	CORTISONE-BETA-REDUCTASE-RXN
MNXR107810	rxn02074	RXN-5381
MNXR107813	rxn02077	PHLORETIN-HYDROLASE-RXN
MNXR107815	rxn06274	2.7.11.14-RXN
MNXR107817	rxn02079	1.1.1.252-RXN
MNXR107821	rxn02084	RXN3DJ-35528
MNXR107825	rxn02087	RXN-10908
MNXR107826	rxn02088	RXN-10909
MNXR107827	rxn02089	2.7.7.40-RXN
MNXR107828	rxn02090	CREATININE-DEAMINASE-RXN
MNXR107831	rxn02095	GALACTITOL-2-DEHYDROGENASE-RXN
MNXR107832	rxn02096	RXN-12905
MNXR107833	rxn02097	THEANINE-HYDROLASE-RXN
MNXR107834	rxn02098	RXN-3645
MNXR107835	rxn02099	RXN-3581
MNXR107838	rxn02105	PENTANAMIDASE-RXN
MNXR107839	rxn02106	RXN-14224
MNXR107840	rxn02107	1.2.1.65-RXN
MNXR107841	rxn02108	ACETYLSALICYLATE-DEACETYLASE-RXN
