MNX_ID	seed	other
MNXR96810	rxn09821	TRANS-RXN0-545
MNXR96810	rxn09860	TRANS-RXN0-545
MNXR96810	rxn09876	TRANS-RXN0-545
MNXR96811	rxn06134	1.14.19.1-RXN
MNXR96811	rxn14024	1.14.19.1-RXN
MNXR96821	rxn08241	TRANS-RXN-141A
MNXR96821	rxn08242	TRANS-RXN-141A
MNXR96821	rxn10474	TRANS-RXN-141A
MNXR96824	rxn10475	R227-RXN
MNXR96832	rxn04046	RXN-8760
MNXR96833	rxn04047	RXN-8761
MNXR96847	rxn10479	R234-RXN
MNXR96863	rxn10480	TRANS-RXN0-556
MNXR96880	rxn02303	RXN0-1461
MNXR96881	rxn04704	HEMN-RXN
MNXR96908	rxn08263	TRANS-RXN-100
MNXR96908	rxn10149	TRANS-RXN-100
MNXR96920	rxn00256	CITSYN-RXN
MNXR96920	rxn00256	RXN-14905
MNXR96926	rxn01726	CARNITINE-O-ACETYLTRANSFERASE-RXN
MNXR96927	rxn00717	CYTDEAM-RXN
MNXR96929	rxn05527	TRANS-RXN-116
MNXR96929	rxn05527	TRANS-RXN-199
MNXR96929	rxn08266	TRANS-RXN-116
MNXR96929	rxn08266	TRANS-RXN-199
MNXR96943	rxn01735	CYSTHIOCYS-RXN
MNXR96944	rxn00410	RXN-14325
MNXR96945	rxn00412	CTPSYN-RXN
MNXR96945	rxn11276	CTPSYN-RXN
MNXR96950	rxn05528	3.6.3.4-RXN
MNXR96950	rxn05528	TRANS-RXN-178
MNXR96950	rxn08271	3.6.3.4-RXN
MNXR96950	rxn08271	TRANS-RXN-178
MNXR96951	rxn05212	RXN0-14
MNXR96951	rxn08273	RXN0-14
MNXR96951	rxn08274	RXN0-14
MNXR96956	rxn01416	THIOSULFATE-SULFURTRANSFERASE-RXN
MNXR96958	rxn07312	RXN-4021
MNXR96959	rxn02677	CYCLOEUCALENOL-CYCLOISOMERASE-RXN
MNXR96961	rxn08277	RXN-12893
MNXR96963	rxn08279	TRANS-RXN-14
MNXR96990	rxn00647	CYSTEINE-AMINOTRANSFERASE-RXN
MNXR96992	rxn01365	DCYSDESULF-RXN
MNXR96993	rxn00645	CYSTEINE-DIOXYGENASE-RXN
MNXR96994	rxn00566	LCYSDESULF-RXN
MNXR96996	rxn08282	TRANS-RXN-289
MNXR96999	rxn00826	1.8.4.4-RXN
MNXR97003	rxn10415	TRANS-RXN0-593
MNXR97003	rxn11080	TRANS-RXN0-593
MNXR97007	rxn00649	ACSERLY-RXN
MNXR97025	rxn05237	TRANS-RXN-265
MNXR97025	rxn08281	TRANS-RXN-265
MNXR97026	rxn08280	RXN0-3
MNXR97027	rxn09690	TRANS-RXN-287
MNXR97027	rxn11324	TRANS-RXN-287
MNXR97029	rxn08284	RXN0-1924
MNXR97029	rxn08286	RXN0-1924
MNXR97029	rxn10998	RXN0-1924
MNXR97039	rxn01368	CYTIDEAM2-RXN
MNXR97040	rxn01541	RXN0-361
MNXR97041	rxn00365	CYTIKIN-RXN
MNXR97042	rxn00369	CYTIDINEKIN-RXN
MNXR97044	rxn05198	TRANS-RXN-108B
MNXR97044	rxn08289	TRANS-RXN-108B
MNXR97047	rxn00364	RXN-11832
MNXR97053	rxn01219	RXN-7913
MNXR97074	rxn04786	R101-RXN
MNXR97076	rxn01858	ADDALT-RXN
MNXR97079	rxn01508	DEOXYADENOSINE-KINASE-RXN
MNXR97080	rxn05317	TRANS-RXN-108C
MNXR97080	rxn08292	TRANS-RXN-108C
MNXR97134	rxn04092	RXN-8672
MNXR97135	rxn05494	TRANS-RXN-62A
MNXR97135	rxn08301	TRANS-RXN-62A
MNXR97138	rxn00144	4.3.1.15-RXN
MNXR97140	rxn01972	N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN
MNXR97141	rxn00313	DIAMINOPIMDECARB-RXN
MNXR97142	rxn10484	RXN-14246
MNXR97143	rxn01974	DIAMINOPIMEPIM-RXN
MNXR97144	rxn07441	RXN-7737
MNXR97145	rxn00840	RXN-14192
MNXR97146	rxn08304	TRANS-RXN-291
MNXR97146	rxn10145	TRANS-RXN-291
MNXR97153	rxn00263	D-ASPARTATE-OXIDASE-RXN
MNXR97173	rxn09013	RXN0-384
MNXR97180	rxn02277	DETHIOBIOTIN-SYN-RXN
MNXR97185	rxn01217	DCMP-DEAMINASE-RXN
MNXR97201	rxn01672	DCTP-DEAM-RXN
MNXR97202	rxn00407	RXN-14118
MNXR97203	rxn01222	DCTP-PYROPHOSPHATASE-RXN
MNXR97207	rxn01800	CYTIDEAM-RXN
MNXR97209	rxn05205	TRANS-RXN-108D
MNXR97209	rxn08316	TRANS-RXN-108D
MNXR97213	rxn02429	DEHYDDEOXGALACTKIN-RXN
MNXR97214	rxn05681	TRANS-RXN-113
MNXR97214	rxn08319	TRANS-RXN-113
MNXR97216	rxn01123	DEOXYGLUCONOKIN-RXN
MNXR97218	rxn01332	DAHPSYN-RXN
MNXR97219	rxn00328	4OH2OXOGLUTARALDOL-RXN
MNXR97220	rxn00783	DEHYDDEOXPHOSGALACT-ALDOL-RXN
MNXR97263	rxn02842	KDUD-RXN
MNXR97317	rxn00817	ALPHAGALACTOSID-RXN
MNXR97320	rxn01509	GMKALT-RXN
MNXR97323	rxn01444	DEOXYGUANOSINE-KINASE-RXN
MNXR97352	rxn01393	DEHYDRO-L-GULONATE-DECARBOXYLASE-RXN
MNXR97361	rxn00744	GLYCERONE-KINASE-RXN
MNXR97364	rxn00745	2.7.1.121-RXN
MNXR97367	rxn05532	TRANS-RXN0-559
MNXR97367	rxn08325	TRANS-RXN0-559
MNXR97367	rxn08326	TRANS-RXN0-559
MNXR97368	rxn01094	DHBDEHYD-RXN
MNXR97369	rxn01093	DHBAMPLIG-RXN
MNXR97403	rxn01603	DIHYDROFOLATESYNTH-RXN
MNXR97415	rxn02504	H2NEOPTERINALDOL-RXN
MNXR97415	rxn02504	RXN-10857
MNXR97424	rxn01361	OROTATE-REDUCTASE-NADH-RXN
MNXR97425	rxn13251	RXN-9929
MNXR97428	rxn01465	DIHYDROOROT-RXN
MNXR97432	rxn01626	DIHYDROPYRIMIDINASE-RXN
MNXR97435	rxn02475	RIBOFLAVINSYNDEAM-RXN
MNXR97439	rxn02201	H2PTEROATESYNTH-RXN
MNXR97445	rxn08341	H2NTPEPIM-RXN
MNXR97447	rxn02212	3-DEHYDROQUINATE-SYNTHASE-RXN
MNXR97449	rxn02213	3-DEHYDROQUINATE-DEHYDRATASE-RXN
MNXR97453	rxn01188	DHSHIKIMATE-DEHYDRO-RXN
MNXR97455	rxn09880	RXN-9939
MNXR97456	rxn09767	TRANS-RXN-106B
MNXR97465	rxn08343	TRANS-RXN-108E
MNXR97465	rxn09687	TRANS-RXN-108E
MNXR97483	rxn05548	TRANS-RXN0-508
MNXR97485	rxn03931	R503-RXN
MNXR97491	rxn08347	YIAE1-RXN
MNXR97512	rxn01213	GPPSYN-RXN
MNXR97527	rxn08353	DHHB-METHYLTRANSFER-RXN
MNXR97533	rxn08358	TRANS-RXN0-273
MNXR97535	rxn06799	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
MNXR97678	rxn00190	NAD-SYNTH-GLN-RXN
MNXR97679	rxn03168	DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN
MNXR97680	rxn03173	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN
MNXR97688	rxn01911	RXN0-703
MNXR97750	rxn01839	DOPAMINE-BETA-MONOOXYGENASE-RXN
MNXR97752	rxn02994	RXN6666-7
MNXR97762	rxn00100	DEPHOSPHOCOAKIN-RXN
MNXR97776	rxn00829	DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN
MNXR97778	rxn10785	RXN-9106
MNXR97779	rxn01790	2-DEHYDROPANTOATE-REDUCT-RXN
MNXR97787	rxn00784	DEOXYRIBOSE-P-ALD-RXN
MNXR97796	rxn10600	RXN-8759
MNXR97798	rxn05649	RXN0-5130
MNXR97798	rxn08372	RXN0-5130
MNXR97799	rxn08373	TRANS-RXN0-495
MNXR97799	rxn10965	TRANS-RXN0-495
MNXR97804	rxn01513	DTMPKI-RXN
MNXR97807	rxn01511	RXN-14213
MNXR97809	rxn09014	RXN0-5107
MNXR97814	rxn00720	1.3.1.2-RXN
MNXR97815	rxn01028	RXN-11209
MNXR97816	rxn00719	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
MNXR97817	rxn01518	DURIDKI-RXN
MNXR97818	rxn01799	URA-PHOSPH-RXN
MNXR97820	rxn08376	TRANS-RXN-108F
MNXR97820	rxn09685	TRANS-RXN-108F
MNXR97822	rxn01519	DUTP-PYROP-RXN
MNXR97830	rxn03958	DXPREDISOM-RXN
MNXR97831	rxn03909	DXS-RXN
MNXR97832	rxn08380	RXN0-382
MNXR97838	rxn08350	TRANS-RXN0-515
MNXR97838	rxn09772	TRANS-RXN0-515
MNXR97838	rxn10171	TRANS-RXN0-515
MNXR97842	rxn01331	ERYTH4PDEHYDROG-RXN
MNXR97878	rxn08411	TRANS-RXN0-279
MNXR97883	rxn02167	RXN-11667
MNXR97885	rxn02949	METHYLACYLYLCOA-HYDROXY-RXN
MNXR97886	rxn03250	RXN-12567
MNXR97889	rxn03245	RXN-13616
MNXR97891	rxn03241	RXN-14273
MNXR97892	rxn03240	RXN-14272
MNXR97894	rxn02934	TIGLYLCOA-HYDROXY-RXN
MNXR97895	rxn07575	RXN-9546
MNXR97897	rxn03884	KDPGALDOL-RXN
MNXR97898	rxn01477	PGLUCONDEHYDRAT-RXN
MNXR97932	rxn00459	2PGADEHYDRAT-RXN
MNXR97934	rxn08421	RXN0-1661
MNXR97968	rxn00539	ETHAMLY-RXN
MNXR97969	rxn01071	ETHANOLAMINE-KINASE-RXN
MNXR97974	rxn08424	TRANS-RXN0-476
MNXR97974	rxn10841	TRANS-RXN0-476
MNXR97976	rxn04683	RXN-7948
MNXR97980	rxn08428	TRANS-RXN0-546
MNXR97980	rxn09683	TRANS-RXN0-546
MNXR97980	rxn09764	TRANS-RXN0-546
MNXR98640	rxn08685	TRANS-RXN-284
MNXR98640	rxn08685	TRANS-RXN0-572
MNXR98640	rxn13308	TRANS-RXN-284
MNXR98640	rxn13308	TRANS-RXN0-572
MNXR98641	rxn05319	TRANS-RXN-145
MNXR98641	rxn05319	TRANS-RXN0-547
MNXR98641	rxn08686	TRANS-RXN-145
MNXR98641	rxn08686	TRANS-RXN0-547
MNXR98641	rxn08687	TRANS-RXN-145
MNXR98641	rxn08687	TRANS-RXN0-547
MNXR98641	rxn09643	TRANS-RXN-145
MNXR98641	rxn09643	TRANS-RXN0-547
MNXR98641	rxn09745	TRANS-RXN-145
MNXR98641	rxn09745	TRANS-RXN0-547
MNXR98641	rxn09812	TRANS-RXN-145
MNXR98641	rxn09812	TRANS-RXN0-547
MNXR98641	rxn09838	TRANS-RXN-145
MNXR98641	rxn09838	TRANS-RXN0-547
MNXR98641	rxn09874	TRANS-RXN-145
MNXR98641	rxn09874	TRANS-RXN0-547
MNXR99061	rxn01431	2.7.7.30-RXN
MNXR99126	rxn09036	TRANS-RXN0-272
MNXR99126	rxn09840	TRANS-RXN0-272
MNXR99131	rxn00943	PALMITOYL-COA-HYDROLASE-RXN
MNXR99133	rxn08444	RXN-9624
MNXR99136	rxn11712	LINOLEOYL-RXN
MNXR99153	rxn00947	RXN-9623
MNXR99164	rxn09449	RXN-16380
MNXR99205	rxn09444	R223-RXN
MNXR99209	rxn00121	FAD-PYROPHOSPHATASE-RXN
MNXR99215	rxn08458	RXN-8506
MNXR99237	rxn04792	RXN0-276
MNXR99237	rxn08460	RXN0-276
MNXR99239	rxn04791	RXN-2961
MNXR99239	rxn08463	RXN-2961
MNXR99461	rxn01334	SEDOBISALDOL-RXN
MNXR99469	rxn02319	FUCULOKIN-RXN
MNXR99470	rxn01620	FUCPALDOL-RXN
MNXR99473	rxn00372	FORMYL-COA-HYDROLASE-RXN
MNXR99475	rxn00371	1.2.1.2-RXN
MNXR99485	rxn08467	RXN-13418
MNXR99487	rxn08468	RXN-18086
MNXR99501	rxn08473	RXN0-2421
MNXR99505	rxn08475	TRANS-RXN-8
MNXR99505	rxn08476	TRANS-RXN-8
MNXR99505	rxn10963	TRANS-RXN-8
MNXR99505	rxn13286	TRANS-RXN-8
MNXR99506	rxn08474	RXN0-6
MNXR99525	rxn05195	3.6.3.30-RXN
MNXR99525	rxn08477	3.6.3.30-RXN
MNXR99535	rxn05188	TRANS-RXN-298
MNXR99535	rxn08493	TRANS-RXN-298
MNXR99561	rxn00056	RXN0-1483
MNXR99582	rxn01571	6.2.1.34-RXN
MNXR99593	rxn01639	FORMIMINOGLUTAMASE-RXN
MNXR99594	rxn08518	FHLMULTI-RXN
MNXR99596	rxn01437	ARYLFORMAMIDASE-RXN
MNXR99597	rxn03975	RXN-12444
MNXR99597	rxn13930	RXN-12444
MNXR99597	rxn13939	RXN-12444
MNXR99601	rxn03976	NADPH-DEHYDROGENASE-FLAVIN-RXN
MNXR99603	rxn00455	FORMYLMETHIONINE-DEFORMYLASE-RXN
MNXR99607	rxn03974	RXN-9510
MNXR99609	rxn14159	RXN-17897
MNXR99615	rxn00374	FORMAMIDASE-RXN
MNXR99616	rxn05044	RXN0-1382
MNXR99617	rxn01640	FORMIMINOGLUTAMATE-DEIMINASE-RXN
MNXR99620	rxn08525	TRANS-RXN-1
MNXR99620	rxn08526	TRANS-RXN-1
MNXR99620	rxn09682	TRANS-RXN-1
MNXR99620	rxn09754	TRANS-RXN-1
MNXR99634	rxn01466	FPPSYN-RXN
MNXR99650	rxn01486	FARNESYLTRANSTRANSFERASE-RXN
MNXR99654	rxn08531	RXN0-4841
MNXR99657	rxn08534	TRANS-RXN0-417
MNXR99658	rxn08538	TRANS-RXN-81
MNXR99705	rxn00799	FUMHYDR-RXN
MNXR99707	rxn00801	RXN-10445
MNXR99711	rxn08542	TRANS-RXN-121B
MNXR99711	rxn10152	TRANS-RXN-121B
MNXR99712	rxn08543	TRANS-RXN-299
MNXR99712	rxn10158	TRANS-RXN-299
MNXR99715	rxn08544	TRANS-RXN0-553
MNXR99715	rxn11013	TRANS-RXN0-553
MNXR99765	rxn14263	RXN-9780
MNXR99842	rxn00702	2.7.7.33-RXN
MNXR99844	rxn00221	GLUCOSE-1-PHOSPHAT-RXN
MNXR99844	rxn00221	RXN-17330
MNXR99846	rxn01675	DTDPGLUCOSEPP-RXN
MNXR99850	rxn01629	GSAAMINOTRANS-RXN
MNXR99852	rxn00766	GLYCEROL-2-PHOSPHATASE-RXN
MNXR99872	rxn00621	2.7.7.39-RXN
MNXR99876	rxn00611	1.1.1.8-RXN
MNXR99889	rxn01682	RXN0-2381
MNXR99890	rxn00614	GLYCEROL-3-PHOSPHATE-OXIDASE-RXN
MNXR99894	rxn00610	RXN-14965
MNXR99896	rxn02373	GLUTSEMIALDEHYDROG-RXN
MNXR99897	rxn02374	SPONTPRO-RXN
MNXR99897	rxn11220	SPONTPRO-RXN
MNXR99906	rxn10902	RXN-16652
MNXR99907	rxn00604	GLU6PDEHYDROG-RXN
MNXR99912	rxn00220	RXN66-526
MNXR99920	rxn12706	GALLATE-DIOXYGENASE-RXN
MNXR99922	rxn08571	RXN-14938
MNXR99927	rxn06854	RXN-18303
MNXR99931	rxn11877	RXN-13548
MNXR99955	rxn03887	GALACTARDEHYDRA-RXN
MNXR99956	rxn08575	RXN0-5229
MNXR99957	rxn02173	GALACTONDEHYDRAT-RXN
MNXR99958	rxn08576	TRANS-RXN0-227
MNXR99960	rxn08578	TRANS-RXN-16
MNXR99960	rxn10160	TRANS-RXN-16
MNXR99963	rxn08581	TRANS-RXN0-203
MNXR99963	rxn12441	TRANS-RXN0-203
MNXR99985	rxn00808	GALACTOKIN-RXN
MNXR99987	rxn08582	ALDOSE1EPIM-RXN
MNXR100002	rxn00814	R01098
MNXR100003	rxn11552	R01095
MNXR100010	rxn02596	R03634
MNXR100010	rxn02596	R06152
MNXR100014	rxn00355	R00502
MNXR100022	rxn00213	R00289
MNXR100024	rxn00187	R00253
MNXR100030	rxn00189	R00256
MNXR100040	rxn00781	R01061
MNXR100041	rxn00782	R01063
MNXR100042	rxn04783	R06974
MNXR100051	rxn01089	R01498
MNXR100060	rxn00979	R01333
MNXR100063	rxn11574	R03824
MNXR100066	rxn01241	R01698
MNXR100067	rxn06377	R03425
MNXR100068	rxn06600	R04125
MNXR100069	rxn06493	R03815
MNXR100074	rxn00646	R00894
MNXR100078	rxn00920	R01234
MNXR100083	rxn02273	R03177
MNXR100085	rxn00182	R00243
MNXR100086	rxn00184	R00248
MNXR100092	rxn00639	R00881
MNXR100097	rxn00070	R00094
MNXR100098	rxn00086	R00115
MNXR100099	rxn02449	R03409
MNXR100100	rxn10525	R09399
MNXR100101	rxn10526	R09400
MNXR100108	rxn03962	R05692
MNXR100111	rxn01487	R02063
MNXR100113	rxn05127	R07418
MNXR100114	rxn05128	R07419
MNXR100115	rxn00819	R01104
MNXR100136	rxn00350	R00494
MNXR100137	rxn05287	R07475
MNXR100140	rxn01201	R01644
MNXR100142	rxn00692	R00945
MNXR100144	rxn00239	R00332
MNXR100146	rxn04042	R05804
MNXR100212	rxn01730	R02402
MNXR100219	rxn01990	R02754
MNXR100220	rxn01989	R02752
MNXR100243	rxn00695	R00948
MNXR100245	rxn12822	R00021
MNXR100250	rxn02100	R02933
MNXR100253	rxn03407	R05030
MNXR100256	rxn06520	R03905
MNXR100256	rxn10534	R03905
MNXR100257	rxn06437	R03652
MNXR100268	rxn06549	R03992
MNXR100275	rxn03856	R05571
MNXR100277	rxn00179	R00239
MNXR100281	rxn01641	R02287
MNXR100282	rxn02283	R03189
MNXR100287	rxn00790	R01072
MNXR100288	rxn00193	R00260
MNXR100289	rxn00069	R00093
MNXR100291	rxn00085	R00114
MNXR100293	rxn01802	R02487
MNXR100294	rxn06591	R04109
MNXR100295	rxn06937	R05578
MNXR100296	rxn06436	R03651
MNXR100303	rxn00010	R00013
MNXR100305	rxn00325	R00466
MNXR100310	rxn01286	R01752
MNXR100313	rxn00274	R00371
MNXR100324	rxn00768	R01047
MNXR100325	rxn01011	R01388
MNXR100326	rxn00762	R01034
MNXR100327	rxn00764	R01039
MNXR100328	rxn01102	R01514
MNXR100329	rxn08647	R08572
MNXR100330	rxn00908	R01221
MNXR100331	rxn00512	R00717
MNXR100332	rxn00324	R00465
MNXR100336	rxn01013	R01392
MNXR100338	rxn00333	R00475
MNXR100348	rxn00615	R00847
MNXR100352	rxn00269	R00366
MNXR100353	rxn01274	R01736
MNXR100354	rxn08659	R09796
MNXR100355	rxn01834	R02530
MNXR100364	rxn00275	R00372
MNXR100365	rxn06438	R03654
MNXR100377	rxn00642	R00888
MNXR100378	rxn03916	R05644
MNXR100378	rxn13940	R05644
MNXR100381	rxn00913	R01227
MNXR100382	rxn00837	R01134
MNXR100383	rxn00916	R01230
MNXR100384	rxn00917	R01231
MNXR100389	rxn01115	R01528
MNXR100390	rxn01275	R01737
MNXR100391	rxn00270	R00367
MNXR100392	rxn01226	R01677
MNXR100409	rxn00915	R01229
MNXR100410	rxn00758	R01030
MNXR100411	rxn01073	R01470
MNXR100414	rxn00889	R01193
MNXR100429	rxn02451	R03418
MNXR100429	rxn02451	R06042
MNXR100432	rxn00914	R01228
MNXR100437	rxn01404	R01918
MNXR100438	rxn01403	R01917
MNXR100441	rxn03983	R05717
MNXR100442	rxn00821	R01108
MNXR100445	rxn06527	R03915
MNXR100446	rxn00205	R00274
MNXR100450	rxn00351	R00497
MNXR100453	rxn00299	R00424
MNXR100453	rxn11232	R00424
MNXR100455	rxn00300	R00425
MNXR100457	rxn00303	R00429
MNXR100460	rxn00304	R00430
MNXR100463	rxn00307	R00434
MNXR100464	rxn01225	R01676
MNXR100467	rxn01462	R01990
MNXR100468	rxn01080	R01482
MNXR100469	rxn01457	R01983
MNXR100471	rxn01913	R02640
MNXR100472	rxn01079	R01481
MNXR100481	rxn07200	R07181
MNXR100482	rxn00102	R00132
MNXR100482	rxn00102	R10092
MNXR100492	rxn04958	R07172
MNXR100505	rxn10543	R09594
MNXR100541	rxn01451	R01975
MNXR100543	rxn03249	R04748
MNXR100544	rxn03246	R04745
MNXR100545	rxn03244	R04743
MNXR100546	rxn03242	R04741
MNXR100547	rxn06777	R04739
MNXR100548	rxn03239	R04737
MNXR100550	rxn02933	R04203
MNXR100551	rxn06037	R01778
MNXR100552	rxn03034	R04371
MNXR100555	rxn04750	R06941
MNXR100556	rxn00109	R00143
MNXR100565	rxn01452	R01976
MNXR100566	rxn03893	R05615
MNXR100569	rxn03894	R05616
MNXR100577	rxn00452	R00650
MNXR100578	rxn08703	R11063
MNXR100581	rxn00866	R01167
MNXR100587	rxn00859	R01158
MNXR100591	rxn05121	R07412
MNXR100591	rxn12825	R07412
MNXR100611	rxn03075	R04448
MNXR100612	rxn00216	R00299
MNXR100613	rxn01439	R01961
MNXR100621	rxn03891	R05612
MNXR100626	rxn02519	R03534
MNXR100628	rxn01825	R02519
MNXR100629	rxn07331	R07500
MNXR100634	rxn01480	R02047
MNXR100637	rxn03324	R04862
MNXR100639	rxn00867	R01168
MNXR100642	rxn02160	R03013
MNXR100643	rxn06439	R03655
MNXR100652	rxn04453	R06601
MNXR100654	rxn01895	R02603
MNXR100655	rxn04604	R06789
MNXR100656	rxn01930	R02668
MNXR100658	rxn00060	R00084
MNXR100664	rxn02484	R03471
MNXR100669	rxn01993	R02762
MNXR100671	rxn01896	R02604
MNXR100672	rxn03608	R05296
MNXR100672	rxn03608	R05865
MNXR100672	rxn04096	R05296
MNXR100672	rxn04096	R05865
MNXR100674	rxn03863	R05581
MNXR100675	rxn02422	R03378
MNXR100679	rxn00540	R00750
MNXR100680	rxn03610	R05298
MNXR100682	rxn01280	R01745
MNXR100685	rxn03368	R04919
MNXR100691	rxn02181	R03045
MNXR100692	rxn01015	R01394
MNXR100694	rxn02503	R03503
MNXR100695	rxn03038	R04376
MNXR100698	rxn02356	R03291
MNXR100699	rxn02358	R03293
MNXR100700	rxn01014	R01393
MNXR100715	rxn01693	R02353
MNXR100722	rxn01692	R02352
MNXR100734	rxn01302	R01775
MNXR100735	rxn01301	R01773
MNXR100736	rxn01303	R01776
MNXR100737	rxn01300	R01771
MNXR100740	rxn00015	R00018
MNXR100741	rxn01304	R01777
MNXR100747	rxn01297	R01768
MNXR100752	rxn00836	R01132
MNXR100757	rxn05759	R00019
MNXR100762	rxn00201	R00270
MNXR100763	rxn01808	R02494
MNXR100773	rxn00888	R01192
MNXR100773	rxn00888	R06214
MNXR100777	rxn00877	R01181
MNXR100781	rxn00198	R00267
MNXR100782	rxn00505	R00709
MNXR100783	rxn00832	R01127
MNXR100784	rxn01258	R01717
MNXR100785	rxn02177	R03037
MNXR100789	rxn00336	R00479
MNXR100796	rxn00830	R01123
MNXR100801	rxn03953	R05683
MNXR100802	rxn03954	R05684
MNXR100807	rxn00706	R00961
MNXR100808	rxn00001	R00004
MNXR100808	rxn11226	R00004
MNXR100811	rxn03135	R04558
MNXR100813	rxn02473	R03457
MNXR100814	rxn02507	R03508
MNXR100818	rxn01574	R02197
MNXR100820	rxn06440	R03656
MNXR100826	rxn02789	R03968
MNXR100827	rxn02811	R04001
MNXR100830	rxn00834	R01130
MNXR100837	rxn01450	R01974
MNXR100839	rxn00880	R01184
MNXR100842	rxn00879	R01183
MNXR100844	rxn01299	R01770
MNXR100845	rxn00835	R01131
MNXR100878	rxn03062	R04426
MNXR100879	rxn00902	R01213
MNXR100882	rxn00582	R00810
MNXR100882	rxn00582	R06217
MNXR100883	rxn01732	R02405
MNXR100884	rxn01731	R02404
MNXR100885	rxn00707	R00962
MNXR100892	rxn00513	R00719
MNXR100896	rxn01642	R02288
MNXR100912	rxn05347	R04355
MNXR100913	rxn08766	R10707
MNXR100928	rxn05831	R00391
MNXR100934	rxn02331	R03254
MNXR100935	rxn04928	R07125
MNXR100936	rxn00627	R00866
MNXR100937	rxn01390	R01902
MNXR100946	rxn00728	R00987
MNXR100947	rxn01438	R01960
MNXR101000	rxn00816	R01100
MNXR101000	rxn00816	R06114
MNXR101000	rxn11244	R01100
MNXR101000	rxn11244	R06114
MNXR101008	rxn01831	R02527
MNXR101009	rxn02211	R03082
MNXR101010	rxn01618	R02260
MNXR101010	rxn04937	R02260
MNXR101018	rxn01053	R01446
MNXR101019	rxn01273	R01735
MNXR101022	rxn02123	R02963
MNXR101028	rxn04771	R06962
MNXR101029	rxn04772	R06963
MNXR101030	rxn07631	R07840
MNXR101031	rxn03646	R05341
MNXR101032	rxn01231	R01682
MNXR101037	rxn00500	R00704
MNXR101040	rxn00499	R00703
MNXR101053	rxn06441	R03657
MNXR101066	rxn11828	R08300
MNXR101068	rxn11822	R08294
MNXR101081	rxn07584	R07770
MNXR101096	rxn00804	R01088
MNXR101097	rxn02590	R03626
MNXR101117	rxn02290	R03199
MNXR101118	rxn00229	R00319
MNXR101119	rxn03159	R04606
MNXR101134	rxn10566	R09398
MNXR101200	rxn10567	R09397
MNXR101242	rxn04137	R06126
MNXR101248	rxn02194	R03059
MNXR101250	rxn00484	R00685
MNXR101251	rxn10609	R06531
MNXR101252	rxn04144	R06194
MNXR101254	rxn00321	R00461
MNXR101256	rxn00322	R00462
MNXR101258	rxn00312	R00449
MNXR101262	rxn00310	R00447
MNXR101263	rxn00320	R00460
MNXR101264	rxn06442	R03658
MNXR101264	rxn08857	R03658
MNXR101270	rxn01394	R01906
MNXR101281	rxn01057	R01450
MNXR101327	rxn08861	R09482
MNXR101328	rxn14087	R08944
MNXR101336	rxn00607	R00838
MNXR101336	rxn00607	R06115
MNXR101339	rxn00160	R00215
MNXR101342	rxn00803	R01087
MNXR101345	rxn02523	R03540
MNXR101347	rxn00330	R00472
MNXR101350	rxn00022	R00028
MNXR101351	rxn01133	R01556
MNXR101351	rxn01133	R06251
MNXR101375	rxn00641	R00885
MNXR101376	rxn00640	R00883
MNXR101389	rxn01775	R02454
MNXR101397	rxn08884	R09645
MNXR101407	rxn00126	R00177
MNXR101411	rxn02889	R04138
MNXR101412	rxn00174	R00233
MNXR101413	rxn03060	R04424
MNXR101415	rxn00289	R00409
MNXR101417	rxn00679	R00931
MNXR101420	rxn10568	R09098
MNXR101421	rxn05465	R01626
MNXR101422	rxn02230	R03106
MNXR101424	rxn03910	R05637
MNXR101425	rxn01025	R01411
MNXR101439	rxn00248	R00342
MNXR101443	rxn00161	R00216
MNXR101444	rxn00249	R00343
MNXR101445	rxn05104	R07392
MNXR101446	rxn00159	R00214
MNXR101454	rxn12033	R08295
MNXR101463	rxn02093	R02926
MNXR101468	rxn07314	R07483
MNXR101470	rxn01533	R02127
MNXR101474	rxn00456	R00654
MNXR101478	rxn00450	R00648
MNXR101481	rxn00693	R00946
MNXR101484	rxn06077	R02025
MNXR101484	rxn06077	R07606
MNXR101484	rxn06077	R07608
MNXR101484	rxn07437	R02025
MNXR101484	rxn07437	R07606
MNXR101484	rxn07437	R07608
MNXR101484	rxn07439	R02025
MNXR101484	rxn07439	R07606
MNXR101484	rxn07439	R07608
MNXR101484	rxn08918	R02025
MNXR101484	rxn08918	R07606
MNXR101484	rxn08918	R07608
MNXR101484	rxn08919	R02025
MNXR101484	rxn08919	R07606
MNXR101484	rxn08919	R07608
MNXR101488	rxn06443	R03659
MNXR101495	rxn01607	R02245
MNXR101551	rxn00748	R01016
MNXR101555	rxn03052	R04405
MNXR101570	rxn00881	R01185
MNXR101574	rxn00883	R01187
MNXR101575	rxn05072	R07324
MNXR101579	rxn00882	R01186
MNXR101580	rxn03061	R04425
MNXR101581	rxn02418	R03372
MNXR101584	rxn13385	R09087
MNXR101656	rxn00672	R00923
MNXR101657	rxn01996	R02765
MNXR101661	rxn00602	R00833
