rxn,genes,pwy,ncbi,uniprot,location,go,org
|RXN-11186|,hpyO,|PWY-7394|,,Q8PDQ6,,,|TAX-339|
|RXN-17067|,phsA,|PWY-7718|,U04283,Q53692,,,|TAX-1890|
|RXN-18337|,chuW,|PWY-7846|,,Q8X5N6,,,|TAX-83334|
|RXN-8500|,AOS,|PWY-5407|,DQ174273,Q8H1X6,,,|TAX-4113|
|RXN-11657|,laccase,|PWY-5787|,AB062449,Q94ID0,,,|TAX-4013|
|RXN-20703|,fbiB,|PWY-5198|;|PWY-5199|,,P9WP79,|CCO-CYTOSOL|;|CCO-PM-BAC-ACT|,|GO:0052645|;|GO:0005829|;|GO:0055114|;|GO:0052619|;|GO:0052618|;|GO:0046872|;|GO:0043773|;|GO:0016881|;|GO:0016874|;|GO:0016491|;|GO:0005886|;|GO:0005525|;|GO:0000166|,|TAX-83332|
|RXN-14109|,F3GalTase,|PWY-7192|;|PWY-7191|,AF165148,Q9SBQ8,,,|TAX-4102|
|PGPPHOSPHA-RXN|,pgpB,|PWY-5668|;|PWY-7817|,,Q2FYL6,,,|TAX-1280|
|PGPPHOSPHA-RXN|,pgpB,|PWY-5668|;|PWY0-1545|;|PWY-5785|,,P0A924,|CCO-PM-BAC-NEG|;|CCO-OUTER-MEM|,|GO:0016311|;|GO:0016787|;|GO:0016021|;|GO:0016020|;|GO:0006629|;|GO:0016042|;|GO:0009395|;|GO:0008195|;|GO:0006655|;|GO:0000810|;|GO:0009252|;|GO:0046474|;|GO:0005887|;|GO:0005886|;|GO:0008962|;|GO:0050380|;|GO:0009279|,|TAX-511145|
|PGPPHOSPHA-RXN|,pgpC,|PWY-5668|;|PWY0-1545|,,P0AD42,|CCO-PM-BAC-NEG|,|GO:0016311|;|GO:0046872|;|GO:0016787|;|GO:0016042|;|GO:0016021|;|GO:0016020|;|GO:0009395|;|GO:0006655|;|GO:0006629|;|GO:0005886|;|GO:0005887|;|GO:0046474|;|GO:0008962|,|TAX-511145|
|PGPPHOSPHA-RXN|,pgpA,|PWY-5668|;|PWY0-1545|,,P18200,|CCO-PM-BAC-NEG|,|GO:0046872|;|GO:0046839|;|GO:0042577|;|GO:0032026|;|GO:0016787|;|GO:0006629|;|GO:0016021|;|GO:0016020|;|GO:0016042|;|GO:0006655|;|GO:0009395|;|GO:0005886|;|GO:0046474|;|GO:0005887|;|GO:0008962|,|TAX-511145|
|RXN-9882|,tecB,|PWY-6192|;|PWY-6191|;|PWY-6190|;|PWY-6103|;|PWY-6091|;|PWY-6090|;|PWY-6081|;|14DICHLORBENZDEG-PWY|;|PWY-6083|,U78099,O69264,,,|TAX-393999|
|RXN-19357|,pvg3,,,Q9USX0,,,|TAX-4896|
|RXN66-482|,PECR,|PWY66-389|,AF119841,Q9BY49,|CCO-PEROXISOME|,|GO:0008152|;|GO:0016491|;|GO:0006915|;|GO:0006631|;|GO:0005777|,|TAX-9606|
|2.8.3.9-RXN|,ctfB,|PWY-6876|;|PWY-6588|,,P23673,,,|TAX-272562|
|2.8.3.9-RXN|,ctfA,|PWY-6876|;|PWY-6588|,,P33752,,,|TAX-272562|
|L-IDITOL-2-DEHYDROGENASE-RXN|,gutB,|PWY-4101|,,Q06004,,|GO:0003939|;|GO:0055114|;|GO:0046872|;|GO:0016491|;|GO:0008270|;|GO:0008152|;|GO:0005488|;|GO:0003824|,|TAX-224308|
|RXN-16534|,GsfB,|PWY-7653|,,D7PI16,,,|TAX-36650|
|BENZOYLFORMATE-DECARBOXYLASE-RXN|,dpgB,|PWY-8161|,EF419244,A3RJV5,,,|TAX-316|
|BENZOYLFORMATE-DECARBOXYLASE-RXN|,mdlC,|4-HYDROXYMANDELATE-DEGRADATION-PWY|;|PWY-1501|,AY143338,P20906,,,|TAX-303|
|RXN-18924|,MAN1A2,|PWY-7919|,AF053621,O60476,|CCO-EXTRACELLULAR|;|CCO-ER|;|CCO-GOLGI-MEM|;|CCO-GOLGI|,|GO:0070062|;|GO:0048286|;|GO:0046872|;|GO:0016787|;|GO:0009100|;|GO:0008152|;|GO:0007585|;|GO:0006486|;|GO:0005783|;|GO:0000139|;|GO:0016020|;|GO:0006508|;|GO:0016021|;|GO:0005509|;|GO:0005975|;|GO:0005794|;|GO:0016798|;|GO:0006487|;|GO:0004190|;|GO:0006491|;|GO:0004571|,|TAX-9606|
|RXN-15407|,elmG,|PWY-7483|,AF263463,Q9L4Y1,,,|TAX-47716|
|RXN0-7316|,csiD,|PWY1G01-4|,,Q88IU0,|CCO-CYTOSOL|,|GO:0046872|;|GO:0005506|;|GO:0005829|,|TAX-160488|
|RXN0-7316|,glaH,|PWY0-461|,,P76621,|CCO-CYTOSOL|,|GO:0055114|;|GO:0051213|;|GO:0050498|;|GO:0016491|;|GO:0008198|;|GO:0046872|;|GO:0032991|;|GO:0016709|;|GO:0019477|;|GO:0042802|;|GO:0090549|;|GO:0005829|;|GO:0005506|,|TAX-511145|
|RXN-16064|,FADS1,|PWY-7725|;|PWY-7592|;|PWY-7049|;|PWY-7724|,AF084560,O60427,,|GO:0016491|;|GO:0006636|;|GO:0003674|,|TAX-9606|
|RXN-6544|,GA3ox1,|PWY-5070|;|PWY-5036|,U63650,O24417,,,|TAX-3661|
|RXN-13126|,hapB,|PWY-7002|,AF355751,B1GRM4,,,|ORG-6204|
|RXN-9356|,WS1,|PWY-5885|,DQ093641,A3QME3,,|GO:0047196|;|GO:0004144|,|TAX-4102|
|RXN-9356|,atfA,|PWY-6873|;|PWY-5885|,,Q8GGG1,,,|TAX-62977|
|RXN-11317|,oph,|PWY-6464|,AB190288,Q588Z2,,,|TAX-292913|
|RXN-18451|,PT2,|PWY-7857|;|PWY-5132|;|PWY-5133|,KM222442,A0A0B4ZTQ2,,,|TAX-3486|
|RXN0-1603|,rdgB,,,P52061,|CCO-CYTOSOL|,|GO:0005737|;|GO:0042803|;|GO:0036222|;|GO:0036220|;|GO:0035870|;|GO:0009146|;|GO:0046872|;|GO:0016787|;|GO:0017111|;|GO:0009117|;|GO:0000166|;|GO:0005829|;|GO:0047429|;|GO:0009143|;|GO:0000287|,|TAX-511145|
|RXN-14921|,VTE1,|PWY-7436|;|PWY-1422|,,,|CCO-CHLOROPLAST|,|GO:0009507|,|ORG-5993|
|RXN-21344|,baiF,|PWY-7754|;|PWY-8134|,,,,,|TAX-411468|
|RXN-2762|,VTE3,|PWY-7436|;|PWY-1581|;|PWY-1422|,,,|CCO-CHLOROPLAST|,|GO:0009507|,|ORG-5993|
|RXN-2762|,sll0418,|PWY-1422|;|PWY-6978|,,P74388,,,|TAX-1148|
|RXN-9456|,cyc1,|PWY-5930|,AB048795,,,,|ORG-6042|
|2.4.1.122-RXN|,C1GALT1,|PWY-7433|,AC005532,Q9NS00,|CCO-MEMBRANE|,|GO:0016757|;|GO:0016263|;|GO:0016020|,|TAX-9606|
|2.4.1.122-RXN|,wbiP,,AY493508,Q5J7C7,,,|ORG-6341|
|RXN-12652|,ptlI,|PWY-6919|,,Q82IY3,,,|TAX-33903|
|RXN-12652|,pntI,|PWY-6915|,HQ292065,E3VWJ1,,,|TAX-29301|
|RXN-12041|,gpgS,|PWY-6686|,,A9BHI9,,,|TAX-69499|
|RXN-12158|,lra1,|PWY-6713|,,C1DMX5,,,|ORG-6176|
|RXN-12158|,lra1,|PWY-6714|,AAQG01000004,Q1NEJ0,,,|TAX-314266|
|4.99.1.3-RXN|,cbiX,|PWY-7377|,AJ000758,O87690,,,|TAX-1404|
|4.99.1.3-RXN|,cbiK,|PWY-7377|,L12006,Q05592,,,|TAX-90371|
|RXN-20372|,CERS2,,AF177338,Q96G23,|CCO-NUC-MEM|;|CCO-ER-MEM|;|CCO-ER|;|CCO-NUCLEUS|,|GO:1905045|;|GO:1900148|;|GO:0050291|;|GO:0048681|;|GO:0046513|;|GO:0031965|;|GO:0030148|;|GO:0016021|;|GO:0016020|;|GO:0006629|;|GO:0005789|;|GO:0005783|;|GO:0005634|;|GO:0005515|;|GO:0003677|;|GO:0006355|;|GO:0003700|,|TAX-9606|
|R525-RXN|,mcrG,|PWY-5370|;|METHFORM-PWY|,,,,,|TAX-2208|
|R525-RXN|,mcrB,|PWY-5370|;|METHFORM-PWY|,,,,,|TAX-2208|
|R525-RXN|,mcrA,|PWY-5370|;|METHFORM-PWY|,,,,,|TAX-2208|
|R525-RXN|,camC,|P601-PWY|;|P481-PWY|;|PWY-6989|;|PWY-5370|,M12546,P00183,,,|ORG-5941|
|R525-RXN|,acsC,|PWY-5372|;|PWY-5370|,L07099,Q07340,,,|TAX-1525|
|R525-RXN|,acsD,|PWY-5372|;|PWY-5370|,L07100,Q07341,,,|TAX-1525|
|RXN-10036|,INPP5F,|PWY-6368|,AB023183,Q9Y2H2,,,|TAX-9606|
|RXN-10036|,INPP5D,|PWY-6368|;|PWY-6364|;|PWY-6362|,X98429,Q92835,,,|TAX-9606|
|RXN-10036|,INPP5E,|PWY-6368|,AF187891,Q9NRR6,,,|TAX-9606|
|RXN-10036|,INPPL1,|PWY-6368|;|PWY-6364|;|PWY-6362|,L24444,O15357,,,|TAX-9606|
|RXN-10036|,SYNJ1,|PWY-6363|;|PWY-6364|;|PWY-6362|;|PWY-6368|,AF009039,O43426,,,|TAX-9606|
|RXN-10036|,INPP5B,|PWY-6363|;|PWY-6364|;|PWY-6362|;|PWY-6368|,M74161,P32019,,,|TAX-9606|
|RXN-10036|,INPP5K,|PWY-6363|;|PWY-6364|;|PWY-6362|;|PWY-6368|,AB036829,Q9BT40,,,|TAX-9606|
|RXN-10036|,OCRL,|PWY-6363|;|PWY-6368|;|PWY-6364|;|PWY-6362|,M88162,Q01968,|CCO-GOLGI-VES|,|GO:0005798|,|TAX-9606|
|RXN-10036|,SYNJ2,|PWY-6363|;|PWY-6364|;|PWY-6362|;|PWY-6368|,AY152396,O15056,,,|TAX-9606|
|RXN-10036|,5PTase14,|PWY-6363|,,,,,|ORG-5993|
|RXN-10036|,5PTase11,,,,,,|ORG-5993|
|RXN-10036|,5PTase7,,,,|CCO-NUCLEUS|,|GO:0005634|,|ORG-5993|
|RXN-17562|,tmlU,,,F8J3D9,,,|TAX-747457|
|RXN-17449|,bchU,|PWY-7760|,JX292262,J7HKM8,,,|TAX-274537|
|RXN-8969|,GAO1,|PWY-6540|,GU256647,D5JBX1,,,|TAX-171760|
|RXN-8969|,GAO1,|PWY-6540|,GU256644,D5JBW8,,,|TAX-13427|
|RXN-8969|,GAO1,|PWY-6540|,GU198171,D5J9U8,,,|TAX-4236|
|RXN-8969|,GAO,|PWY-6540|,KC964544,,,,|TAX-127999|
|TRIOSEPISOMERIZATION-RXN|,tpiA,|CALVIN-PWY|,,Q95554,,,|TAX-1148|
|TRIOSEPISOMERIZATION-RXN|,pgk,|PWY-8004|;|ANAGLYCOLYSIS-PWY|,,P36204,|CCO-CYTOSOL|,|GO:0005829|,|TAX-2336|
|TRIOSEPISOMERIZATION-RXN|,tpiA,|GLYCOLYSIS|,,P78010,,,|TAX-272634|
|TRIOSEPISOMERIZATION-RXN|,tpiA,|P341-PWY|,Y09481,P62003,,,|TAX-2262|
|TRIOSEPISOMERIZATION-RXN|,CTIMC,|PWY-7345|;|PWY-1042|;|GLUCONEO-PWY|,AF375426,P48491,,,|ORG-5993|
|TRIOSEPISOMERIZATION-RXN|,tpiA,|ANAEROFRUCAT-PWY|,AJ000339,O32757,,,|TAX-1585|
|TRIOSEPISOMERIZATION-RXN|,tpiA,|ANAEROFRUCAT-PWY|,U07640,P50918,,,|TAX-1358|
|TRIOSEPISOMERIZATION-RXN|,tpiA,|PWY-6142|,,O27120,,,|TAX-187420|
|TRIOSEPISOMERIZATION-RXN|,tpiA,|PWY-5197|;|PWY-6160|,,Q58923,,,|TAX-2190|
|TRIOSEPISOMERIZATION-RXN|,TPI1,|PWY66-399|;|PWY66-373|;|ANAGLYCOLYSIS-PWY|,,P60174,,|GO:0016853|;|GO:0008152|;|GO:0006633|;|GO:0006098|;|GO:0006096|;|GO:0006094|;|GO:0004807|,|TAX-9606|
|TRIOSEPISOMERIZATION-RXN|,tpiA,|PWY-7218|;|GLUCONEO-PWY|;|PWY-5484|;|GLYCOLYSIS|,,P0A858,|CCO-CYTOSOL|,|GO:0046166|;|GO:0019563|;|GO:0042802|;|GO:0005515|;|GO:0016853|;|GO:0005737|;|GO:0003824|;|GO:0006094|;|GO:0005829|;|GO:0004807|;|GO:0006096|,|TAX-511145|
|1.14.13.59-RXN|,iucD,|AEROBACTINSYN-PWY|,M18968,P11295,,,|TAX-83333|
|RXN-8836|,cnbCa,|PWY-5645|,EF079106,Q6J1Z5,,,|TAX-543891|
|RXN-8836|,cnbCb,|PWY-5645|,EF079106,Q6J1Z6,,,|TAX-543891|
|RXN-17083|,orf8,|PWY-7719|,KP710597,A0A0A8J686,,,|ORG-6284|
|TAUROCYAMINE-KINASE-RXN|,AB186411,,AB186411,Q4AEC6,,,|TAX-289432|
|TAUROCYAMINE-KINASE-RXN|,AB186412,,AB186412,Q4AEC5,,,|TAX-289432|
|RXN-8516|,CYP720B1,|PWY-5422|;|PWY-5421|;|PWY-5412|;|PWY-5411|,AY779537,Q50EK6,,,|TAX-3352|
|RXN-11677|,AL10,|PWY-7619|;|PWY-6598|,CS585745,,,,|TAX-212809|
|RXN-11677|,AL21,|PWY-7619|;|PWY-6598|,CS585743,,,,|TAX-212809|
|RXN-14126|,phoA,|SALVADEHYPOX-PWY|;|NAD-BIOSYNTHESIS-II|;|PWY-7218|;|PWY-5484|;|PWY-7805|,,P00634,|CCO-PERI-BAC|,|GO:0006470|;|GO:0004721|;|GO:0055114|;|GO:0046872|;|GO:0016791|;|GO:0016787|;|GO:0003824|;|GO:0030613|;|GO:0005515|;|GO:0030288|;|GO:0033748|;|GO:0016311|;|GO:0042597|;|GO:0008270|;|GO:0000287|;|GO:0004035|,|TAX-511145|
|RXN-14126|,cpdB,,,P08331,|CCO-PERI-BAC|,|GO:0016311|;|GO:0016788|;|GO:0016787|;|GO:0009117|;|GO:0008152|;|GO:0003824|;|GO:0006974|;|GO:0046872|;|GO:0000166|;|GO:0030288|;|GO:0042597|;|GO:0009166|;|GO:0008254|;|GO:0008663|,|TAX-511145|
|RXN-14126|,umpG,|PWY-5695|;|PWY-6608|;|SALVADEHYPOX-PWY|,,P0A840,|CCO-CYTOSOL|,|GO:0008252|;|GO:0016311|;|GO:0016787|;|GO:0046872|;|GO:0005737|;|GO:0000166|;|GO:0005829|;|GO:0046050|;|GO:0030145|;|GO:0004309|;|GO:0008253|;|GO:0008254|,|TAX-511145|
|RXN-19845|,sdgA,|PWY-6640|,AB112586,Q7X279,,,|TAX-235278|
|PHENYLPYRUVATE-TAUTOMERASE-RXN|,ywhB,,,P70994,,|GO:0016853|;|GO:0006725|,|TAX-224308|
|RXN-19380|,MA_1821,|PWY-7977|,,Q8TPT4,,,|TAX-2214|
|RXN66-499|,ALOX5,|PWY-8056|;|PWY66-393|;|PWY66-394|;|PWY66-395|;|PWY66-397|;|PWY66-375|;|PWY66-392|,J03571,P09917,,|GO:0019370|;|GO:0006691|;|GO:0005506|;|GO:0004051|,|TAX-9606|
|LACCASE-RXN|,lcc1,,Z12156,Q12571,,,|TAX-63133|
|LACCASE-RXN|,lac1,,,B3A0L4,,,|TAX-100756|
|LACCASE-RXN|,LCC2,,,Q12718,,,|TAX-5325|
|RXN-20852|,kabC,|PWY-8080|,MK312630.1,,,,|TAX-945030|
|RXN-8|,spuC,|PWY-3|,AE004467,Q9I6J2,,,|TAX-287|
|RXN-8409|,PCME,,AY091367,Q94AS5,,,|ORG-5993|
|RXN-11560|,UST,|PWY-6567|;|PWY-6568|,AB020316,Q9Y2C2,,,|TAX-9606|
|RXN-13669|,vlmH,,AY116644,P96072,,,|TAX-48665|
|RXN-16081|,ELOVL2,|PWY-7606|;|PWY-7727|;|PWY-7728|;|PWY-7726|,AK000341,Q9NXB9,|CCO-ER-MEM|;|CCO-ER|,|GO:0005789|;|GO:0005783|;|GO:0016021|;|GO:0006633|,|TAX-9606|
|RXN-14004|,NUDT16,,,Q96DE0,,,|TAX-9606|
|RXN-6642|,Anpep,|PWY-7112|;|PWY-4061|;|PWY-4041|,M25073,P15684,,,|TAX-10116|
|RXN-6642|,LAP3,|PWY-7112|;|PWY-4061|;|PWY-4041|,BC079381,Q68FS4,,,|TAX-10116|
|RXN-6642|,tpdA,,EU311559,B2KZE7,,,|ORG-6356|
|RXN-13149|,kanM2,|PWY-7000|,AJ582817,Q65CC7,,,|TAX-1967|
|O-SUCCHOMOSERLYASE-RXN|,metB,|PWY-I9|,,P56069,,,|TAX-85962|
|O-SUCCHOMOSERLYASE-RXN|,STR2,|PWY-801|,,P47164,,,|TAX-4932|
|O-SUCCHOMOSERLYASE-RXN|,metB,|HOMOSER-METSYN-PWY|,,P00935,|CCO-CYTOSOL|,|GO:0102028|;|GO:0019346|;|GO:0019343|;|GO:0016846|;|GO:0004123|;|GO:0016740|;|GO:0008652|;|GO:0003824|;|GO:0005737|;|GO:0005829|;|GO:0042802|;|GO:0030170|;|GO:0003962|;|GO:0009086|,|TAX-511145|
|GALACTONDEHYDRAT-RXN|,SSO3198,|GALACTCAT-PWY|;|NPGLUCAT-PWY|;|PWY-2221|,SSO3198,,,,|TAX-2287|
|GALACTONDEHYDRAT-RXN|,dgoD,|GALACTCAT-PWY|,,Q6BF17,,|GO:0000287|;|GO:0016829|;|GO:0009063|;|GO:0046872|;|GO:0034194|;|GO:0008869|,|TAX-511145|
|RXN-19262|,pvcB,|PWY-7955|,,Q9I1L4,,,|TAX-287|
|RXN-18477|,Atu3167,|PWY-7862|,,A9CES6,,,|TAX-176299|
|RXN0-2161|,serS,|PWY-6281|,AF009822,O30520,,,|TAX-39152|
|RXN0-2161|,serS,|TRNA-CHARGING-PWY|;|PWY0-901|,,P0A8L1,|CCO-CYTOSOL|,|GO:0016874|;|GO:0006418|;|GO:0005737|;|GO:0004812|;|GO:0042802|;|GO:0097056|;|GO:0006412|;|GO:0005524|;|GO:0000166|;|GO:0005829|;|GO:0000287|;|GO:0016260|;|GO:0006434|;|GO:0004828|,|TAX-511145|
|3.1.26.5-RXN|,rnpA,|PWY0-1479|,,P0A7Y8,|CCO-CYTOSOL|,|GO:0042781|;|GO:0034414|;|GO:0016787|;|GO:0004519|;|GO:0004518|;|GO:0000049|;|GO:0001682|;|GO:0004526|;|GO:0030677|;|GO:0005829|;|GO:0006396|;|GO:0008033|;|GO:0003723|,|TAX-511145|
|3.1.26.5-RXN|,rnpB,|PWY0-1479|,,,,|GO:0030677|;|GO:0001682|;|GO:0004526|;|GO:0005515|;|GO:0008033|,|TAX-511145|
|IMIDPHOSDEHYD-RXN|,hisB,|HISTSYN-PWY|,,,,,|TAX-2336|
|IMIDPHOSDEHYD-RXN|,HISN5A,|HISTSYN-PWY|,U02689,P34047,|CCO-CHLOROPLAST|,|GO:0009507|,|ORG-5993|
|IMIDPHOSDEHYD-RXN|,hisB,|HISTSYN-PWY|,,P06987,|CCO-CYTOSOL|,|GO:0046872|;|GO:0016311|;|GO:0042802|;|GO:0005515|;|GO:0016829|;|GO:0016791|;|GO:0016787|;|GO:0008652|;|GO:0008152|;|GO:0003824|;|GO:0005737|;|GO:0005829|;|GO:0004401|;|GO:0004424|;|GO:0000105|,|TAX-511145|
|CHOLESTANETETRAOL-26-DEHYDROGENASE-RXN|,Cyp27a1,|PWY-6061|,,P17178,|CCO-MIT-IMEM|,|GO:0005743|,|TAX-10116|
|RXN-15559|,NEDD4L,|PWY-7511|,AB007899,Q96PU5,,|GO:0004842|;|GO:0016874|;|GO:0006464|;|GO:0005622|,|TAX-9606|
|RXN-16434|,tusA,|PWY-6675|,,D3RPC0,,,|TAX-1049|
|RXN-2962|,adhI,|PWY-1801|,L47326,,,,|TAX-1063|
|RXN-2962|,flhA,|PWY-1801|,L36327,P45382,|CCO-CYTOSOL|,|GO:0005829|,|TAX-266|
|RXN-2962|,SFA1,|PWY-7798|;|PWY-5082|;|PWY-5081|;|PWY-5079|;|PWY-5076|;|PWY-6871|;|PWY-5057|;|PWY-7396|;|PWY-5078|;|PWY-1801|,X68020,P32771,,,|TAX-4932|
|RXN-2962|,ADH5,|PWY-7798|;|PWY-1801|,M81112,P11766,,|GO:0008270|;|GO:0006069|;|GO:0006066|;|GO:0005504|;|GO:0004025|;|GO:0004024|;|GO:0004023|,|TAX-9606|
|RXN-2962|,frmA,|PWY-1801|,,P25437,|CCO-CYTOSOL|,|GO:0106321|;|GO:0106322|;|GO:0042802|;|GO:0016491|;|GO:0004022|;|GO:0046872|;|GO:0006069|;|GO:0046294|;|GO:0004024|;|GO:0055114|;|GO:0051903|;|GO:0008270|;|GO:0005737|;|GO:0005829|,|TAX-511145|
|RXN-9479|,aflC,|PWY-5954|,AY371490,Q12053,,,|TAX-5067|
|2.4.1.149-RXN|,B3GNT2,|PWY-7434|;|PWY-7837|;|PWY-7841|,AB049584,Q9NY97,|CCO-MEMBRANE|;|CCO-GOLGI|,|GO:0016757|;|GO:0016021|;|GO:0008499|;|GO:0008375|;|GO:0006486|;|GO:0005794|;|GO:0003945|;|GO:0008150|,|TAX-9606|
|RXN-12673|,PR,|PWY-5301|,AY766462,Q3L181,,,|TAX-4060|
|RXN-15059|,tylN,|PWY-7415|,AF055922,O70023,,,|TAX-1906|
|RXN0-6981|,pepD,|PWY0-1546|,,P15288,|CCO-CYTOSOL|,|GO:0005515|;|GO:0103046|;|GO:0102008|;|GO:0043171|;|GO:0046872|;|GO:0016787|;|GO:0008237|;|GO:0008233|;|GO:0006508|;|GO:0042803|;|GO:0070573|;|GO:0008270|;|GO:0005829|;|GO:0016805|,|TAX-511145|
|RXN-21510|,MM_0618,,,Q8PZ76,,,|TAX-2209|
|RXN-21510|,MM_1083,,,Q8PXY3,,,|TAX-2209|
|RXN-12181|,cgt,|PWY-6731|,EU138451,A9QMB3,,,|ORG-6178|
|RXN-12181|,cgtA,|PWY-6735|,AB025721,Q9UWN2,,,|TAX-91619|
|RXN-20388|,PNPLA1,|PWY-8042|,AK096074,Q8N8W4,|CCO-MEMBRANE|,|GO:0055088|;|GO:0019433|;|GO:0016787|;|GO:0016042|;|GO:0016020|;|GO:0008152|;|GO:0006629|;|GO:0004806|;|GO:0003824|;|GO:0045735|,|TAX-9606|
|ACETOLACTSYN-RXN|,als,|PWY-6396|;|PWY-5939|;|PWY-5938|,L16975,Q7DAV2,,,|TAX-44688|
|ACETOLACTSYN-RXN|,ilvN,|PWY-5101|;|VALSYN-PWY|,U35458,O08354,,,|TAX-42879|
|ACETOLACTSYN-RXN|,ilvB,|PWY-5101|;|VALSYN-PWY|,U35458,O08353,,,|TAX-42879|
|ACETOLACTSYN-RXN|,budB,|PWY-5939|;|PWY-5938|;|PWY-6389|,M73842,P27696,,,|TAX-573|
|ACETOLACTSYN-RXN|,ilvB,|ILEUSYN-PWY|;|VALSYN-PWY|,,Q0KCU4,,,|TAX-381666|
|ACETOLACTSYN-RXN|,ilvH,|ILEUSYN-PWY|;|VALSYN-PWY|,,Q0KCU3,,,|TAX-381666|
|ACETOLACTSYN-RXN|,ilvN,|PWY-7111|;|VALSYN-PWY|,,P0ADF8,|CCO-CYTOSOL|,|GO:1990610|;|GO:0050790|;|GO:0016740|;|GO:0009082|;|GO:0008652|;|GO:0005829|;|GO:0005515|;|GO:0009097|;|GO:0003984|;|GO:0005948|;|GO:0009099|,|TAX-511145|
|ACETOLACTSYN-RXN|,ilvB,|PWY-7111|;|VALSYN-PWY|,,P08142,|CCO-CYTOSOL|,|GO:0030976|;|GO:0016740|;|GO:0009082|;|GO:0008652|;|GO:0003824|;|GO:0050660|;|GO:0000287|;|GO:0046872|;|GO:0005829|;|GO:0005515|;|GO:0005948|;|GO:0003984|;|GO:0009097|;|GO:0009099|,|TAX-511145|
|ACETOLACTSYN-RXN|,ilvH,|PWY-7111|;|VALSYN-PWY|;|ILEUSYN-PWY|,,P00894,|CCO-CYTOSOL|,|GO:1990610|;|GO:0050790|;|GO:0016740|;|GO:0009082|;|GO:0008652|;|GO:0005829|;|GO:0009097|;|GO:0003984|;|GO:0009099|,|TAX-511145|
|ACETOLACTSYN-RXN|,ilvI,|PWY-7111|;|VALSYN-PWY|;|ILEUSYN-PWY|,,P00893,|CCO-CYTOSOL|,|GO:0005948|;|GO:0016740|;|GO:0009082|;|GO:0008652|;|GO:0003824|;|GO:0046872|;|GO:0005829|;|GO:0050660|;|GO:0030976|;|GO:0000287|;|GO:0009097|;|GO:0003984|;|GO:0009099|,|TAX-511145|
|RXN-10053|,MJ1585,|PWY-6160|,,Q58980,,,|TAX-2190|
|RXN-15959|,LtmE,|PWY-7572|,,J7FK02,,,|TAX-35717|
|RXN-8992|,ispB,|PWY-5783|,,P0AD57,|CCO-CYTOSOL|,|GO:0042802|;|GO:0005515|;|GO:0016740|;|GO:0008299|;|GO:0046872|;|GO:0005829|;|GO:0006744|;|GO:0042803|;|GO:0016094|;|GO:0004659|,|TAX-511145|
|RXN-5471|,ALG8,|MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS|,Z74975,P40351,|CCO-ER|,|GO:0005783|,|TAX-4932|
|TRYPTOPHAN-5-MONOOXYGENASE-RXN|,TPH1,|PWY-6030|,X52836,P17752,,|GO:0016597|;|GO:0008152|;|GO:0006568|;|GO:0005506|,|TAX-9606|
|TRYPTOPHAN-5-MONOOXYGENASE-RXN|,TPH2,|PWY-6030|,AK094614,Q8IWU9,,|GO:0008152|;|GO:0004497|;|GO:0005506|;|GO:0009072|;|GO:0016597|,|TAX-9606|
|1.14.13.78-RXN|,CYP503,|PWY-5053|;|PWY-5047|,Y17243,O94142,,,|TAX-5127|
|1.14.13.78-RXN|,CYP701A10,|PWY-5034|,AY245442,Q6XAF4,,,|TAX-3888|
|RXN-14615|,bgpA,,GU196785,D2KAT1,,,|TAX-490575|
|RXN-17101|,PpSQ1_00088,|PWY-7722|,,,,,|ORG-6286|
|RXN-21006|,ferB,|PWY-8003|;|PWY-8002|;|PWY-6343|,AB072376,Q8RR28,,,|TAX-502559|
|RXN-21006|,couA,|PWY-7046|;|PWY-8002|,,Q6N8W7,,,|TAX-258594|
|RXN-8532|,CYP720B1,|PWY-5422|;|PWY-5421|;|PWY-5412|;|PWY-5411|,AY779537,Q50EK6,,,|TAX-3352|
|RXN-11213|,dntE,,AF169302,Q8VUC5,,,|ORG-5883|
|RXN-11213|,mmsA,|VALDEG-PWY|,M84911,P28810,,,|TAX-287|
|RXN-14150|,iolB,|P562-PWY|,,P42413,,|GO:0016861|;|GO:0016853|;|GO:0008152|,|TAX-224308|
|RXN-19885|,acdA,|PWY-8016|;|PWY-8017|;|PWY-8014|,,J7TF92,,,|TAX-1509|
|RXN-20719|,sodD,|PWY-8064|,,A0A318P116,,,|TAX-682634|
|RXN-19397|,POMK,|PWY-7979|,,Q9H5K3,|CCO-ER-MEM|;|CCO-ER|,|GO:0050905|;|GO:0046835|;|GO:0019233|;|GO:0019200|;|GO:0016773|;|GO:0016740|;|GO:0016310|;|GO:0016301|;|GO:0016021|;|GO:0016020|;|GO:0007611|;|GO:0007420|;|GO:0006493|;|GO:0006468|;|GO:0005789|;|GO:0005783|;|GO:0005524|;|GO:0004672|;|GO:0001764|;|GO:0000166|,|TAX-9606|
|LCARNCOALIG-RXN|,caiC,|CARNMET-PWY|,,P31552,|CCO-CYTOSOL|,|GO:0016405|;|GO:0005515|;|GO:0016874|;|GO:0016878|;|GO:0009437|;|GO:0005829|;|GO:0051108|;|GO:0051109|,|TAX-511145|
|3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN|,PANB1,|PANTO-PWY|,NM_130174,O82357,|CCO-MIT|,|GO:0005739|,|ORG-5993|
