MNX_ID	Balance	EC	Source	kegg
MNXR111298	true	1.3.1.29	rxn07519	R07705
MNXR111300	true		rxn07521	R07707
MNXR111301	true		rxn07522	R07708
MNXR111303	true	1.14.13.172	rxn07524	R07710
MNXR111304	ambiguous		rxn07526	R07712
MNXR111307	true	1.14.13.86	rxn07528	R07714
MNXR111308	true	1.14.13;1.14.13.136;1.14.13.86	rxn07529	R07715
MNXR111310	true	4.2.1.105	rxn07537	R07723
MNXR111317	true	2.1.1.150	rxn07538	R07724
MNXR111318	true		rxn07539	R07725
MNXR111319	ambiguous		rxn07540	R07726
MNXR111320	true	1.7.1.-	rxn07541	R07727
MNXR111321	true		rxn07550	R07736
MNXR111333	true	2.4.1.170	rxn07554	R07740
MNXR111334	ambiguous		rxn07556	R07742
MNXR111336	ambiguous		rxn07557	R07743
MNXR111337	ambiguous		rxn07558	R07744
MNXR111341	true	1.1.1.246	rxn07562	R07748
MNXR111342	ambiguous		rxn07563	R07749
MNXR111364	true	1.14.13.50	rxn07593	R07779
MNXR111365	true	4.2.1.84	rxn07594	R07780
MNXR111366	true	1.3.1.32	rxn07595	R07781
MNXR111367	true	3.5.1.-	rxn07596	R07782
MNXR111368	ambiguous		rxn07597	R07783
MNXR111369	ambiguous		rxn07598	R07784
MNXR111370	ambiguous		rxn07599	R07785
MNXR111378	ambiguous	1.14.-.-	rxn07600	R07793
MNXR111379	ambiguous	1.97.1.-	rxn07601	R07794
MNXR111380	true	1.13.11.2	rxn07602	R07795
MNXR111385	true	1.13.-.-	rxn07608	R07801
MNXR111387	true	3.7.1.-	rxn07609	R07802
MNXR111388	ambiguous		rxn07610	R07803
MNXR111389	ambiguous	1.3.1.-	rxn07611	R07804
MNXR111411	ambiguous	1.14.13.-	rxn07617	R07826
MNXR111412	true	1.13.11.39	rxn07618	R07827
MNXR111413	true	6.2.1.-	rxn07619	R07828
MNXR111414	true	5.5.1.-	rxn07620	R07829
MNXR111416	true	3.7.1;3.7.1.-	rxn07622	R07831
MNXR111417	true	2.8.3.8	rxn07623	R07832
MNXR111418	true	2.3.1;2.3.1.-	rxn07624	R07833
MNXR111419	ambiguous		rxn07625	R07834
MNXR111420	true		rxn11689	R07835
MNXR111421	true	1.14.13.-	rxn07627	R07836
MNXR111422	true	1.14.13.-	rxn07628	R07837
MNXR111423	ambiguous		rxn07629	R07838
MNXR111425	ambiguous		rxn07632	R07841
MNXR111426	ambiguous		rxn07633	R07842
MNXR111427	ambiguous		rxn07634	R07843
MNXR111428	ambiguous		rxn07636	R07845
MNXR111430	ambiguous		rxn07637	R07846
MNXR111431	ambiguous		rxn07638	R07847
MNXR111432	true		rxn07639	R07848
MNXR111433	ambiguous		rxn07640	R07849
MNXR111436	ambiguous		rxn07643	R07852
MNXR111437	true	4.2.1.84	rxn07644	R07854
MNXR111438	true	3.5.5.1	rxn07645	R07855
MNXR111439	true	5.5.1.19	rxn07646	R07856
MNXR111440	ambiguous		rxn07647	R07857
MNXR111441	ambiguous		rxn07648	R07858
MNXR111442	NA	3.1.1.4	rxn07649	R07859
MNXR111443	NA	3.1.1.32	rxn07650	R07860
MNXR111498	ambiguous		rxn07705	R07915
MNXR111505	true		rxn07712	R07922
MNXR111506	true	2.4.1.238	rxn07713	R07923
MNXR111507	ambiguous	2.3.1.-	rxn07714	R07924
MNXR111566	true		rxn07773	R07983
MNXR111570	true	2.3.1;2.3.1.74	rxn07777	R07987
MNXR111571	true		rxn07781	R07991
MNXR111575	true		rxn07782	R07992
MNXR111576	true	1.14.11.9	rxn07783	R07993
MNXR111577	ambiguous		rxn07784	R07994
MNXR111578	true	5.5.1.6	rxn07785	R07995
MNXR111579	true	1.14.11.9	rxn07786	R07996
MNXR111580	true	1.14.11.9	rxn07787	R07997
MNXR111581	true	1.1.1.219	rxn07788	R07998
MNXR111582	true	1.1.1.219	rxn07789	R07999
MNXR111583	ambiguous		rxn07790	R08000
MNXR111584	ambiguous		rxn07791	R08001
MNXR111585	true	1.14.13.21	rxn07792	R08002
MNXR111586	ambiguous	2.5.1	rxn07793	R08003
MNXR111587	ambiguous	2.1.1.-	rxn07794	R08004
MNXR111594	ambiguous		rxn07801	R08011
MNXR111595	ambiguous		rxn07802	R08012
MNXR111596	ambiguous	2.4.1.-	rxn07803	R08013
MNXR111597	true	1.-.-.-	rxn07804	R08014
MNXR111598	true	1.7.1.-	rxn07805	R08015
MNXR111599	true	1.7.1.-	rxn07806	R08016
MNXR111600	true	1.-.-.-	rxn07807	R08017
MNXR111601	true	1.7.1.-	rxn07808	R08018
MNXR111602	true	1.7.1.-	rxn07809	R08019
MNXR111603	ambiguous		rxn07821	R08031
MNXR111614	true	1.14.13.21	rxn07822	R08032
MNXR111615	ambiguous		rxn07823	R08033
MNXR111616	ambiguous	1.12.7.2;1.12.99.6;1.2.7.1;1.2.7.4;1.2.99.2	rxn07824	R08034
MNXR111617	ambiguous	1.8.99.3;1.8.99.5	rxn07825	R08035
MNXR111618	true	2.3.1.5	rxn07826	R08036
MNXR111619	true		rxn11692	R08038
MNXR111621	ambiguous		rxn07830	R08040
MNXR111622	ambiguous		rxn07831	R08041
MNXR111623	true	1.-.-.-	rxn07832	R08042
MNXR111624	true	1.7.1.-	rxn07833	R08043
MNXR111625	true	1.7.1.-	rxn07834	R08044
MNXR111626	true	1.7.1.-	rxn07835	R08045
MNXR111627	true	1.7.1.-	rxn07836	R08046
MNXR111628	true	1.7.1.-	rxn07837	R08047
MNXR111629	true		rxn07838	R08048
MNXR111630	ambiguous		rxn07839	R08049
MNXR111637	true	4.2.1.40	rxn07845	R08056
MNXR111641	true	1.2.99.5	rxn07849	R08060
MNXR111642	true		rxn07850	R08061
MNXR111643	true		rxn07851	R08062
MNXR111644	true		rxn07852	R08063
MNXR111645	true		rxn11694	R08064
MNXR111646	true		rxn07858	R08069
MNXR111651	ambiguous		rxn07867	R08078
MNXR111660	true	1.14.11.22	rxn07870	R08081
MNXR111661	true	1.14.11.23	rxn07871	R08082
MNXR111662	true	1.1.1.183	rxn07872	R08083
MNXR111663	true	1.1.1.183	rxn07873	R08084
MNXR111664	true	1.1.1.183	rxn07874	R08085
MNXR111666	true	1.2.1.-	rxn07876	R08087
MNXR111667	true	6.2.1;6.2.1.-	rxn07877	R08088
MNXR111670	true	2.3.1;2.3.1.16	rxn07880	R08091
MNXR111671	true	1.3.99.-	rxn07881	R08092
MNXR111672	true	4.2.1;4.2.1.17	rxn07882	R08093
MNXR111673	true	1.1.1.35	rxn07883	R08094
MNXR111674	true	2.3.1;2.3.1.16	rxn07884	R08095
MNXR111675	true	1.2.1.-	rxn07885	R08096
MNXR111676	true	2.8.3.-	rxn07886	R08097
MNXR111677	true	5.2.1.-	rxn07887	R08098
MNXR111678	true		rxn07888	R08099
MNXR111679	true	1.14.12.10	rxn07889	R08100
MNXR111680	true	1.14.12.10	rxn07890	R08101
MNXR111681	ambiguous		rxn07891	R08102
MNXR111682	true	1.14.12.-	rxn07892	R08103
MNXR111683	true	1.14.12.-	rxn07893	R08104
MNXR111684	true	1.3.1.-	rxn07894	R08105
MNXR111685	true		rxn07895	R08106
MNXR111687	true	1.14.12.10	rxn07896	R08108
MNXR111688	true	1.14.12.10	rxn07897	R08109
MNXR111689	true	1.14.12.10	rxn07898	R08110
MNXR111690	true	1.3.1.25	rxn07899	R08111
MNXR111691	true	1.3.1.25	rxn07900	R08112
MNXR111692	true	1.3.1.25	rxn07901	R08113
MNXR111693	true	1.13.11.1	rxn07902	R08114
MNXR111694	true	1.13.11.1	rxn07903	R08115
MNXR111695	true	5.5.1.1	rxn07904	R08116
MNXR111696	true	6.2.1.33	rxn07905	R08117
MNXR111697	true	3.8.1.7	rxn07906	R08118
MNXR111698	true	5.5.1.7	rxn07907	R08119
MNXR111699	true	3.1.1.45	rxn07908	R08120
MNXR111700	true	3.1.1.45	rxn07909	R08121
MNXR111701	ambiguous	1.3.1.-	rxn07910	R08122
MNXR111702	ambiguous	1.3.1.-	rxn07911	R08123
MNXR111705	ambiguous		rxn11512	R08126
MNXR111706	true	2.8.2.-	rxn11704	R08167
MNXR111744	true	1.14.-.-	rxn14354	
MNXR111745	true	4.4.1.-	rxn12019	R08170
MNXR111751	true	3.1.2.2	rxn11714	R08179
MNXR111752	true	3.1.2.2	rxn11715	R08180
MNXR111753	true	3.1.2.2	rxn11716	R08181
MNXR111754	true	3.1.2.2	rxn11717	R08182
MNXR111758	true	3.1.2.-	rxn11721	R08186
MNXR111759	true	3.1.2.-	rxn11722	R08187
MNXR111760	true	3.1.2.-	rxn11723	R08188
MNXR111761	true	3.1.2;3.1.2.-	rxn11724	R08189
MNXR111762	true	3.1.2.-	rxn11725	R08190
MNXR111763	true	3.1.2.-	rxn11726	R08191
MNXR111764	true	3.1.2.-	rxn11727	R08192
MNXR111781	true	1.1.1;1.1.1.-	rxn11745	R08214
MNXR111782	true	1.1.1.-	rxn11746	R08215
MNXR111783	NA	6.1.1.11	rxn11747	R08218
MNXR111784	true	3.5.4.5	rxn11749	R08221
MNXR111786	true	2.4.2.4	rxn11750	R08222
MNXR111787	NA	2.7.1.164	rxn11751	R08223
MNXR111789	NA	1.14.14.1	rxn12024	R08225
MNXR111790	true	2.4.2.3	rxn11757	R08229
MNXR111791	true	2.7.1.48	rxn11760	R08232
MNXR111793	true	2.4.2.8	rxn11766	R08238
MNXR111797	true	2.7.4.-	rxn12025	R08241
MNXR111799	true	2.3.1.5	rxn11776	R08248
MNXR111804	true	2.3.1.5	rxn11778	R08250
MNXR111806	true		rxn11779	R08251
MNXR111807	true		rxn11780	
MNXR111808	true		rxn11781	R08253
MNXR111809	true		rxn11782	R08254
MNXR111810	true	3.1.1.1	rxn12028	R08255
MNXR111811	ambiguous	1.14.13.-;1.14.14.1	rxn11784	R08256
MNXR111812	NA	1.14.13.-;1.14.14.1	rxn12029	R08257
MNXR111813	true	3.1.1.1	rxn12030	R08258
MNXR111814	true	2.4.1.17	rxn11787	R08259
MNXR111815	true	3.2.1.31	rxn11788	R08260
MNXR111816	true	2.4.1.17	rxn11789	R08261
MNXR111817	true	2.4.1.17	rxn11790	R08262
MNXR111818	true	2.4.1.17	rxn11791	R08263
MNXR111819	NA	1.14.13.-;1.14.14.1	rxn12031	R08264
MNXR111820	NA	1.14.14.1	rxn12032	R08265
MNXR111821	true	1.14.13.8	rxn11794	R08266
MNXR111822	true	1.14.13.-;1.14.14.1	rxn11795	R08267
MNXR111823	ambiguous	1.14.13.-;1.14.14.1	rxn11796	R08268
MNXR111824	ambiguous	1.14.13.-;1.14.14.1	rxn11797	R08269
MNXR111825	true	1.14.14.1	rxn11798	R08270
MNXR111826	true	1.14.13.-;1.14.14.1	rxn11799	R08271
MNXR111827	ambiguous	1.14.13.-;1.14.14.1	rxn11800	R08272
MNXR111828	true	3.1.2.-	rxn11801	R08273
MNXR111829	true	1.14.13.-;1.14.14.1	rxn11802	R08274
MNXR111830	true	1.14.13.-;1.14.14.1	rxn11803	R08275
MNXR111831	ambiguous	1.14.13.-;1.14.14.1	rxn11804	R08276
MNXR111832	ambiguous	1.14.13.-;1.14.14.1	rxn11805	R08277
MNXR111833	true		rxn11806	R08278
MNXR111834	true		rxn11807	R08279
MNXR111835	true	2.5.1.18	rxn11808	R08280
MNXR111836	true	1.1.1.1	rxn11809	R08281
MNXR111837	true	1.2.1.5	rxn11810	R08282
MNXR111838	true	1.2.1.5	rxn11811	R08283
MNXR111839	ambiguous		rxn11812	R08284
MNXR111840	true	1.14.13.-;1.14.14.1	rxn11813	R08285
MNXR111841	ambiguous	1.14.13.-;1.14.14.1	rxn11814	R08286
MNXR111842	ambiguous	1.14.13.-;1.14.14.1	rxn11815	R08287
MNXR111843	true		rxn11816	R08288
MNXR111844	true		rxn11817	R08289
MNXR111845	ambiguous		rxn11818	R08290
MNXR111846	ambiguous		rxn11819	R08291
MNXR111847	ambiguous		rxn11820	R08292
MNXR111848	ambiguous	1.14.13.-;1.14.14.1	rxn11821	R08293
MNXR111849	ambiguous		rxn11824	R08296
MNXR111850	ambiguous		rxn11825	R08297
MNXR111851	ambiguous		rxn11826	R08298
MNXR111852	ambiguous		rxn11827	R08299
MNXR111853	ambiguous		rxn11829	R08301
MNXR111854	ambiguous		rxn12034	R08302
MNXR111855	true	1.14.13.-;1.14.14.1	rxn11831	R08303
MNXR111856	true	1.14.13.-;1.14.14.1	rxn11832	R08304
MNXR111857	true		rxn12035	R08305
MNXR111858	true	1.1.1.1	rxn11834	R08306
MNXR111859	true	1.2.1.5	rxn11835	R08307
MNXR111860	true		rxn12036	R08308
MNXR111861	true		rxn11837	R08309
MNXR111862	true	1.1.1.1	rxn11838	R08310
MNXR111863	true		rxn12037	R08311
MNXR111864	true	1.14.13.-;1.14.14.1	rxn11840	R08312
MNXR111865	true	1.14.13.-;1.14.14.1	rxn11841	R08313
MNXR111866	true	3.3.2.-	rxn11842	R08314
MNXR111867	ambiguous		rxn11843	R08315
MNXR111868	ambiguous		rxn11844	R08316
MNXR111869	ambiguous		rxn11845	R08317
MNXR111870	ambiguous	1.14.13.-;1.14.14.1	rxn11846	R08318
MNXR111871	ambiguous		rxn11847	R08319
MNXR111872	ambiguous		rxn11848	R08320
MNXR111873	ambiguous		rxn11849	R08321
MNXR111874	ambiguous		rxn11850	R08322
MNXR111875	ambiguous	1.14.13.-;1.14.14.1	rxn11851	R08324
MNXR111876	true	1.14.13.-;1.14.14.1	rxn11852	R08325
MNXR111877	true	1.14.13.-;1.14.14.1	rxn11853	R08326
MNXR111878	true	1.14.13.-;1.14.14.1	rxn11854	R08327
MNXR111879	true		rxn11855	R08328
MNXR111881	ambiguous		rxn11857	R08330
MNXR111884	ambiguous		rxn11860	R08333
MNXR111885	ambiguous		rxn11861	R08334
MNXR111886	ambiguous		rxn11862	R08335
MNXR111887	ambiguous		rxn11863	R08336
MNXR111888	ambiguous		rxn11864	R08337
MNXR111889	ambiguous		rxn11865	R08338
MNXR111892	ambiguous	1.14.13.-;1.14.14.1	rxn11868	R08341
MNXR111893	ambiguous	1.14.13.-;1.14.14.1	rxn11869	R08342
MNXR111894	ambiguous	1.14.13.-;1.14.14.1	rxn11870	R08343
MNXR111895	ambiguous	1.14.14.1	rxn11871	R08344
MNXR111896	ambiguous	1.14.14.1	rxn11872	R08345
MNXR111897	true	1.4.3.4	rxn12038	R08346
MNXR111898	true	1.4.3.4	rxn12039	R08347
MNXR111899	true	3.5.1.-	rxn12040	R08350
MNXR111900	true	3.5.1.-	rxn12041	R08351
MNXR111901	true	6.3.1.9	rxn12042	R08352
MNXR111902	true	6.3.1.9	rxn12043	R08353
MNXR111903	true	6.3.1.9	rxn12044	R08354
MNXR111904	true	6.3.1.9	rxn12045	R08355
MNXR111905	true	1.8.1.12	rxn12046	R08356
MNXR111906	true	1.8.1.12	rxn12047	R08357
MNXR111907	true		rxn12048	R08358
MNXR111908	NA	1.11.1.-;1.11.1.15	rxn12050	R08360
MNXR111909	NA		rxn12051	R08361
MNXR111910	true	1.11.1.15	rxn12052	R08362
MNXR111911	NA	1.17.4.1	rxn12054	R08364
MNXR111913	true	2.7.1.-;2.7.1.69	rxn11878	R08366
MNXR111914	true	2.7.1.-;2.7.1.69	rxn11879	R08367
MNXR111915	true	2.4.1.118	rxn11880	R08369
MNXR111917	ambiguous		rxn12055	R08371
MNXR111922	true		rxn11887	R08376
MNXR111923	ambiguous		rxn11888	R08377
MNXR111924	ambiguous		rxn11889	R08378
MNXR111925	true	1.1.1;1.1.1.-	rxn11891	R08380
MNXR111926	true	2.3.1.76	rxn11892	R08381
MNXR111928	true	1.1.1.-	rxn11894	R08383
MNXR111929	true	1.2.3.1;1.2.3.11	rxn11895	R08384
MNXR111932	NA	2.3.1.135	rxn11897	R08387
MNXR111934	true	2.3.1.135	rxn11899	R08389
MNXR111935	true	1.14.13.-;1.14.14.1;1.14.15.3	rxn11900	R08390
MNXR111936	true	1.14.13.-;1.14.14.1	rxn11901	R08391
MNXR111937	true	1.14.13.-;1.14.14.1	rxn11902	R08392
MNXR111938	ambiguous		rxn11903	R08393
MNXR111939	ambiguous		rxn11904	R08394
MNXR111942	ambiguous		rxn11907	R08397
MNXR111943	ambiguous		rxn11908	R08398
MNXR111944	ambiguous		rxn11909	R08399
MNXR111946	ambiguous		rxn11910	R08401
MNXR111948	true	4.3.2.4	rxn11912	R08403
MNXR111949	true	2.7.1.61	rxn11913	R08404
MNXR111950	true	2.7.1.61	rxn11914	R08405
MNXR111951	true	2.7.1.61	rxn11915	R08406
MNXR111952	true	2.7.1.61	rxn11916	R08407
MNXR111953	true	1.2.3.1	rxn11917	R08408
MNXR111955	true		rxn12060	R08410
MNXR111956	ambiguous		rxn12061	R08411
MNXR111957	ambiguous		rxn12062	R08412
MNXR111958	ambiguous		rxn12063	R08413
MNXR111959	ambiguous		rxn12064	R08414
MNXR111960	ambiguous		rxn12065	R08415
MNXR111961	ambiguous		rxn12066	R08416
MNXR111962	ambiguous		rxn12067	R08417
MNXR111963	ambiguous		rxn12068	R08418
MNXR111964	ambiguous		rxn12069	R08419
MNXR111965	ambiguous		rxn12070	R08420
MNXR111966	ambiguous		rxn12071	R08421
MNXR111967	ambiguous		rxn12072	R08422
MNXR111968	ambiguous		rxn12073	R08423
MNXR111969	ambiguous		rxn12074	R08424
MNXR111970	ambiguous		rxn12075	R08425
MNXR111971	ambiguous		rxn12076	R08426
MNXR111972	ambiguous		rxn12077	R08427
MNXR111976	ambiguous		rxn12078	R08431
MNXR111978	NA	2.3.1.169	rxn12080	R08433
MNXR111979	true		rxn12081	R08434
MNXR111980	ambiguous		rxn12082	R08435
MNXR111981	ambiguous		rxn12083	R08436
MNXR111984	ambiguous		rxn12086	R08440
MNXR111986	true	2.1.1;2.1.1.-	rxn12087	R08441
MNXR111987	true	1.1.1.-	rxn12088	R08442
MNXR111988	ambiguous		rxn12089	R08443
MNXR111989	ambiguous		rxn12090	R08444
MNXR111990	ambiguous		rxn12091	R08445
MNXR111991	true	2.1.1.-	rxn12092	R08446
MNXR111992	ambiguous		rxn12093	R08447
MNXR111993	ambiguous		rxn12094	R08448
MNXR111994	true	2.1.1;2.1.1.-	rxn12095	R08449
MNXR111995	ambiguous		rxn12096	R08450
MNXR111997	ambiguous		rxn12098	R08452
MNXR111998	ambiguous		rxn12099	R08453
MNXR111999	ambiguous		rxn12100	R08454
MNXR112000	true	2.1.1.-	rxn12101	R08455
MNXR112001	ambiguous		rxn12102	R08456
MNXR112002	ambiguous		rxn12103	R08457
MNXR112003	ambiguous		rxn12104	R08458
MNXR112004	ambiguous		rxn12105	R08459
MNXR112005	ambiguous		rxn12106	R08460
MNXR112007	true	3.1.1.36	rxn13948	R08462
MNXR112008	ambiguous		rxn12108	R08463
MNXR112009	ambiguous		rxn12109	R08464
MNXR112010	true	2.1.1.-	rxn12110	R08465
MNXR112011	ambiguous		rxn12111	R08466
MNXR112012	true	2.1.1.-	rxn12112	R08467
MNXR112013	ambiguous	2.1.1.98	rxn12113	R08468
MNXR112014	ambiguous	2.1.1.98	rxn12114	R08469
MNXR112015	ambiguous		rxn12115	R08470
MNXR112016	ambiguous		rxn12116	R08471
MNXR112017	ambiguous		rxn12117	R08472
MNXR112018	ambiguous		rxn12118	R08473
MNXR112019	ambiguous		rxn12119	R08474
MNXR112020	ambiguous		rxn12120	R08475
MNXR112021	ambiguous		rxn12121	R08476
MNXR112022	ambiguous		rxn12122	R08477
MNXR112023	ambiguous		rxn12123	R08478
MNXR112024	ambiguous		rxn12124	R08479
MNXR112025	ambiguous		rxn12125	R08480
MNXR112026	ambiguous		rxn12126	R08481
MNXR112027	ambiguous		rxn12127	R08482
MNXR112029	ambiguous		rxn12128	R08484
MNXR112030	ambiguous	1.3.-.-	rxn12129	R08485
MNXR112031	ambiguous	1.5.-.-	rxn12130	R08486
MNXR112032	ambiguous		rxn12131	R08487
MNXR112033	ambiguous		rxn12132	R08488
MNXR112034	ambiguous	1	rxn12133	R08489
MNXR112035	ambiguous		rxn12134	R08490
MNXR112036	ambiguous		rxn12135	R08491
MNXR112037	true		rxn14101	R08492
MNXR112038	true		rxn14213	R08494
MNXR112039	ambiguous		rxn12138	R08495
MNXR112040	ambiguous		rxn12139	R08496
MNXR112041	ambiguous		rxn12140	R08497
MNXR112042	ambiguous		rxn12141	R08498
MNXR112044	ambiguous		rxn12143	R08500
MNXR112045	ambiguous		rxn12144	R08501
MNXR112046	ambiguous		rxn12145	R08502
MNXR112049	ambiguous		rxn12149	R08506
MNXR112050	ambiguous		rxn12150	R08507
MNXR112051	ambiguous		rxn12151	R08508
MNXR112052	ambiguous		rxn12152	R08509
MNXR112053	true	1.5.1;1.5.1.-	rxn12153	R08510
MNXR112054	true	2.5.1.18	rxn12154	R08511
MNXR112055	true	2.5.1.18	rxn12155	R08512
MNXR112056	ambiguous		rxn12156	R08513
MNXR112057	true	2.7.1.62	rxn12157	R08514
MNXR112066	true	1.8.99.2	rxn11934	R08553
MNXR112092	true	1.1.1;1.1.1.1	rxn12191	R08558
MNXR112093	true	2.7.1.192;2.7.1.69	rxn14191	R08559
MNXR112094	true		rxn13997	R08560
MNXR112095	true		rxn14398	R08561
MNXR112096	true		rxn14336	R08562
MNXR112097	true		rxn14016	R08563
MNXR112099	NA	1.2.7.7	rxn14152	R08566
MNXR112104	NA	1.2.7.5	rxn14108	R08571
MNXR112107	true	2.2.1.2	rxn01333	R01827
MNXR112108	NA	6.1.1.27	rxn14309	R08576
MNXR112110	NA	6.1.1.26	rxn14187	R08578
MNXR112111	redox	1.14.-.-	rxn14251	R08579
MNXR112116	true	1.1.1.272	rxn14302	R08590
MNXR112119	true	5.1.3;5.1.3.-	rxn14112	R08597
MNXR112123	NA	3.1.2.22	rxn14027	R08602
MNXR112125	true	1.14.13.-	rxn14082	R08604
MNXR112126	redox	2.5.1.-	rxn14001	R08605
MNXR112128	true	1.14.-.-	rxn14107	R08607
MNXR112131	true	1.14.11.6	rxn14323	R08610
MNXR112132	true	1.14.11.6	rxn13969	R08611
MNXR112134	NA	3.2.1.25	rxn14256	R08613
MNXR112136	true	2.4.1.166	rxn13958	R08616
MNXR112142	true	2.6.1.-	rxn14118	R08622
MNXR112146	true	2.6.1.-	rxn14384	R08626
MNXR112150	true	2.6.1.-	rxn14175	R08630
MNXR112158	true	2.6.1.-	rxn14125	R08638
MNXR112162	true	2.6.1.-	rxn14290	R08643
MNXR112166	true	2.6.1.-	rxn14055	R08647
MNXR112169	true	1.14.-.-	rxn14259	R08653
MNXR112170	true	4.4.1;4.4.1.-	rxn14068	R08654
MNXR112171	true	1.14.13.-	rxn14127	R08655
MNXR112174	true	1.14.-.-	rxn14331	R08659
MNXR112175	true	4.4.1.-	rxn14130	R08660
MNXR112176	true	2.4.1.195	rxn14194	R08661
MNXR112177	ambiguous	2.8.2.-;2.8.2.d	rxn14133	R08669
MNXR112185	true	1.14.13.-	rxn13986	R08670
MNXR112186	true	2.8.2.-	rxn14281	R08688
MNXR112205	NA	1.17.7.1	rxn14070	R08689
MNXR112206	ambiguous		rxn14188	R08690
MNXR112289	true	1.3.3.8	rxn13952	R08795
MNXR112297	true	2.1.1.-	rxn14387	R08803
MNXR112298	true	2.1.1;2.1.1.-	rxn14199	R08804
MNXR112302	true	2.3.1;2.3.1.217	rxn14284	R08808
MNXR112307	true	2.4.1;2.4.1.-	rxn13967	R08813
MNXR112308	true	2.4.1;2.4.1.-	rxn14103	R08814
MNXR112309	true	1.14.13.11	rxn14020	R08815
MNXR112310	true	2.4.1;2.4.1.-	rxn14249	R08816
MNXR112311	true	2.4.1;2.4.1.-	rxn14206	R08817
MNXR112316	true	2.4.1;2.4.1.-	rxn14075	R08822
MNXR112318	true	2.4.1.-	rxn13970	R08824
MNXR112322	true	1.10.3;1.10.3.-	rxn14223	R08828
MNXR112324	true	2.4.1;2.4.1.-	rxn13960	R08830
MNXR112326	true	1.10.3;1.10.3.-	rxn13968	R08832
MNXR112331	true	1.14.13.-	rxn14134	R08838
MNXR112333	NA	1.14.14.-	rxn14166	R08840
MNXR112334	NA	1.14.14.-	rxn14110	R08841
MNXR112337	true	2.7.1.-	rxn14189	R08844
MNXR112338	false	2.7.7.64	rxn14361	R08845
MNXR112343	true	3.4.17.8	rxn14135	R08850
MNXR112348	true	6.3.5.-	rxn14368	R08855
MNXR112350	true	2.4.1.-	rxn14115	R08857
MNXR112351	true	2.4.1.-	rxn13955	R08858
MNXR112352	true	2.4.1.210	rxn14140	R08859
MNXR112360	true	2.7.8.23	rxn14060	R08868
MNXR112361	true	2.7.8.23	rxn14022	R08869
MNXR112363	true	2.3.1.183	rxn14043	R08871
MNXR112364	true		rxn13979	R08872
MNXR112368	true	3.1.1	rxn14181	R08876
MNXR112415	true	6.4.1.3	rxn14157	R08924
MNXR112417	true	1.1.1.122	rxn14044	R08926
MNXR112427	true	2.1.3.10	rxn14098	R08936
MNXR112430	NA	2.3.1.184	rxn14374	R08940
MNXR112432	true	3.1.6.2	rxn14180	R08941
MNXR112433	true	3.1.6.2	rxn14238	R08942
MNXR112435	true	1.1.1.62	rxn14007	R08945
MNXR112437	true	2.4.1.246	rxn14357	R08947
MNXR112439	NA	1.14.15.4	rxn14247	R08949
MNXR112444	true	1.3.1.22;1.3.1.30	rxn14322	R08954
MNXR112445	true	1.1.1.213	rxn14176	R08955
MNXR112447	true	1.1.1.149	rxn14177	R08958
MNXR112448	true	1.1.1.149	rxn14179	R08959
MNXR112449	true	1.1.1.213	rxn14375	R08960
MNXR112451	true	2.7.1.162	rxn14093	R08962
MNXR112454	true	1.14.18.-	rxn14143	R08965
MNXR112457	NA	2.7.8.27	rxn14381	R08969
MNXR112459	true	1.14.20.2	rxn14081	R08972
MNXR112460	true	2.1.1.241	rxn14217	R08973
MNXR112467	true	1.1.1.62	rxn14276	R08980
MNXR114354	true	1.1.1.-	rxn04291	R06429
MNXR115045	NA	2.1.1.62	rxn06484	R03788
MNXR115079	true	2.3.1.99	rxn01572	R02195
MNXR115189	true	2.7.1.79	rxn00767	R01044
MNXR115302	true	3.1.4.42	rxn01916	R02648
MNXR115549	true	3.5.1.79	rxn03503	R05167
MNXR115621	true	4.99.1.5	rxn07453	
MNXR115761	NA	3.1.6.1;3.1.6.8	rxn06798	R04856
MNXR115884	NA	1.2.2.1	rxn02254	
MNXR115897	NA	2.8.2.11	rxn06558	R04017
MNXR115903	true	6.3.2.18	rxn01552	
MNXR116276	true	2.3.1.184	rxn13855	
MNXR117266	true	2.5.1.20;2.5.1.92	rxn06529	R08400
MNXR117276	true	5.1.3	rxn03816	R05527
MNXR117632	true	1.3.1.44;1.3.99.3	rxn10010	
MNXR118217	true	1.14.13.88	rxn06166	R02443
MNXR118472	true	2.4.1.240	rxn04628	R06813
MNXR122525	ambiguous		rxn04192	R06319
MNXR123129	true		rxn13394	
MNXR123354	true	3.4.13.18	rxn12637	
MNXR123640	true		rxn13211	
MNXR123649	true	2.3.1;2.3.1.1	rxn05457	
MNXR123941	true		rxn13811	
MNXR123955	true		rxn12540	
MNXR123956	true		rxn12578	
MNXR123959	true		rxn13920	
MNXR123971	true		rxn12613	
MNXR124013	true		rxn11229	
MNXR124035	true		rxn09172	
MNXR124828	true	1.14;1.14.13.13;1.14.13.15	rxn02578	R03610
MNXR125235	true		rxn09008	
MNXR125288	true		rxn13345	
MNXR125322	true		rxn02372	
MNXR129847	true	3.4.11.2;3.4.13	rxn12847	
MNXR130163	true	1.14.13.41	rxn00523	R00730
MNXR130550	NA	1.3.8.1;1.3.8.4;1.3.8.7	rxn12286	
MNXR131026	true	3.7.1.3	rxn13182	
MNXR131967	true	1.2.1.13;1.2.1.59;1.2.1.9	rxn11025	
MNXR132557	true	6.3.2.11	rxn00864	R01164
