MNX_ID	Balance	EC	Source	kegg
MNXR109306	true		rxn06849	R05080
MNXR109307	true	2.7.8.20	rxn06850	R05081
MNXR109308	true	2.4.1.-	rxn11646	R05083
MNXR109310	true	4.1.1.-	rxn03447	R05087
MNXR109311	true		rxn03448	
MNXR109312	ambiguous		rxn03449	R05089
MNXR109313	ambiguous		rxn03450	R05090
MNXR109315	true	1.14.11;1.14.11.12	rxn03453	R05097
MNXR109319	NA	1.6.2.4	rxn06853	R05102
MNXR109320	NA		rxn06855	R05106
MNXR109321	true	2.4.1.37	rxn06856	R05107
MNXR109322	true	6.3.4.10;6.3.4.11;6.3.4.15;6.3.4.9	rxn06864	R05145
MNXR109353	ambiguous	2.3.1.241	rxn06865	R05146
MNXR109358	true		rxn03493	R05153
MNXR109364	ambiguous	2.3.1.153	rxn06868	R05163
MNXR109365	true	2.4.1.208	rxn06869	R05164
MNXR109375	true	4.2.1.98	rxn03510	R05174
MNXR109376	true	5.1.1.16	rxn06870	R05175
MNXR109381	NA	1.18.6.1	rxn06874	R05185
MNXR109391	true	2.7.1.193;2.7.1.69	rxn06883	R05199
MNXR109393	true	2.3.2.-	rxn03523	R05207
MNXR109394	true	1.3.1.56	rxn03556	R05241
MNXR109418	true	1.1.1;1.3.1.-	rxn03557	R05243
MNXR109420	true	1.13.11.39	rxn03559	R05245
MNXR109421	true	1.13.11.66	rxn03560	R05246
MNXR109425	true		rxn03564	R05250
MNXR109426	ambiguous		rxn03565	R05251
MNXR109427	ambiguous	1.2.-.-	rxn03566	R05252
MNXR109428	true	1.13.11.-	rxn03569	R05256
MNXR109430	true	1.13.11.-	rxn03570	R05257
MNXR109434	true	1.14.12.18	rxn03573	R05261
MNXR109435	true	1.14.12.18	rxn03574	R05262
MNXR109437	true	1.14.12.18	rxn03576	R05264
MNXR109438	ambiguous	1.14.-.-	rxn03577	R05265
MNXR109439	true	1.14.13.-;1.14.13.dv	rxn03578	R05266
MNXR109440	true	2.5.1.-	rxn06893	R05267
MNXR109441	ambiguous	1.7.1.-	rxn03589	R05277
MNXR109450	true	1.13.11.-	rxn03590	R05278
MNXR109451	ambiguous	1.14.12.-	rxn03591	R05279
MNXR109452	ambiguous	1.14.12.-	rxn03592	R05280
MNXR109459	true	1.2.1.28;1.2.1.7	rxn03601	R05289
MNXR109460	true	1.14.12.-	rxn03603	R05291
MNXR109462	true	1.14.12;1.14.12.-	rxn03606	R05294
MNXR109463	true	1.13.11.1	rxn03611	R05299
MNXR109464	true	5.5.1.1;5.5.1.7	rxn03612	R05300
MNXR109466	true		rxn03614	R05302
MNXR109467	true		rxn03615	R05303
MNXR109468	true	2.7.1.77	rxn03616	R05304
MNXR109487	true	2.5.1.46	rxn06900	R05329
MNXR109491	NA	2.3.1.158	rxn06901	R05333
MNXR109492	true	1.4.3.21;1.4.3.22;1.4.3.6	rxn03639	R05334
MNXR109493	true		rxn03640	R05335
MNXR109494	true	2.8.3;2.8.3.-	rxn03641	R05336
MNXR109496	true	5.3.1.27	rxn03644	R05339
MNXR109497	ambiguous		rxn03647	R05344
MNXR109498	ambiguous		rxn03648	R05345
MNXR109500	true	1.1.1.90	rxn03650	R05348
MNXR109503	true	1.1.1.-	rxn03653	R05351
MNXR109505	true	1.3.1.19	rxn03655	R05354
MNXR109506	true	1.3.1.32	rxn06904	R05355
MNXR109507	true	3.5.2;3.5.2.-	rxn03657	R05356
MNXR109509	true	3.5.5.7	rxn03659	R05358
MNXR109510	NA	3.7.1.-	rxn06905	R05363
MNXR109515	true	3.7.1;3.7.1.-	rxn03665	R05364
MNXR109517	true	3.7.1.-	rxn03667	R05366
MNXR109518	true	3.8.1.5	rxn03668	R05367
MNXR109519	true	3.8.1.5	rxn03669	R05368
MNXR109520	true	3.8.1.5	rxn03670	R05369
MNXR109521	ambiguous	3.8.1.5	rxn03671	R05370
MNXR109522	true	3.8.1.-	rxn06906	R05371
MNXR109523	true	3.8.1.-	rxn06907	R05372
MNXR109524	true	2.3.1.226;4.1.1.9	rxn03674	R05373
MNXR109525	true	4.1.1.55	rxn03676	R05375
MNXR109526	true	4.5.1.-	rxn03685	R05384
MNXR109534	true	1.3.-.-	rxn06911	R05398
MNXR109548	true	1.7.1.-	rxn03700	R05400
MNXR109549	true	1.7.1.-	rxn03701	R05401
MNXR109550	true	2.5.1.-	rxn03702	R05402
MNXR109551	true	2.5.1.-	rxn03703	R05403
MNXR109552	true	1.13.11.2	rxn03704	R05404
MNXR109554	true	1.13.11.2	rxn03706	R05406
MNXR109556	true	1.13.11.-	rxn03708	R05408
MNXR109558	true	1.13.11.-	rxn03710	R05410
MNXR109564	true	1.13.11.-	rxn03716	R05416
MNXR109565	true	1.14.12.-	rxn03717	R05417
MNXR109566	true	1.14.13.-	rxn11653	R05418
MNXR109569	true	3.1.8.1	rxn03721	R05421
MNXR109570	true	1.14.12.-;1.14.12.12;1.14.13	rxn11654	R05422
MNXR109571	true	1.14.12;1.14.12.12	rxn11655	R05423
MNXR109572	ambiguous	1.14.12.12	rxn03724	R05424
MNXR109573	true	1.14.12.12	rxn11656	R05425
MNXR109574	true	1.14.12.12	rxn11657	R05426
MNXR109575	true	1.14.12.12	rxn03727	R05427
MNXR109576	true	1.14.12.-	rxn03728	R05428
MNXR109577	true	1.14.12;1.14.12.-	rxn03729	R05429
MNXR109578	ambiguous	1.14.12.-	rxn03730	R05430
MNXR109579	ambiguous	1.14.12.-	rxn03731	R05431
MNXR109580	ambiguous	1.14.12.-	rxn03732	R05432
MNXR109581	ambiguous	1.14.12.-	rxn03733	R05433
MNXR109588	true	1.14.12.-	rxn03740	R05440
MNXR109589	true	1.14.13.20;1.14.13.7	rxn03741	R05441
MNXR109590	true	1.14.13.-	rxn03742	R05442
MNXR109591	true	1.14.13.69	rxn03744	R05444
MNXR109592	true		rxn03745	R05445
MNXR109595	true	1.14.13.-	rxn03748	R05448
MNXR109597	true	1.14.13.-	rxn03750	R05450
MNXR109598	true	6.2.1;6.2.1.-	rxn03751	R05451
MNXR109599	true	6.2.1.-	rxn03752	R05452
MNXR109601	true		rxn03754	R05454
MNXR109602	true		rxn03755	R05455
MNXR109612	ambiguous		rxn03767	R05470
MNXR109614	ambiguous		rxn03769	R05472
MNXR109615	true		rxn03775	R05478
MNXR109621	NA		rxn06928	R05512
MNXR109649	true		rxn03804	R05515
MNXR109650	true		rxn03805	R05516
MNXR109652	true		rxn03808	R05519
MNXR109660	ambiguous		rxn03822	R05533
MNXR109661	ambiguous		rxn03823	R05534
MNXR109662	true		rxn03824	R05535
MNXR109663	ambiguous		rxn03825	R05536
MNXR109664	true		rxn03826	
MNXR109665	true		rxn03827	R05538
MNXR109666	ambiguous		rxn06931	R05539
MNXR109667	true		rxn03829	R05540
MNXR109668	true		rxn03830	R05541
MNXR109669	true		rxn03831	R05542
MNXR109670	true		rxn03832	R05543
MNXR109671	true		rxn03833	R05544
MNXR109672	true		rxn11658	R05545
MNXR109673	true		rxn03835	R05546
MNXR109674	true		rxn03836	R05547
MNXR109675	true	3.1.8.1	rxn03837	R05548
MNXR109681	true	3.5.2.15	rxn03847	R05561
MNXR109683	true	1.14.15.-	rxn03850	R05564
MNXR109684	true	1.14.15.-	rxn03851	R05565
MNXR109686	true	1.14.15.-	rxn03853	R05567
MNXR109687	true	1.14.15.-	rxn03854	R05568
MNXR109688	true	3.8.1.8	rxn03855	R05569
MNXR109689	true	2.7.1.200;2.7.1.69	rxn06934	R05570
MNXR109690	true	3.8.1.-	rxn06935	R05572
MNXR109691	true	3.5.4.-;3.5.99	rxn03858	R05573
MNXR109692	true	3.5.4.-	rxn03859	R05574
MNXR109693	true	1.1.1.35	rxn03860	R05575
MNXR109694	true	1.1.1.157	rxn03861	R05576
MNXR109696	true	2.4.99.1	rxn03862	R05580
MNXR109697	true	1.1.1.-	rxn03864	R05582
MNXR109699	NA	1.3.8.3;1.3.99.21	rxn06940	R05584
MNXR109700	ambiguous	1.4.-.-	rxn03865	R05585
MNXR109701	true	2.3.1.-;2.3.1.M17	rxn03867	R05587
MNXR109702	true	3.5.1.4	rxn03869	R05590
MNXR109703	true	3.5.5.1	rxn03870	R05591
MNXR109704	true	3.1.2.-	rxn03871	R05592
MNXR109706	true	4.2.1.17	rxn03874	R05595
MNXR109707	true	4.2.1.84	rxn03875	R05596
MNXR109708	true	4.2.1.-	rxn03879	R05600
MNXR109709	true	4.2.1.-	rxn03880	R05601
MNXR109710	true	4.2.1.-	rxn03881	R05602
MNXR109711	true		rxn03888	R05609
MNXR109712	true		rxn03889	R05610
MNXR109713	true	2.5.1.-	rxn12008	R05611
MNXR109714	true	2.1.1.64	rxn11946	R05614
MNXR109716	NA	3.1.1.14	rxn03895	R05618
MNXR109718	true	6.2.1.-	rxn03896	R05620
MNXR109719	true	1.14.12.10	rxn03898	R05622
MNXR109727	true	3.5.1.88	rxn06947	R05635
MNXR109730	NA	5.1.2.-	rxn03914	R05642
MNXR109734	NA	4.1.2.-	rxn03920	R05648
MNXR109735	true	1.2.1.-	rxn03921	R05649
MNXR109736	true	1.13.11.-	rxn03922	R05650
MNXR109739	true	1.14.13.-	rxn03925	R05653
MNXR109740	true	1.14.13.-	rxn03926	R05654
MNXR109741	true	1.14.13.-	rxn03927	R05655
MNXR109742	true		rxn03928	R05656
MNXR109743	NA	2.1.1.-	rxn06948	R05657
MNXR109744	true	3.3.2.-	rxn03929	R05658
MNXR109745	true	1.2.1.28;1.2.1.7	rxn03934	R05663
MNXR109746	true	1.2.1.28;1.2.1.7	rxn03935	R05664
MNXR109747	ambiguous		rxn03937	R05666
MNXR109748	NA	2.-.-.-	rxn03940	R05670
MNXR109751	NA		rxn03945	R05675
MNXR109756	true	2.1.1.38	rxn03946	R05676
MNXR109757	true		rxn03947	R05677
MNXR109786	true	1.14.13.69	rxn03994	R05729
MNXR109787	true	1.14.13.69	rxn03995	R05730
MNXR109829	NA	3.6.1.52	rxn06967	R05777
MNXR109830	true	1.13.11.46	rxn04029	R05778
MNXR109833	NA	3.5.1.87	rxn06968	R05782
MNXR109840	true	3.1.1.77	rxn06969	R05792
MNXR109841	NA	3.1.1.74	rxn06970	R05793
MNXR109842	NA	2.7.8.24	rxn06971	R05794
MNXR109856	NA	1.3.7.2	rxn06981	R05818
MNXR109857	NA	1.3.7.3	rxn06982	R05819
MNXR109858	true	2.7.1.198;2.7.1.69	rxn06983	R05820
MNXR109876	true	2.6.1.31;2.6.1.54	rxn04071	R05839
MNXR109877	ambiguous		rxn11664	R05840
MNXR109878	true	3.3.2.10	rxn04074	R05842
MNXR109879	true	1.13.11.-	rxn06984	R05843
MNXR109880	true		rxn04076	R05844
MNXR109881	true		rxn04077	R05845
MNXR109882	true		rxn04078	R05846
MNXR109883	true		rxn04079	R05847
MNXR109884	true		rxn04080	R05848
MNXR109885	ambiguous		rxn04081	R05849
MNXR109886	ambiguous		rxn04083	R05852
MNXR109887	true		rxn04084	
MNXR109888	true		rxn04085	
MNXR109892	true		rxn04089	R05858
MNXR109893	true		rxn04090	
MNXR109894	ambiguous		rxn04091	R05860
MNXR109897	true		rxn04097	R05866
MNXR109898	ambiguous		rxn04098	R05867
MNXR109899	ambiguous		rxn06988	R05868
MNXR109900	true		rxn04100	
MNXR109901	true		rxn04101	R05870
MNXR109902	ambiguous		rxn04102	R05871
MNXR109903	ambiguous		rxn04103	R05872
MNXR109904	true		rxn04104	R05873
MNXR109905	true		rxn04105	R05874
MNXR109912	true	2.1.1	rxn04111	R05881
MNXR109916	ambiguous		rxn04115	R05886
MNXR109917	ambiguous		rxn04116	R05887
MNXR109918	ambiguous		rxn04117	R05888
MNXR109919	ambiguous		rxn04118	R05889
MNXR109920	ambiguous		rxn04119	R05890
MNXR109921	ambiguous		rxn04120	R05891
MNXR109922	ambiguous		rxn04121	R05892
MNXR109923	ambiguous		rxn04122	R05893
MNXR109924	ambiguous		rxn04123	R05894
MNXR109925	true		rxn04124	
MNXR109926	ambiguous		rxn04125	R05896
MNXR109927	true		rxn04126	
MNXR109928	true		rxn04127	
MNXR109929	ambiguous		rxn04128	R05899
MNXR109930	ambiguous		rxn04129	R05900
MNXR110010	NA	3.2.1.144	rxn07021	R06054
MNXR110012	true		rxn04132	R06063
MNXR110029	true	1.4.3.1;1.4.3.11;1.4.3.2;1.4.3.3;1.4.3.7	rxn07053	R06124
MNXR110032	ambiguous	4.3.1.17;4.3.1.18;4.3.1.19;4.3.1.20	rxn07054	R06131
MNXR110033	ambiguous	4.3.1.10;4.3.1.11;4.3.1.23;4.3.1.24;4.3.1.25;4.3.1.3;4.3.1.5;4.3.1.6;4.3.1.7;4.3.1.9	rxn04138	R06132
MNXR110034	NA	3.5.1.1;3.5.1.12;3.5.1.19;3.5.1.2;3.5.1.20;3.5.1.29;3.5.1.3;3.5.1.30;3.5.1.35;3.5.1.38;3.5.1.4;3.5.1.42;3.5.1.43;3.5.1.44;3.5.1.5;3.5.1.6	rxn07056	R06134
MNXR110036	NA	3.5.3.12;3.5.3.13;3.5.3.5;3.5.3.6;3.5.3.9	rxn07059	
MNXR110037	true	1.14.13.-	rxn04139	R06146
MNXR110040	true	1.4.3.21;1.4.3.6	rxn04140	R06154
MNXR110089	true		rxn04149	R06255
MNXR110090	ambiguous		rxn04150	R06256
MNXR110091	ambiguous		rxn04151	R06257
MNXR110108	NA	2.5.1.62	rxn04161	R06284
MNXR110109	true	1.3.1.33	rxn04162	R06286
MNXR110110	ambiguous		rxn04163	R06287
MNXR110111	ambiguous		rxn04164	R06288
MNXR110112	true	1.14.13.78	rxn04165	R06291
MNXR110113	true	1.14.13.78	rxn04166	R06292
MNXR110114	true	1.14.13.78	rxn04167	R06293
MNXR110117	true	1.14.13.79	rxn04170	R06296
MNXR110134	ambiguous		rxn04187	R06314
MNXR110135	ambiguous		rxn04188	R06315
MNXR110136	ambiguous		rxn04189	R06316
MNXR110137	ambiguous		rxn04190	R06317
MNXR110138	ambiguous		rxn04191	R06318
MNXR110140	ambiguous		rxn04193	R06320
MNXR110141	ambiguous		rxn04194	R06321
MNXR110142	true	1.14.11;1.14.11.12	rxn04195	R06322
MNXR110143	true	1.14.11;1.14.11.12	rxn04196	R06323
MNXR110144	ambiguous		rxn04197	R06324
MNXR110145	ambiguous		rxn04198	R06325
MNXR110146	redox	1.14.11;1.14.11.12	rxn04199	R06326
MNXR110147	ambiguous		rxn04200	R06327
MNXR110148	ambiguous		rxn04201	R06328
MNXR110149	ambiguous		rxn04202	R06329
MNXR110150	ambiguous		rxn04203	R06330
MNXR110151	ambiguous		rxn04204	R06331
MNXR110152	ambiguous		rxn04205	R06332
MNXR110153	ambiguous		rxn04206	R06333
MNXR110154	ambiguous		rxn04207	R06334
MNXR110155	true	1.14.11	rxn04208	R06335
MNXR110156	true	1.14.11;1.14.11.15	rxn04209	R06336
MNXR110157	true	1.14.11;1.14.11.13	rxn04210	R06337
MNXR110158	true	1.14.11;1.14.11.13	rxn04211	R06338
MNXR110159	ambiguous		rxn04212	R06339
MNXR110160	ambiguous		rxn04213	R06340
MNXR110161	ambiguous		rxn04214	R06341
MNXR110162	redox	1.14.11.13	rxn04215	R06342
MNXR110163	redox	1.14.11.13	rxn04216	R06343
MNXR110164	redox	1.14.11.13	rxn04217	R06344
MNXR110165	redox	1.14.11.13	rxn04218	R06345
MNXR110166	ambiguous	1.14.11.-	rxn04219	R06346
MNXR110167	ambiguous	1.14.11.-	rxn04220	R06347
MNXR110168	ambiguous		rxn04221	R06348
MNXR110169	ambiguous	1.14.11.-	rxn04222	R06349
MNXR110170	ambiguous	1.14.11.-	rxn04223	R06350
MNXR110172	ambiguous	1.14.13.-	rxn04225	R06352
MNXR110173	ambiguous	1.14.13.-	rxn04226	R06353
MNXR110175	ambiguous	1.14.13.-	rxn04228	R06355
MNXR110176	ambiguous	1.14.13.-	rxn04229	R06356
MNXR110178	ambiguous		rxn04231	R06358
MNXR110179	ambiguous		rxn04232	R06359
MNXR110342	ambiguous		rxn04404	R06549
MNXR110343	ambiguous		rxn07114	R06550
MNXR110352	true	1.14.13.89	rxn04458	R06606
MNXR110389	true	2.4.1;2.4.1.-	rxn04549	R06717
MNXR110481	true	2.4.1	rxn04550	R06718
MNXR110545	true	2.8.2.28	rxn04624	R06809
MNXR110555	true	2.4.1.237	rxn04625	R06810
MNXR110556	true	2.4.2.35	rxn04626	R06811
MNXR110562	true	2.3.1.171	rxn04632	R06817
MNXR110563	true	2.4.1.-	rxn04633	R06818
MNXR110565	true	2.4.1.236	rxn04635	R06820
MNXR110566	true	2.3.1.115	rxn04636	R06821
MNXR110567	ambiguous		rxn04637	R06822
MNXR110568	ambiguous		rxn04638	R06823
MNXR110570	ambiguous		rxn04640	R06825
MNXR110571	true	2.4.1.236	rxn04641	R06826
MNXR110573	ambiguous	1.97.1.-	rxn04685	R06876
MNXR110605	ambiguous	1.97.1.-	rxn04686	R06877
MNXR110606	true	4.2.1;4.2.1.-	rxn04694	R06885
MNXR110614	true	1.3.-.-	rxn04695	R06886
MNXR110616	true	1.14.-.-	rxn04697	R06888
MNXR110617	true	1.1.1.-	rxn04700	R06891
MNXR110620	true	5.2.1	rxn04758	R06949
MNXR110673	true		rxn04759	R06950
MNXR110678	ambiguous		rxn04764	R06955
MNXR110681	ambiguous		rxn04767	R06958
MNXR110683	true	5.5.1;5.5.1.18	rxn04769	R06960
MNXR110684	ambiguous	1.14.99.30	rxn04770	R06961
MNXR110685	ambiguous		rxn07176	R06964
MNXR110686	true	3.5.4.43;3.5.99.3	rxn07177	R06966
MNXR110687	true	3.5.4.42;3.5.99.4	rxn04776	R06967
MNXR110690	true	3.5.4.-	rxn04779	R06970
MNXR110691	true	3.5.4.-	rxn04780	R06971
MNXR110692	true	3.5.4.-	rxn04781	R06972
MNXR110704	ambiguous		rxn04798	R06991
MNXR110705	ambiguous		rxn07178	R06992
MNXR110706	ambiguous		rxn04800	R06993
MNXR110707	ambiguous		rxn04801	R06994
MNXR110708	ambiguous		rxn04802	R06995
MNXR110709	ambiguous		rxn04803	R06996
MNXR110712	ambiguous		rxn04806	R06999
MNXR110713	true	1.14.13.-;1.14.14.1	rxn04807	R07000
MNXR110714	true	1.14.13.-;1.14.14.1	rxn04808	R07001
MNXR110715	true	2.5.1.18	rxn04809	R07002
MNXR110716	true	2.5.1.18	rxn04810	R07003
MNXR110717	true	2.5.1.18	rxn04811	R07004
MNXR110718	ambiguous		rxn04812	R07005
MNXR110719	ambiguous		rxn04813	R07006
MNXR110720	ambiguous		rxn04814	R07007
MNXR110721	ambiguous		rxn04815	R07008
MNXR110722	true		rxn04816	R07009
MNXR110723	true		rxn04817	R07010
MNXR110724	true		rxn04818	R07011
MNXR110725	true		rxn04819	R07012
MNXR110726	true	3.3.2.9	rxn04820	R07013
MNXR110727	true	3.3.2.9	rxn04821	R07014
MNXR110728	true	1.14.14.1	rxn04823	R07016
MNXR110729	ambiguous		rxn04824	R07017
MNXR110730	ambiguous		rxn04825	R07018
MNXR110731	ambiguous		rxn04826	R07019
MNXR110732	true	1.14.14.1	rxn04827	R07020
MNXR110733	true	1.14.13.-;1.14.14.1	rxn04828	R07021
MNXR110734	true	1.14.13.-;1.14.14.1	rxn04829	R07022
MNXR110735	true	2.5.1.18	rxn04830	R07023
MNXR110736	true	2.5.1.18	rxn04831	R07024
MNXR110737	true	2.5.1.18	rxn04832	R07025
MNXR110738	true	2.5.1.18	rxn04833	R07026
MNXR110739	true	3.3.2.9	rxn04834	R07027
MNXR110740	ambiguous		rxn04835	R07028
MNXR110741	ambiguous		rxn04836	R07029
MNXR110742	ambiguous		rxn04837	R07030
MNXR110743	true	3.3.2.-	rxn04838	R07031
MNXR110744	true	3.3.2.-	rxn04839	R07032
MNXR110746	true	1.11.1.9	rxn04841	R07035
MNXR110749	true	5.4.4.-	rxn04845	R07039
MNXR110750	true	5.4.4.-	rxn04846	R07040
MNXR110751	true	1.14.15.3	rxn04847	R07041
MNXR110752	true	1.14.14.1	rxn04848	R07042
MNXR110753	true	1.14.14.1	rxn04849	R07043
MNXR110754	true	1.14.14.1	rxn04850	R07044
MNXR110755	true	1.14.14.1	rxn04851	R07045
MNXR110756	true	1.14.13.-;1.14.14.1;1.14.15.3	rxn04852	R07046
MNXR110758	true	1.14.13.-;1.14.14.1	rxn04854	R07048
MNXR110759	true	1.13.11.-	rxn04855	R07049
MNXR110761	true	1.14.13.-;1.14.14.1	rxn04857	R07051
MNXR110762	true	1.14.13.-;1.14.14.1	rxn04858	R07052
MNXR110764	true	1.14.14.1	rxn04860	R07054
MNXR110765	true	1.14.13.-;1.14.14.1	rxn04861	R07055
MNXR110766	true	1.14.13.-;1.14.14.1	rxn04862	R07056
MNXR110768	true	1.1.1.271;5	rxn04865	R07059
MNXR110769	true	1.1.1.271	rxn04866	R07060
MNXR110773	NA	3.1.1.4	rxn07180	R07064
MNXR110774	true	1.14.13.-;1.14.14.1	rxn04869	R07066
MNXR110775	true		rxn04870	R07067
MNXR110776	true	1.14.13.-;1.14.14.1	rxn04871	R07068
MNXR110777	true	2.5.1.18	rxn04872	R07069
MNXR110778	true	2.5.1.18	rxn04873	R07070
MNXR110779	true	3.3.2.9	rxn04874	R07071
MNXR110780	true	3.3.2.9	rxn04875	R07072
MNXR110781	true		rxn04876	R07073
MNXR110782	true		rxn04877	R07074
MNXR110783	true	1.14.13.-;1.14.14.1	rxn04878	R07075
MNXR110784	true		rxn04879	R07076
MNXR110785	ambiguous		rxn04880	R07077
MNXR110786	ambiguous		rxn04881	R07078
MNXR110787	true	1.14.13.-;1.14.14.1	rxn04882	R07079
MNXR110788	true	1.14.13.-;1.14.14.1	rxn04883	R07080
MNXR110789	true	1.14.13.-;1.14.14.1	rxn04884	R07081
MNXR110790	true	3.3.2.9	rxn04885	R07082
MNXR110791	true	2.5.1.18	rxn04886	R07083
MNXR110792	true	2.5.1.18	rxn04887	R07084
MNXR110793	true	1.14.13.-;1.14.14.1	rxn04888	R07085
MNXR110794	true		rxn04889	R07086
MNXR110795	true	1.14.13.-;1.14.14.1	rxn04890	R07087
MNXR110796	true	1.14.13.-;1.14.14.1	rxn04891	R07088
MNXR110797	true	1.14.13.-;1.14.14.1	rxn04892	R07089
MNXR110798	true	1.14.13.-;1.14.14.1	rxn04893	R07090
MNXR110799	true	2.5.1.18	rxn04894	R07091
MNXR110800	true	2.5.1.18	rxn04895	R07092
MNXR110801	true	2.5.1.18	rxn04896	R07093
MNXR110802	true	2.5.1.18	rxn07181	R07094
MNXR110803	true		rxn04898	R07095
MNXR110804	ambiguous		rxn07182	R07096
MNXR110805	ambiguous		rxn07183	R07097
MNXR110806	true	1.14.13.-;1.14.13.25;1.14.14.1	rxn04901	R07098
MNXR110807	true	1.14.13.-;1.14.14.1	rxn04902	R07099
MNXR110808	true	2.5.1.18	rxn04903	R07100
MNXR110809	true		rxn04904	R07101
MNXR110810	true		rxn04905	R07102
MNXR110811	ambiguous		rxn04906	R07103
MNXR110812	true	1.2.1.5	rxn04907	R07104
MNXR110813	true	1.1.1.1	rxn04908	R07105
MNXR110814	true	2.4.1.17	rxn04909	R07106
MNXR110819	true	3.3.2.10	rxn04914	R07111
MNXR110820	true	1.14.13.-;1.14.14.1	rxn04915	R07112
MNXR110821	true	2.5.1.18	rxn04916	R07113
MNXR110822	ambiguous		rxn04917	R07114
MNXR110823	ambiguous		rxn04918	R07115
MNXR110824	true	2.5.1.18	rxn04919	R07116
MNXR110825	true		rxn04920	R07117
MNXR110826	ambiguous		rxn04921	R07118
MNXR110827	ambiguous		rxn04922	R07119
MNXR110828	ambiguous		rxn04923	R07120
MNXR110830	ambiguous		rxn04926	R07123
MNXR110831	true		rxn04927	R07124
MNXR110832	true	1.13.12.13	rxn07184	R07128
MNXR110835	true	1.1.1.140	rxn03886	R05607
MNXR110849	NA	1.1.1.186	rxn04948	R07150
MNXR110856	NA	1.2.7.4	rxn07189	R07157
MNXR110858	NA	1.2.7.6	rxn07191	R07159
MNXR110859	NA	1.2.7.7	rxn13962	R07160
MNXR110860	NA	1.2.7.8	rxn07193	R07161
MNXR110861	redox	1.3.1.38	rxn07194	R07162
MNXR110872	true	1.11.1.15	rxn12013	R07180
MNXR110895	true	1.14.13.98;1.14.14.25	rxn04986	R07207
MNXR110896	true	1.14.13.99;1.14.14.26	rxn04987	R07208
MNXR110932	true	2.4.1.13	rxn07221	R07256
MNXR110941	ambiguous	2.4.1.143	rxn07222	R07258
MNXR110944	ambiguous	2.4.1.238	rxn05027	R07266
MNXR110952	true	2.5.1.-;2.5.1.31	rxn05030	R07269
MNXR110961	NA	2.6.99.1	rxn11679	R07278
MNXR110986	ambiguous	4.2.1.17	rxn07234	R07314
MNXR110987	NA	2.7.1.77	rxn07242	R07341
MNXR111012	NA	1.3.1.74	rxn07246	R07349
MNXR111013	NA	1.3.1.102;1.3.1.74	rxn07247	R07350
MNXR111028	NA	1.14.13.88	rxn05098	R07370
MNXR111132	true	4.2.1;4.2.1.131	rxn07347	R07516
MNXR111138	ambiguous	1.14.99.-	rxn07348	R07517
MNXR111142	true	2.1.1;2.1.1.210	rxn07352	R07521
MNXR111143	true	4.2.1.131	rxn07353	R07522
MNXR111145	true	2.1.1;2.1.1.210	rxn07355	R07524
MNXR111184	ambiguous		rxn07394	R07563
MNXR111188	ambiguous		rxn07397	R07566
MNXR111190	true		rxn07407	R07576
MNXR111198	ambiguous		rxn07408	R07577
MNXR111199	true		rxn07409	R07578
MNXR111200	true		rxn07410	R07579
MNXR111201	true		rxn07411	R07580
MNXR111202	true		rxn07412	R07581
MNXR111205	NA	3.1.3.62	rxn07415	R07584
MNXR111211	true	1.8.4.12	rxn07438	R07607
MNXR111228	true	3.2.2.19	rxn07443	R07626
MNXR111235	true	4.4.1.24	rxn07449	R07633
MNXR111240	true	5.3.3.14	rxn07455	R07639
MNXR111243	NA	6.3.2.18	rxn07458	R07643
MNXR111245	NA	6.1.1.25	rxn07461	R07646
MNXR111250	ambiguous	2.3.1.-	rxn07471	R07656
MNXR111259	true	1.1.99.31	rxn07479	R07664
MNXR111260	true	1.14.13;1.14.13.-	rxn07480	R07665
MNXR111261	true	1.2.1.7	rxn07481	R07666
MNXR111262	true	1.2.1.28;1.2.1.64	rxn07482	R07667
MNXR111264	true	3.8.1.5	rxn07484	R07669
MNXR111265	ambiguous	3.8.1.5	rxn07485	R07670
MNXR111266	true	2.7.1.194;2.7.1.69	rxn07486	R07671
MNXR111267	true	5.1.3.18	rxn07487	R07672
MNXR111268	true	5.1.3.-	rxn07488	R07673
MNXR111271	true	1.1.1.-;1.1.1.365	rxn07491	R07676
MNXR111274	true	3.1.1;3.1.1.-	rxn07495	R07680
MNXR111275	ambiguous	1.14.99.-	rxn07496	R07682
MNXR111276	ambiguous	1.14.99.-	rxn07497	R07683
MNXR111277	true	1.13.11.-	rxn07498	R07684
MNXR111278	ambiguous		rxn07499	
MNXR111280	true	1.14.-.-	rxn11686	R07687
MNXR111281	ambiguous	1.1.-.-	rxn07502	R07688
MNXR111282	ambiguous		rxn07503	R07689
MNXR111283	ambiguous		rxn07504	R07690
MNXR111284	true	1.13.11.-	rxn07505	R07691
MNXR111285	ambiguous		rxn07506	R07692
MNXR111286	ambiguous		rxn07507	R07693
MNXR111287	ambiguous		rxn07508	R07694
MNXR111288	ambiguous		rxn07509	R07695
MNXR111289	ambiguous		rxn07510	R07696
MNXR111291	ambiguous	1.14.99.-	rxn07512	R07698
MNXR111292	ambiguous	1.14.99.-	rxn07513	R07699
MNXR111293	ambiguous	1.14.-.-	rxn07514	R07700
MNXR111294	true	1.13.11.-	rxn07515	R07701
MNXR111295	true	1.13.11.-	rxn07516	R07702
MNXR111296	true	1.3.1.19	rxn07517	R07703
MNXR111297	true	1.14.12.12	rxn07518	R07704
